computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
11.356251200000315,0.0,0.0,80.0,0
11.297498700000233,0.0,1.0,80.0,1
11.316974699999719,0.0,1.0,80.0,2
11.237322600000425,0.0,0.0,80.0,3
11.258501299999807,0.0,1.0,80.0,4
11.33016039999984,0.0,1.0,80.0,5
11.354988699999922,0.0,1.0,80.0,6
11.37364260000004,0.0,1.0,80.0,7
11.368282800000088,0.0,1.0,80.0,8
11.31752170000027,0.0,1.0,80.0,9
