N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_faithful_active,wu_faithful_np_bias_ratio,wu_faithful_np_cand_lambda,wu_faithful_np_cand_lambda_applied,wu_faithful_np_feasible_max,wu_faithful_np_feasible_min,wu_faithful_np_original_target,wu_faithful_np_pd_exit,wu_faithful_np_pd_iters,wu_faithful_np_pd_lam_entry,wu_faithful_np_pd_residual,wu_faithful_np_predictor_current_interval,wu_faithful_np_predictor_legacy,wu_faithful_np_predictor_mode_code,wu_faithful_np_predictor_phase_substep,wu_faithful_np_predictor_storage_aware,wu_faithful_np_projected_target,wu_faithful_np_projection_residual,wu_faithful_np_sum_nin,wu_faithful_np_target,wu_faithful_np_target_error
0.0,0.0,2.500001573935151e-05,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,2.0600040443241596e-05,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.8300022929906845e-05,0.0,0.0,0.0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,2.8199981898069382e-05,0.0,0.0,0.0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,3.100000321865082e-05,0.0,0.0,0.0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.8684690000372939,0.0,0.0,0.0,356.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,540.0205537746089,0.0,540.0205537746089
0.0,0.0,1.8493318999535404,0.0,0.0,0.0,392.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,701.2637075945793,0.0,701.2637075945793
0.0,0.0,2.0000801000278443,0.0,0.0,0.0,422.0,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,968.2629748810655,0.0,968.2629748810655
0.0,0.0,1.8306514999712817,0.0,0.0,0.0,373.0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1091.7851826344838,0.0,1091.7851826344838
0.0,0.0,1.8065197999821976,0.0,0.0,0.0,373.0,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1157.0007431992876,0.0,1157.0007431992876
0.0,0.0,2.5068565999972634,0.0,0.0,0.0,475.0,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1234.919948299582,0.0,1234.919948299582
0.0,0.0,2.480838700023014,0.0,0.0,0.0,460.0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1362.3054782782606,0.0,1362.3054782782606
0.0,0.0,2.295051099965349,0.0,0.0,0.0,463.0,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1481.923240369671,0.0,1481.923240369671
0.0,0.0,2.1629557000123896,0.0,0.0,0.0,413.0,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1623.772950800121,0.0,1623.772950800121
0.0,0.0,2.2582573000108823,0.0,0.0,0.0,434.0,14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1733.0689464511574,0.0,1733.0689464511574
