CV_boundary,MaxMin_boundary,net_inflow_veh_h,outbound_service_veh,scenario,step,time_sec,urban_accumulation_veh,urban_production_veh_h,urban_scale,urban_total_departures_veh
1.1415903434918246,6.666666666666665,1452.7276306452409,195.7237563136774,peak_demand_urban_scale_0.5,0,180.0,206.4001155481474,10236.55231502144,0.5,511.82761575107196
0.7833979519481279,5.51016375574235,-2572.305265805428,283.4990376986584,peak_demand_urban_scale_0.5,1,360.0,231.4869977831139,11582.508245505844,0.5,579.1254122752922
0.7261751491960424,6.896103882059007,-2516.82127963402,296.71110379897476,peak_demand_urban_scale_0.5,2,540.0,211.62203771398538,11682.283376709749,0.5,584.1141688354875
0.7855319674430256,5.694855725261622,-2722.825710711451,296.23397101401855,peak_demand_urban_scale_0.5,3,720.0,219.3989070090479,11535.97215593792,0.5,576.798607796896
0.7204204320999315,7.1198915917499255,-2422.0383268136875,296.73692181675915,peak_demand_urban_scale_0.5,4,900.0,216.4985521062007,11814.509599550332,0.5,590.7254799775167
0.7886499226023844,5.872697756901732,-2828.590792433137,305.42203286356164,peak_demand_urban_scale_0.5,5,1080.0,223.0470812546495,11840.924653480539,0.5,592.046232674027
0.7239128557348635,7.332519399618001,-2627.5228573073987,303.9608860064347,peak_demand_urban_scale_0.5,6,1260.0,214.1629008847219,11937.914399370076,0.5,596.8957199685038
0.8277126944866208,6.0393107896198375,-3036.9847086936347,310.7302794342567,peak_demand_urban_scale_0.5,7,1440.0,211.7760385988417,11807.563910607872,0.5,590.3781955303937
0.7243999713295673,7.528751703362293,-2812.2412956427684,301.2499419582322,peak_demand_urban_scale_0.5,8,1620.0,202.62455926414395,11530.450374563603,0.5,576.5225187281802
0.8382879638236467,6.19059225759347,-2978.261670920017,310.7648570360231,peak_demand_urban_scale_0.5,9,1800.0,213.04152807115238,11795.09668637676,0.5,589.7548343188381
0.7238345091158329,7.703756612406936,-2893.7818150292596,306.6352356198654,peak_demand_urban_scale_0.5,10,1980.0,203.14816446427855,11694.035584764255,0.5,584.7017792382128
0.8794656969088904,6.322817109006704,-3168.902774069084,316.38508159262,peak_demand_urban_scale_0.5,11,2160.0,203.91654278162602,11820.090985560604,0.5,591.0045492780303
0.8030535998574101,9.816531156354074,-1394.8588970282044,214.6584818680702,peak_demand_urban_scale_0.5,12,2340.0,190.38590408414683,9491.335003329827,0.5,474.5667501664913
0.6884413547012548,6.432729529188628,-1000.2693159408732,201.9181094522157,peak_demand_urban_scale_0.5,13,2520.0,204.08055236921516,9478.359970512187,0.5,473.9179985256094
1.0409335742795245,15.880756731646311,-861.5726969484358,195.28259013500036,peak_demand_urban_scale_0.5,14,2700.0,196.5547849569791,9277.69064140246,0.5,463.884532070123
0.8987628804627419,11.9120987684858,-1014.7199613568237,206.1971754689207,peak_demand_urban_scale_0.5,15,2880.0,209.91651232419122,9705.304413811382,0.5,485.26522069056915
1.2410647318062649,22.68564653091514,-26.709192165913464,156.6041496922634,peak_demand_urban_scale_0.5,16,3060.0,201.49791599464393,8635.699326482341,0.5,431.7849663241171
1.2143351845138612,22.709091275427895,918.8599533813876,102.48189864731008,peak_demand_urban_scale_0.5,17,3240.0,212.36535966253425,7667.377035310349,0.5,383.3688517655175
1.210784663440185,34.88200562473719,765.4470717735373,91.41098055537847,peak_demand_urban_scale_0.5,18,3420.0,189.41922219680825,6154.851022618756,0.5,307.74255113093784
1.1166865528233034,34.89215751718895,1060.06400002321,73.96864765360107,peak_demand_urban_scale_0.5,19,3600.0,220.43385606464093,5308.1849665801155,0.5,265.4092483290058
1.1435742945389136,47.09215751718895,1351.3140925528216,59.128545380408205,peak_demand_urban_scale_0.5,20,3780.0,249.74187445413298,4768.2464521411475,0.5,238.41232260705738
1.1130978547722536,47.08876658429536,1289.5648479591687,63.174716970476176,peak_demand_urban_scale_0.5,21,3960.0,299.4635871950114,4969.740718323155,0.5,248.48703591615777
1.1340476804615973,59.26168093360468,1383.328353774627,58.47402574868932,peak_demand_urban_scale_0.5,22,4140.0,333.0411424188174,4765.838398904128,0.5,238.2919199452064
1.1274687340975773,65.94598400690813,1288.335005652784,63.279003070328336,peak_demand_urban_scale_0.5,23,4320.0,382.7740416640538,4976.578129083211,0.5,248.82890645416055
1.1408841206783318,72.48329378554874,1381.6588947499663,58.771237722084976,peak_demand_urban_scale_0.5,24,4500.0,416.1336011765334,4778.015402356566,0.5,238.9007701178283
1.1417569168957722,85.5185400047007,1277.2303944690657,63.231236401336886,peak_demand_urban_scale_0.5,25,4680.0,465.15806664849737,4961.352281425616,0.5,248.06761407128081
