N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_b2_price_A,wu_b2_price_B,wu_b2_price_C,wu_b2_price_D,wu_b2_price_F,wu_b2_price_delta_sec,wu_b2_price_enabled,wu_b2_price_ref_A,wu_b2_price_ref_B,wu_b2_price_ref_C,wu_b2_price_ref_D,wu_b2_price_ref_F,wu_b2_price_refresh_count,wu_b2_price_refreshed,wu_b2_price_trust_sec,wu_faithful_active
869.442887698556,6000.0,66.95064789999742,74.0,8.0,0.0,474.0,22,0.02394434283855107,-0.07800538909795529,-0.021364162005765602,0.13602755728440166,-0.00459870646326473,6.0,1.0,56.0,56.0,68.0,62.0,62.0,12.0,1.0,6.0,1.0
916.2491170065955,6000.0,67.93298900010996,74.0,8.0,0.0,460.0,23,0.03445461437018571,-0.06626663749050037,-0.032271623695830684,-0.0661596322804086,-0.021524886498973363,6.0,1.0,56.0,56.0,68.0,56.0,62.0,13.0,1.0,6.0,1.0
858.5591663736819,6000.0,66.79269810009282,74.0,8.0,0.0,477.0,24,0.02398514320497188,-0.08359696654358803,-0.05377429543058713,0.03288543239835721,0.024519612790867708,6.0,1.0,56.0,56.0,62.0,56.0,62.0,14.0,1.0,6.0,1.0
854.0791182832504,6000.0,63.93585849995725,74.0,8.0,0.0,458.0,25,0.02398514320497188,-0.08359696654358803,-0.05377429543058713,0.03288543239835721,0.024519612790867708,6.0,1.0,56.0,56.0,62.0,56.0,62.0,14.0,0.0,6.0,1.0
809.1667873429508,6000.0,63.33768990007229,74.0,8.0,0.0,479.0,26,0.02398514320497188,-0.08359696654358803,-0.05377429543058713,0.03288543239835721,0.024519612790867708,6.0,1.0,56.0,56.0,62.0,56.0,62.0,14.0,0.0,6.0,1.0
801.6621845033845,6000.0,64.0947664999403,74.0,8.0,0.0,461.0,27,0.02398514320497188,-0.08359696654358803,-0.05377429543058713,0.03288543239835721,0.024519612790867708,6.0,1.0,56.0,56.0,62.0,56.0,62.0,14.0,0.0,6.0,1.0
840.9584098197531,6000.0,63.3605169999646,74.0,8.0,0.0,480.0,28,0.02398514320497188,-0.08359696654358803,-0.05377429543058713,0.03288543239835721,0.024519612790867708,6.0,1.0,56.0,56.0,62.0,56.0,62.0,14.0,0.0,6.0,1.0
814.1536392618918,6000.0,63.9000089999754,74.0,8.0,0.0,455.0,29,0.02398514320497188,-0.08359696654358803,-0.05377429543058713,0.03288543239835721,0.024519612790867708,6.0,1.0,56.0,56.0,62.0,56.0,62.0,14.0,0.0,6.0,1.0
800.1990310757805,6000.0,74.2259496001061,75.0,9.0,0.0,478.0,30,0.012960954024053544,-0.07505600148905353,-0.010445941657853175,0.03965404015953837,0.04416185277092163,6.0,1.0,56.0,56.0,62.0,56.0,62.0,15.0,1.0,6.0,1.0
788.8683446617268,6000.0,64.03919359995052,74.0,8.0,1.0,270.0,31,0.012960954024053544,-0.07505600148905353,-0.010445941657853175,0.03965404015953837,0.04416185277092163,6.0,1.0,56.0,56.0,62.0,56.0,62.0,15.0,0.0,6.0,1.0
792.6896454565917,6000.0,67.76310899993405,74.0,8.0,0.0,485.0,32,0.018158957003330405,-0.05087862548309774,-0.013931721250961614,0.048837931875284804,-0.002685027120797795,6.0,1.0,56.0,56.0,68.0,62.0,68.0,16.0,1.0,6.0,1.0
767.1627707593328,6000.0,63.09414529998321,74.0,8.0,0.0,483.0,33,0.018158957003330405,-0.05087862548309774,-0.013931721250961614,0.048837931875284804,-0.002685027120797795,6.0,1.0,56.0,56.0,68.0,62.0,68.0,16.0,0.0,6.0,1.0
785.3321753345838,6000.0,64.07175889995415,74.0,8.0,0.0,474.0,34,0.018158957003330405,-0.05087862548309774,-0.013931721250961614,0.048837931875284804,-0.002685027120797795,6.0,1.0,56.0,56.0,68.0,62.0,68.0,16.0,0.0,6.0,1.0
740.9088913711853,6000.0,63.80585340003017,74.0,8.0,0.0,468.0,35,0.018158957003330405,-0.05087862548309774,-0.013931721250961614,0.048837931875284804,-0.002685027120797795,6.0,1.0,56.0,56.0,68.0,62.0,68.0,16.0,0.0,6.0,1.0
740.4461554978567,6000.0,63.53714240004774,74.0,8.0,0.0,481.0,36,0.018158957003330405,-0.05087862548309774,-0.013931721250961614,0.048837931875284804,-0.002685027120797795,6.0,1.0,56.0,56.0,68.0,62.0,68.0,16.0,0.0,6.0,1.0
808.4693052624116,6000.0,63.171484599937685,74.0,8.0,0.0,453.0,37,0.018158957003330405,-0.05087862548309774,-0.013931721250961614,0.048837931875284804,-0.002685027120797795,6.0,1.0,56.0,56.0,68.0,62.0,68.0,16.0,0.0,6.0,1.0
764.8534100477827,6000.0,64.23168799991254,74.0,8.0,0.0,485.0,38,0.018158957003330405,-0.05087862548309774,-0.013931721250961614,0.048837931875284804,-0.002685027120797795,6.0,1.0,56.0,56.0,68.0,62.0,68.0,16.0,0.0,6.0,1.0
741.5315390038311,6000.0,62.74421219993383,74.0,8.0,0.0,444.0,39,0.018158957003330405,-0.05087862548309774,-0.013931721250961614,0.048837931875284804,-0.002685027120797795,6.0,1.0,56.0,56.0,68.0,62.0,68.0,16.0,0.0,6.0,1.0
