N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_faithful_active
0.0,0.0,1.5799999800947262e-05,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,1.9300000076327706e-05,0.0,0.0,0.0,0.0,1,0.0
0.0,0.0,1.5999999959603883e-05,0.0,0.0,0.0,0.0,2,0.0
0.0,0.0,1.5300000086426735e-05,0.0,0.0,0.0,0.0,3,0.0
0.0,0.0,1.539999993838137e-05,0.0,0.0,0.0,0.0,4,0.0
0.0,0.0,39.44226239999989,0.0,0.0,0.0,0.0,5,0.0
0.0,0.0,36.85200990000021,0.0,0.0,0.0,0.0,6,0.0
0.0,0.0,36.336772299999666,0.0,0.0,0.0,0.0,7,0.0
0.0,0.0,36.28809880000017,0.0,0.0,0.0,0.0,8,0.0
0.0,0.0,36.77639840000029,0.0,0.0,0.0,0.0,9,0.0
0.0,0.0,40.940384300000005,0.0,0.0,0.0,0.0,10,0.0
0.0,0.0,40.3610807,0.0,0.0,0.0,0.0,11,0.0
0.0,0.0,44.60777979999966,0.0,0.0,0.0,0.0,12,0.0
0.0,0.0,38.255131099999744,0.0,0.0,0.0,0.0,13,0.0
0.0,0.0,38.35274219999974,0.0,0.0,0.0,0.0,14,0.0
0.0,0.0,38.03602799999999,0.0,0.0,0.0,0.0,15,0.0
0.0,0.0,36.74503319999985,0.0,0.0,0.0,0.0,16,0.0
0.0,0.0,37.37520789999962,0.0,0.0,0.0,0.0,17,0.0
0.0,0.0,37.57750060000035,0.0,0.0,0.0,0.0,18,0.0
0.0,0.0,37.58165680000002,0.0,0.0,0.0,0.0,19,0.0
0.0,0.0,39.7279096000002,0.0,0.0,0.0,0.0,20,0.0
0.0,0.0,39.18937249999999,0.0,0.0,0.0,0.0,21,0.0
0.0,0.0,38.265476000000035,0.0,0.0,0.0,0.0,22,0.0
0.0,0.0,38.45159869999998,0.0,0.0,0.0,0.0,23,0.0
0.0,0.0,38.79486820000011,0.0,0.0,0.0,0.0,24,0.0
0.0,0.0,38.436999300000025,0.0,0.0,0.0,0.0,25,0.0
0.0,0.0,38.7310150000003,0.0,0.0,0.0,0.0,26,0.0
0.0,0.0,38.642727899999954,0.0,0.0,0.0,0.0,27,0.0
0.0,0.0,37.88308380000035,0.0,0.0,0.0,0.0,28,0.0
0.0,0.0,37.60036409999975,0.0,0.0,0.0,0.0,29,0.0
0.0,0.0,38.02153039999939,0.0,0.0,0.0,0.0,30,0.0
0.0,0.0,38.003343000000314,0.0,0.0,0.0,0.0,31,0.0
0.0,0.0,38.110082399999555,0.0,0.0,0.0,0.0,32,0.0
0.0,0.0,38.8300205000005,0.0,0.0,0.0,0.0,33,0.0
0.0,0.0,38.344226199999866,0.0,0.0,0.0,0.0,34,0.0
0.0,0.0,37.154010899999776,0.0,0.0,0.0,0.0,35,0.0
0.0,0.0,37.709719499999665,0.0,0.0,0.0,0.0,36,0.0
0.0,0.0,38.25918730000012,0.0,0.0,0.0,0.0,37,0.0
0.0,0.0,37.42818069999976,0.0,0.0,0.0,0.0,38,0.0
0.0,0.0,38.165503199999876,0.0,0.0,0.0,0.0,39,0.0
0.0,0.0,38.43896959999984,0.0,0.0,0.0,0.0,40,0.0
0.0,0.0,37.55596409999998,0.0,0.0,0.0,0.0,41,0.0
0.0,0.0,37.52775180000026,0.0,0.0,0.0,0.0,42,0.0
0.0,0.0,37.893601099999614,0.0,0.0,0.0,0.0,43,0.0
