CV_boundary,MaxMin_boundary,net_inflow_veh_h,outbound_service_veh,scenario,step,time_sec,urban_accumulation_veh,urban_production_veh_h,urban_scale,urban_total_departures_veh
1.3905986709310034,3.666666666666679,1607.6793338972684,188.20576920520008,peak_demand_urban_scale_0.5,0,180.0,219.32378897007044,9980.077569542605,0.5,499.0038784771303
1.9917827228237788,0.6119884297576097,-1471.616954086223,249.37235391743155,peak_demand_urban_scale_0.5,1,360.0,243.68034214893092,11652.15557601172,0.5,582.6077788005861
0.0,0.0,-1727.6530056064626,257.93177578254955,peak_demand_urban_scale_0.5,2,540.0,226.79584736330725,11089.4881444583,0.5,554.474407222915
0.0,0.0,-1403.0854558067958,248.64103707392357,peak_demand_urban_scale_0.5,3,720.0,233.1100745181415,11040.461215751357,0.5,552.0230607875678
0.0,0.0,-1394.966184454961,252.89627655300544,peak_demand_urban_scale_0.5,4,900.0,239.33451953198517,11289.546304551553,0.5,564.4773152275777
0.0,0.0,-1414.1792749145998,255.8003012337792,peak_demand_urban_scale_0.5,5,1080.0,242.76515933255115,11449.270298299421,0.5,572.4635149149711
2.4898859717695636,0.01821323173494349,-1458.879854170993,257.0944979373261,peak_demand_urban_scale_0.5,6,1260.0,242.86220699656008,11479.892540722687,0.5,573.9946270361344
2.514955376773113,0.014094628667209508,-1509.457523250359,255.88283615083427,peak_demand_urban_scale_0.5,7,1440.0,239.4234955601817,11358.113164073471,0.5,567.9056582036736
3.6055512754639882,0.0034573826040711353,-1582.1418961164227,253.27806696356498,peak_demand_urban_scale_0.5,8,1620.0,232.72434241461318,11125.442489055531,0.5,556.2721244527766
0.0,0.0,-1640.6207555498636,247.99346715235242,peak_demand_urban_scale_0.5,9,1800.0,223.35875348337294,10755.657203862556,0.5,537.7828601931278
1.0977998792661297,8.666666666666629,2026.5111502663985,195.92495323297786,peak_demand_urban_scale_0.75,0,180.0,239.39271178283656,10651.33704794877,0.75,532.5668523974385
1.5098857339912044,8.35308941477063,-557.7957967938037,270.9285002521172,peak_demand_urban_scale_0.75,1,360.0,302.59582232350215,13754.109020874741,0.75,687.7054510437371
2.088540205255872,8.959447414002462,-1180.69734850052,299.89192233446227,peak_demand_urban_scale_0.75,2,540.0,298.4330542037678,14360.55459030496,0.75,718.0277295152481
2.217851914414924,10.295870162106432,-1020.2488162596073,296.4067338297628,peak_demand_urban_scale_0.75,3,720.0,300.98766954657975,14332.417042408828,0.75,716.6208521204414
2.311752774786742,12.101023332547094,-969.1026705204504,298.9807211056071,peak_demand_urban_scale_0.75,4,900.0,305.8311472783015,14526.610475645666,0.75,726.3305237822833
2.3815393551110264,14.067689999213727,-972.8336069773068,301.27746349438763,peak_demand_urban_scale_0.75,5,1080.0,308.7520737698467,14657.58359138672,0.75,732.879179569336
2.457425461212766,15.872843169654386,-1010.444445537918,302.07783464686213,peak_demand_urban_scale_0.75,6,1260.0,308.67893106915517,14673.383342582194,0.75,733.6691671291097
2.5761557590173827,17.209265917758472,-1072.906765069968,301.01880228887825,peak_demand_urban_scale_0.75,7,1440.0,305.28816651171445,14557.675334087622,0.75,727.8837667043812
2.615161011179842,17.815623916990305,-1176.6159401177092,297.8192798389848,peak_demand_urban_scale_0.75,8,1620.0,297.5161673773764,14270.97264599187,0.75,713.5486322995935
2.6880755512724828,17.50204666509437,-1262.0483272196589,292.1921780959312,peak_demand_urban_scale_0.75,9,1800.0,287.17185769039037,13859.24351857272,0.75,692.962175928636
1.061654212724826,13.666666666666643,2491.9844207863603,201.22616851075563,peak_demand_urban_scale_1,0,180.0,262.2112010317485,11239.998975876139,1.0,561.999948793807
1.1451273518194143,18.693008108583072,-263.87338355579504,291.7441833802998,peak_demand_urban_scale_1,1,360.0,329.2120026888692,15038.681782031774,1.0,751.9340891015887
1.3204359370766159,24.945929885336653,-694.1917769667461,321.75615152309075,peak_demand_urban_scale_1,2,540.0,339.9235238567169,15999.22690372504,1.0,799.9613451862521
1.3807062083999289,32.172271327253156,-625.9446855684264,324.674313818546,peak_demand_urban_scale_1,3,720.0,347.4436382034876,16270.929048495977,1.0,813.5464524247989
1.3999605884827053,40.02358666561847,-617.514041400691,328.35212257225606,peak_demand_urban_scale_1,4,900.0,352.57435210992406,16461.333383715682,1.0,823.0666691857842
1.4102252012782284,48.09025333228516,-614.63452516492,330.29084052250124,peak_demand_urban_scale_1,5,1080.0,355.88584155087506,16568.691261556625,1.0,828.4345630778314
1.4199623477031582,55.94156867065047,-645.6004644198501,330.7890501790794,peak_demand_urban_scale_1,6,1260.0,356.74706505127944,16576.982586817623,1.0,828.8491293408812
1.4343259525646974,63.16791011256686,-704.6087914318941,329.69845294761865,peak_demand_urban_scale_1,7,1440.0,354.7789280210851,16477.861510312887,1.0,823.8930755156443
1.457007558507779,69.42083188932033,-785.8254518957447,327.06546466762944,peak_demand_urban_scale_1,8,1620.0,349.92953337790254,16278.223275020058,1.0,813.911163751003
1.4915514047000054,74.44717333123675,-884.0918196407783,323.0909958976779,peak_demand_urban_scale_1,9,1800.0,342.28158807418043,15991.243650911987,1.0,799.5621825455994
1.03114797720387,27.333333333333357,3206.767953996421,210.9240851774223,peak_demand_urban_scale_1.5,0,180.0,298.27944218023083,12149.157509086202,1.5,607.4578754543102
1.058662075380067,42.57780246618848,457.4316997309961,324.3687030475763,peak_demand_urban_scale_1.5,1,360.0,383.52901170279205,17204.94942550629,1.5,860.2474712753145
1.0360016413560003,60.82020305563411,29.477202448722892,350.77361636422165,peak_demand_urban_scale_1.5,2,540.0,404.42623295168625,18100.195733820707,1.5,905.0097866910354
1.01711119264248,81.15243278357855,138.50968167774226,353.65608569467497,peak_demand_urban_scale_1.5,3,720.0,424.1131912172154,18371.332309422567,1.5,918.5666154711283
1.0014069142995368,102.89394904838454,203.91892083534367,355.88441761656406,peak_demand_urban_scale_1.5,4,900.0,443.76290878132977,18559.012071037378,1.5,927.9506035518689
0.9889811111262152,125.12246482809155,224.38630827676388,356.99744608926386,peak_demand_urban_scale_1.5,5,1080.0,462.3336751040775,18650.39916104304,1.5,932.519958052152
0.9791168117145798,146.8691469070542,197.738571072372,356.9264833192843,peak_demand_urban_scale_1.5,6,1260.0,478.90645773640176,18639.39784522876,1.5,931.9698922614381
0.9713621901745261,167.21241265446784,127.03239301182475,355.68868426790056,peak_demand_urban_scale_1.5,7,1440.0,492.7368489920924,18528.478006612997,1.5,926.42390033065
0.9654215760399166,185.36815055060399,18.359734328079867,353.41139603270295,peak_demand_urban_scale_1.5,8,1620.0,503.25213758174783,18328.150577289853,1.5,916.4075288644926
0.9611869147471175,200.76680339075648,-121.45033546206741,350.30116430714713,peak_demand_urban_scale_1.5,9,1800.0,509.9706400182598,18052.658695740203,1.5,902.6329347870103
0.9348831123294122,42.33333333333337,3333.5138827031014,220.61158517742228,peak_demand_urban_scale_2,0,180.0,304.9300465290552,12469.653437792882,2.0,623.4826718896442
0.9811918671365817,73.22209714328731,1088.5702096204468,338.4187467167263,peak_demand_urban_scale_2,1,360.0,413.35887095242555,18280.823189174964,2.0,914.0411594587483
0.9689680939804284,108.76417074810448,561.3993244514468,367.96203752862857,peak_demand_urban_scale_2,2,540.0,443.4117120958628,19310.63986986052,2.0,965.531993493026
0.9529930777336523,146.70793586184362,584.565820062111,371.09812386248456,peak_demand_urban_scale_2,3,720.0,469.0069559028963,19500.190882721996,2.0,975.0095441360999
0.9403456138147284,186.42771613569468,611.3909993394536,372.8814069346066,peak_demand_urban_scale_2,4,900.0,494.3788017255016,19601.961530446115,2.0,980.0980765223057
0.9311467971752178,226.72868177073917,611.4924939440571,373.5311623839553,peak_demand_urban_scale_2,5,1080.0,518.5371795371101,19633.77998483209,2.0,981.6889992416046
0.9253116446705039,266.3791280868893,565.0245966695893,373.0473269155756,peak_demand_urban_scale_2,6,1260.0,538.9879039918276,19572.795531960583,2.0,978.6397765980291
0.9201586175275651,297.28370212296807,414.68395529052486,371.1426385819725,peak_demand_urban_scale_2,7,1440.0,551.3469593622704,19329.679176315196,2.0,966.4839588157599
0.909949111861397,303.8956084044013,248.42591355240438,367.5879375766959,peak_demand_urban_scale_2,8,1620.0,560.4807481917989,18958.496426288075,2.0,947.9248213144039
0.8992856624513932,321.9240883527935,180.92810458894746,363.2927745673637,peak_demand_urban_scale_2,9,1800.0,570.3006900378831,18684.857846773764,2.0,934.2428923386882
0.8774269174706439,58.500000000000085,3335.71058018417,230.29908517742228,peak_demand_urban_scale_2.5,0,180.0,305.3701007188109,12665.60013527395,2.5,633.2800067636975
0.8981540741517668,104.2349885450964,1175.395722432494,349.0642067671832,peak_demand_urban_scale_2.5,1,360.0,417.3595036761577,18593.022045441296,2.5,929.6511022720648
0.8901345354411755,156.72014258492354,652.8306966653481,379.8195163564418,peak_demand_urban_scale_2.5,2,540.0,449.7735154336052,19690.83386504206,2.5,984.5416932521031
0.8792719329966489,212.30058483025502,655.0580843223233,383.2473929865665,peak_demand_urban_scale_2.5,3,720.0,476.12472489181624,19864.37385657585,2.5,993.2186928287927
0.8705543667760303,270.10298208594287,649.5242089717458,385.12966242757363,peak_demand_urban_scale_2.5,4,900.0,500.88595986757986,19922.76039514728,2.5,996.1380197573642
0.8610844159338924,320.7548561373244,586.6223536525367,385.5646336543628,peak_demand_urban_scale_2.5,5,1080.0,520.2192190613489,19861.81384337469,2.5,993.0906921687346
0.8438128264514986,371.2566890577419,382.68032182852494,384.0636650959292,peak_demand_urban_scale_2.5,6,1260.0,528.3472804432827,19547.788454878108,2.5,977.3894227439055
0.8271793789760022,390.7861969932995,166.83699720771892,380.2681523574448,peak_demand_urban_scale_2.5,7,1440.0,531.6843090569339,19068.915926961632,2.5,953.4457963480817
0.8153040989539367,407.5455697578874,135.3357067077959,374.49549611878695,peak_demand_urban_scale_2.5,8,1620.0,538.4538210257361,18733.16679275914,2.5,936.6583396379572
0.8075308364441165,421.60319166207876,204.58569684773738,370.59831764787293,peak_demand_urban_scale_2.5,9,1800.0,551.3822982276738,18670.8855144742,2.5,933.54427572371
0.8522433214683129,76.00000000000001,3335.71058018417,237.1949185107556,peak_demand_urban_scale_3,0,180.0,305.51836652009484,12803.516801940617,3.0,640.1758400970309
0.8594152280653877,138.60783404130436,1188.6462496487002,360.5932182764307,peak_demand_urban_scale_3,1,360.0,418.36030109763703,18841.016643543844,3.0,942.0508321771922
0.8518045464966847,208.6094252700322,665.3881835092161,389.736359401373,peak_demand_urban_scale_3,2,540.0,451.0066779212313,19914.598391871146,3.0,995.7299195935574
0.844188716378558,283.45369215923563,656.7977534445317,391.6623889033987,peak_demand_urban_scale_3,3,720.0,476.80074870914535,20045.039415052066,3.0,1002.2519707526034
0.8332944807710451,360.8889146943527,612.268053998172,391.859311787342,peak_demand_urban_scale_3,4,900.0,498.0460810608315,20017.515575824218,3.0,1000.875778791211
0.8113573526356832,410.6317275024379,427.0457799503438,391.15869064217696,peak_demand_urban_scale_3,5,1080.0,507.66004910594677,19761.453245913854,3.0,988.0726622956928
0.7910175710546711,441.95056206687593,162.0229909811469,388.9017103632588,peak_demand_urban_scale_3,6,1260.0,509.2380057089509,19266.22811971368,3.0,963.3114059856841
0.777481650299437,471.2324307121529,125.71263101885143,385.1818211519983,peak_demand_urban_scale_3,7,1440.0,515.8947632052027,18935.371174955108,3.0,946.7685587477555
0.768637801851336,497.85468370946353,210.42963816315478,384.1672624478467,peak_demand_urban_scale_3,8,1620.0,529.1574670207996,18946.92534738496,3.0,947.346267369248
0.7625598840964449,521.2571633278288,238.45798680033477,384.7719718885786,peak_demand_urban_scale_3,9,1800.0,542.9838193951705,19026.054789458783,3.0,951.3027394729392
