computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,solver_converged,solver_evaluations,step
0.5753130000011879,5.0,0.0007601981537951048,0.0,1.0,55.0,0
0.5801023000021814,5.0,0.0007586201936021995,0.0,1.0,55.0,1
0.595187499999156,5.0,0.00047393048892702675,0.0,1.0,55.0,2
0.5940985000015644,5.0,0.0006852006563766391,0.0,1.0,55.0,3
0.5756656000012299,5.0,0.0003089270153937224,0.0,1.0,55.0,4
0.5797770999997738,5.0,0.00021677574201240757,0.0,1.0,55.0,5
0.5696889999999257,4.0,0.000900881924773356,0.0,1.0,44.0,6
0.5726622000001953,4.0,0.0003462090101007155,0.0,1.0,44.0,7
0.552236499999708,1.0,0.0,0.0,1.0,11.0,8
0.5581331000030332,1.0,0.0,0.0,1.0,11.0,9
0.5652823999989778,1.0,0.0,0.0,1.0,11.0,10
0.5768189000009443,1.0,0.0,0.0,1.0,11.0,11
0.5414415999985067,1.0,0.0,0.0,1.0,11.0,12
0.5407173999992665,1.0,0.0,0.0,1.0,11.0,13
0.5739568000026338,1.0,0.0,0.0,1.0,11.0,14
0.5560422999988077,1.0,0.0,0.0,1.0,11.0,15
0.5438236000009056,1.0,0.0,0.0,1.0,11.0,16
0.5495862000025227,1.0,0.0,0.0,1.0,11.0,17
0.5673378999999841,1.0,0.0,0.0,1.0,11.0,18
0.5462253000005148,1.0,0.0,0.0,1.0,11.0,19
0.5813707999986946,1.0,0.0,0.0,1.0,11.0,20
0.5670159000001149,1.0,0.0,0.0,1.0,11.0,21
0.5594745000016701,1.0,0.0,0.0,1.0,11.0,22
0.5742879999997967,1.0,0.0,0.0,1.0,11.0,23
0.5771457999981067,1.0,0.0,0.0,1.0,11.0,24
0.5533437000012782,1.0,0.0,0.0,1.0,11.0,25
0.5771003999980167,1.0,0.0,0.0,1.0,11.0,26
0.5893458000027749,1.0,0.0,0.0,1.0,11.0,27
0.562214400000812,1.0,0.0,0.0,1.0,11.0,28
0.5564276000004611,1.0,0.0,0.0,1.0,11.0,29
0.5553757999987283,1.0,0.0,0.0,1.0,11.0,30
0.5572385000014037,1.0,0.0,0.0,1.0,11.0,31
0.5648869999968156,1.0,0.0,0.0,1.0,11.0,32
0.5699520000016491,1.0,0.0,0.0,1.0,11.0,33
0.5567639000000781,1.0,0.0,0.0,1.0,11.0,34
0.5691604999992705,1.0,0.0,0.0,1.0,11.0,35
0.5658933999984583,1.0,0.0,0.0,1.0,11.0,36
0.5731229000011808,1.0,0.0,0.0,1.0,11.0,37
0.5726376999991771,1.0,0.0,0.0,1.0,11.0,38
0.6033854000015708,1.0,0.0,0.0,1.0,11.0,39
