N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_faithful_active,wu_faithful_np_bias_ratio,wu_faithful_np_cand_lambda,wu_faithful_np_cand_lambda_applied,wu_faithful_np_feasible_max,wu_faithful_np_feasible_min,wu_faithful_np_original_target,wu_faithful_np_pd_exit,wu_faithful_np_pd_iters,wu_faithful_np_pd_lam_entry,wu_faithful_np_pd_residual,wu_faithful_np_predictor_current_interval,wu_faithful_np_predictor_legacy,wu_faithful_np_predictor_mode_code,wu_faithful_np_predictor_phase_substep,wu_faithful_np_predictor_storage_aware,wu_faithful_np_projected_target,wu_faithful_np_projection_residual,wu_faithful_np_sum_nin,wu_faithful_np_target,wu_faithful_np_target_error
0.0,0.0,2.0299979951232672e-05,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.9400031305849552e-05,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.610000617802143e-05,0.0,0.0,0.0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.8799968529492617e-05,0.0,0.0,0.0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.7799960914999247e-05,0.0,0.0,0.0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.5845523999887519,0.0,0.0,0.0,355.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,460.1616859789217,0.0,460.1616859789217
0.0,0.0,2.1090159000013955,0.0,0.0,0.0,375.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,575.6105937520138,0.0,575.6105937520138
0.0,0.0,2.5116029999917373,0.0,0.0,0.0,379.0,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,730.5585974611383,0.0,730.5585974611383
0.0,0.0,2.6212361000361852,0.0,0.0,0.0,359.0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,824.7981127454623,0.0,824.7981127454623
0.0,0.0,2.3301982000120915,0.0,0.0,0.0,351.0,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,854.6988278997459,0.0,854.6988278997459
0.0,0.0,2.472960199986119,0.0,0.0,0.0,356.0,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,836.6435934130093,0.0,836.6435934130093
0.0,0.0,1.9254154000082053,0.0,0.0,0.0,379.0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,840.5943105405621,0.0,840.5943105405621
0.0,0.0,2.1620396999642253,0.0,0.0,0.0,409.0,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,852.3242433709199,0.0,852.3242433709199
0.0,0.0,2.2238454000325873,0.0,0.0,0.0,457.0,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,875.7987645460948,0.0,875.7987645460948
0.0,0.0,2.25200139998924,0.0,0.0,0.0,452.0,14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,922.4680501134083,0.0,922.4680501134083
0.0,0.0,2.290067599969916,0.0,0.0,0.0,453.0,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,954.8409893003502,0.0,954.8409893003502
0.0,0.0,2.155558399972506,0.0,0.0,0.0,432.0,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1006.7941583842562,0.0,1006.7941583842562
0.0,0.0,2.1868913000216708,0.0,0.0,0.0,446.0,17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1028.2309127981998,0.0,1028.2309127981998
0.0,0.0,2.135936499980744,0.0,0.0,0.0,428.0,18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1064.0694321042047,0.0,1064.0694321042047
0.0,0.0,2.2819274999783374,0.0,0.0,0.0,450.0,19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1096.8007689833792,0.0,1096.8007689833792
0.0,0.0,2.272158900042996,0.0,0.0,0.0,426.0,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1125.651527871399,0.0,1125.651527871399
0.0,0.0,2.1909389999927953,0.0,0.0,0.0,424.0,21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1149.8462823682544,0.0,1149.8462823682544
0.0,0.0,2.1181962999980897,0.0,0.0,0.0,426.0,22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1163.8027654453156,0.0,1163.8027654453156
0.0,0.0,2.052243800018914,0.0,0.0,0.0,415.0,23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1178.3033658020677,0.0,1178.3033658020677
0.0,0.0,2.0876719999941997,0.0,0.0,0.0,403.0,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1199.3766885791606,0.0,1199.3766885791606
0.0,0.0,2.1679569999687374,0.0,0.0,0.0,410.0,25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1229.988601656013,0.0,1229.988601656013
0.0,0.0,2.083845500019379,0.0,0.0,0.0,404.0,26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1127.7557332799267,0.0,1127.7557332799267
0.0,0.0,2.0455880999797955,0.0,0.0,0.0,412.0,27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,914.6733446971634,0.0,914.6733446971634
0.0,0.0,2.1460899999947287,0.0,0.0,0.0,409.0,28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,693.9533045423578,0.0,693.9533045423578
0.0,0.0,2.2045061999815516,0.0,0.0,0.0,415.0,29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,546.3924603625027,0.0,546.3924603625027
0.0,0.0,2.1922930000000633,0.0,0.0,0.0,354.0,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,409.5062748505955,0.0,409.5062748505955
