step,time_sec,step_total_ttt,step_urban_ttt,step_freeway_ttt,cumulative_total_ttt,cumulative_urban_ttt,cumulative_freeway_ttt,computation_time_sec
0,180.0,24.78662612764044,9.277464796772705,15.509161330867732,24.78662612764044,9.277464796772705,15.509161330867732,2.0299979951232672e-05
1,360.0,22.48071007836949,9.13143061134805,13.349279467021441,47.26733620600993,18.408895408120756,28.858440797889173,1.9400031305849552e-05
2,540.0,20.92710905927568,8.391659419387043,12.535449639888634,68.19444526528561,26.8005548275078,41.393890437777806,1.610000617802143e-05
3,720.0,20.833682440921464,8.098816834353347,12.734865606568116,89.02812770620707,34.899371661861146,54.12875604434592,1.8799968529492617e-05
4,900.0,20.751708729809096,8.227563896396628,12.52414483341247,109.77983643601615,43.12693555825777,66.65290087775838,1.7799960914999247e-05
5,1080.0,20.79263775970528,8.03721872019545,12.75541903950983,130.57247419572144,51.16415427845322,79.40831991726822,1.5845523999887519
6,1260.0,28.793120318053184,11.508148642433845,17.28497167561934,159.36559451377462,62.67230292088706,96.69329159288756,2.1090159000013955
7,1440.0,48.46343434338998,18.88932163261786,29.57411271077212,207.8290288571646,81.56162455350493,126.26740430365967,2.5116029999917373
8,1620.0,66.80618393479129,26.141249491955474,40.664934442835815,274.6352127919559,107.7028740454604,166.93233874649547,2.6212361000361852
9,1800.0,77.1606375092065,29.43455059710644,47.72608691210006,351.79585030116243,137.13742464256686,214.65842565859555,2.3301982000120915
10,1980.0,83.54175789978764,32.4341041157292,51.10765378405844,435.33760820095006,169.57152875829604,265.766079442654,2.472960199986119
11,2160.0,88.16138617531074,33.53451854624547,54.626867629065266,523.4989943762607,203.1060473045415,320.3929470717193,1.9254154000082053
12,2340.0,92.44963838290488,35.74512765127236,56.70451073163252,615.9486327591657,238.85117495581386,377.0974578033518,2.1620396999642253
13,2520.0,96.36199728591419,36.93394364234117,59.42805364357301,712.3106300450798,275.785118598155,436.52551144692484,2.2238454000325873
14,2700.0,100.23127667312909,38.99792952161545,61.23334715151364,812.5419067182089,314.78304811977046,497.75885859843845,2.25200139998924
15,2880.0,103.88094628579375,39.94366284853617,63.93728343725759,916.4228530040027,354.72671096830663,561.6961420356961,2.290067599969916
16,3060.0,107.36282785457858,41.98562788917556,65.37719996540302,1023.7856808585814,396.7123388574822,627.0733420010991,2.155558399972506
17,3240.0,110.66374227518239,43.23467970785945,67.42906256732294,1134.4494231337637,439.9470185653417,694.5024045684221,2.1868913000216708
18,3420.0,113.87193590731601,45.30267052795317,68.56926537936285,1248.3213590410799,485.2496890932949,763.0716699477849,2.135936499980744
19,3600.0,117.01051660862984,46.4584001727408,70.55211643588903,1365.3318756497097,531.7080892660357,833.623786383674,2.2819274999783374
20,3780.0,120.21420929440316,48.64023235955627,71.5739769348469,1485.5460849441129,580.348321625592,905.1977633185209,2.272158900042996
21,3960.0,123.26350220779985,50.19341650374217,73.07008570405768,1608.8095871519126,630.5417381293341,978.2678490225785,2.1909389999927953
22,4140.0,126.3997906100955,53.59492787229939,72.80486273779611,1735.2093777620082,684.1366660016336,1051.0727117603747,2.1181962999980897
23,4320.0,129.4749694596586,56.11051688218021,73.3644525774784,1864.684347221667,740.2471828838138,1124.4371643378531,2.052243800018914
24,4500.0,132.99326439501516,60.0476568746399,72.94560752037526,1997.677611616682,800.2948397584537,1197.3827718582284,2.0876719999941997
25,4680.0,136.69054306010025,63.37192881350266,73.3186142465976,2134.3681546767825,863.6667685719564,1270.701386104826,2.1679569999687374
26,4860.0,140.61450202100215,67.74218882223757,72.87231319876459,2274.9826566977845,931.408957394194,1343.5736993035907,2.083845500019379
27,5040.0,144.5648348595767,71.27413148936414,73.29070337021258,2419.5474915573614,1002.6830888835581,1416.8644026738034,2.0455880999797955
28,5220.0,140.9335186733049,71.09640912860408,69.8371095447008,2560.4810102306665,1073.779498012162,1486.7015122185041,2.1460899999947287
29,5400.0,123.99128934450977,61.83639123505004,62.15489810945974,2684.4722995751763,1135.6158892472122,1548.8564103279639,2.2045061999815516
30,5580.0,103.49291853541624,50.84586540095146,52.64705313446477,2787.965218110592,1186.4617546481636,1601.5034634624287,2.1922930000000633
31,5760.0,85.49456118621222,41.34593716636678,44.14862401984544,2873.4597792968043,1227.8076918145305,1645.652087482274,2.6647194999968633
32,5940.0,68.03793235389216,33.84116245160821,34.196769902283954,2941.4977116506966,1261.6488542661386,1679.848857384558,2.1668590999906883
33,6120.0,54.015486709125426,27.724390637064317,26.291096072061105,2995.513198359822,1289.373244903203,1706.139953456619,2.3888131999992765
34,6300.0,45.78252436939617,22.535553636471427,23.24697073292474,3041.295722729218,1311.9087985396743,1729.3869241895436,2.253116099978797
35,6480.0,39.37527189791736,17.949243080167264,21.426028817750097,3080.6709946271353,1329.8580416198415,1750.8129530072938,2.282921999983955
36,6660.0,33.713171336017155,14.44908850728299,19.264082828734164,3114.3841659631526,1344.3071301271245,1770.077035836028,2.1975978999980725
37,6840.0,29.29651338679563,12.0867420543309,17.209771332464733,3143.680679349948,1356.3938721814554,1787.2868071684927,3.8676199999754317
38,7020.0,26.055851902650602,10.55480031563268,15.50105158701792,3169.736531252599,1366.9486724970882,1802.7878587555106,2.4567366000264883
39,7200.0,23.88658289783634,8.890002350010702,14.99658054782564,3193.623114150435,1375.838674847099,1817.7844393033363,2.1130924000171944
40,7380.0,22.36619616634202,8.49986584225959,13.866330324082433,3215.989310316777,1384.3385406893585,1831.6507696274186,2.5082873000064865
41,7560.0,21.473183499171146,8.228078974720129,13.245104524451017,3237.4624938159486,1392.5666196640786,1844.8958741518697,2.362836399988737
42,7740.0,21.36012957002049,8.307012670667,13.05311689935349,3258.8226233859687,1400.8736323347457,1857.9489910512232,2.35917100001825
43,7920.0,21.326963507875284,8.168592701936667,13.158370805938617,3280.149586893844,1409.0422250366823,1871.1073618571618,2.412412300007418
44,8100.0,21.334760143796863,8.293618054631441,13.041142089165422,3301.484347037641,1417.3358430913138,1884.1485039463273,2.203733100031968
45,8280.0,21.31859632088861,8.164552660391399,13.15404366049721,3322.80294335853,1425.5003957517051,1897.3025476068244,2.064599699981045
46,8460.0,21.332798885889357,8.292597244548624,13.040201641340733,3344.135742244419,1433.7929929962538,1910.342749248165,2.326091399998404
47,8640.0,21.318095075328902,8.164279681597604,13.153815393731298,3365.453837319748,1441.9572726778515,1923.4965646418964,2.2124159999657422
48,8820.0,21.332650519372883,8.292522841842896,13.040127677529986,3386.7864878391206,1450.2497955196943,1936.5366923194263,2.5155715000000782
49,9000.0,21.318058808589527,8.164260769131982,13.153798039457545,3408.10454664771,1458.4140562888263,1949.6904903588838,2.128177000035066
50,9180.0,21.332641056016307,8.292517769226206,13.040123286790099,3429.4371877037265,1466.7065740580524,1962.7306136456739,2.2693315999931656
51,9360.0,21.318056146712856,8.164259438490063,13.15379670822279,3450.755243850439,1474.8708334965424,1975.8844103538968,2.2257609000080265
52,9540.0,21.33264039546151,8.292517422350913,13.040122973110599,3472.0878842459006,1483.1633509188935,1988.9245333270073,1.9952244000160135
53,9720.0,21.318055971114543,8.16425934576565,13.153796625348892,3493.405940217015,1491.3276102646591,2002.0783299523562,1.9530607999768108
54,9900.0,21.332640347335346,8.292517398050625,13.04012294928472,3514.7385805643507,1499.6201276627098,2015.118452901641,2.040493400010746
55,10080.0,21.318055959047985,8.164259339357601,13.153796619690384,3536.056636523399,1507.7843870020674,2028.2722495213313,1.8115721999784
56,10260.0,21.332640344083458,8.29251739635195,13.040122947731508,3557.3892768674823,1516.0769043984194,2041.312372469063,2.170509400020819
57,10440.0,21.31805595817628,8.164259338913869,13.15379661926241,3578.7073328256583,1524.2411637373332,2054.4661690883254,2.2333920000237413
58,10620.0,21.332640343862074,8.292517396234647,13.04012294762743,3600.0399731695206,1532.5336811335678,2067.506292035953,2.9918869999819435
59,10800.0,21.318055958116375,8.164259338882857,13.153796619233518,3621.358029127637,1540.6979404724507,2080.6600886551864,2.591198500012979
60,10980.0,21.332640343846144,8.292517396226367,13.040122947619778,3642.6906694714835,1548.9904578686771,2093.700211602806,2.5186666999943554
61,11160.0,21.31805595811217,8.16425933888056,13.153796619231606,3664.008725429596,1557.1547172075577,2106.854008222038,2.2739463999751024
62,11340.0,21.332640343844886,8.292517396225643,13.040122947619242,3685.3413657734404,1565.4472346037833,2119.894131169657,2.3874879000359215
63,11520.0,21.318055958111728,8.164259338880257,13.15379661923147,3706.6594217315524,1573.6114939426636,2133.0479277888885,2.237144900020212
64,11700.0,21.332640343844673,8.292517396225461,13.04012294761921,3727.992062075397,1581.9040113388892,2146.0880507365077,2.359480499988422
65,11880.0,21.318055958111565,8.164259338880106,13.153796619231459,3749.3101180335084,1590.0682706777693,2159.241847355739,2.6507201000349596
66,12060.0,21.332640343844524,8.292517396225318,13.040122947619205,3770.642758377353,1598.3607880739946,2172.2819703033583,2.361690899997484
67,12240.0,21.318055958111422,8.164259338879964,13.153796619231457,3791.9608143354644,1606.5250474128745,2185.4357669225897,2.5448561999946833
68,12420.0,21.332640343844382,8.292517396225177,13.040122947619205,3813.2934546793085,1614.8175648090996,2198.475889870209,2.3878639999893494
69,12600.0,21.318055958111287,8.164259338879829,13.153796619231457,3834.61151063742,1622.9818241479795,2211.6296864894402,2.1794540000264533
70,12780.0,21.332640343844247,8.292517396225042,13.040122947619205,3855.944150981264,1631.2743415442046,2224.6698094370595,2.778015799995046
71,12960.0,21.31805595811115,8.164259338879692,13.153796619231457,3877.262206939375,1639.4386008830843,2237.823606056291,2.618323099974077
72,13140.0,21.332640343844112,8.292517396224905,13.040122947619205,3898.594847283219,1647.7311182793092,2250.86372900391,2.70062020001933
73,13320.0,21.318055958111014,8.164259338879557,13.153796619231457,3919.9129032413302,1655.8953776181886,2264.0175256231414,2.398104499967303
74,13500.0,21.332640343843977,8.29251739622477,13.040122947619205,3941.2455435851743,1664.1878950144135,2277.0576485707606,2.576299900014419
75,13680.0,21.318055958110875,8.164259338879418,13.153796619231457,3962.563599543285,1672.352154353293,2290.211445189992,2.190293899970129
76,13860.0,21.332640343843835,8.292517396224632,13.040122947619205,3983.896239887129,1680.6446717495176,2303.2515681376112,1.9948617999907583
77,14040.0,21.31805595811074,8.164259338879283,13.153796619231457,4005.2142958452396,1688.8089310883968,2316.4053647568426,2.051795499981381
78,14220.0,21.3326403438437,8.292517396224497,13.040122947619205,4026.5469361890828,1697.1014484846212,2329.445487704462,2.0158958000247367
79,14400.0,21.318055958110605,8.164259338879146,13.153796619231457,4047.8649921471933,1705.2657078235004,2342.599284323693,2.113848400011193
