computation_time_sec,coordination_iterations,leader_candidate_count,leader_objective,solver_converged,solver_evaluations,step
12.118522500000836,6.0,16.0,1988.83473983235,1.0,1104.0,0
12.216606900001352,5.0,16.0,1960.0194655232458,1.0,928.0,1
12.50590640000155,5.0,16.0,2117.287707344208,1.0,928.0,2
12.416525699998601,5.0,16.0,2114.5878743805247,1.0,928.0,3
12.471809499998926,6.0,16.0,2586.7820947594123,1.0,1104.0,4
12.3026237999984,5.0,16.0,2578.808958925618,1.0,928.0,5
12.692141399998945,5.0,16.0,2842.3264230729205,1.0,928.0,6
12.66910949999874,5.0,16.0,2990.1049783470353,1.0,928.0,7
12.545074999998178,5.0,16.0,3087.7741371611855,1.0,928.0,8
12.59473380000054,5.0,16.0,3166.479243813414,1.0,928.0,9
12.689914600003249,5.0,16.0,3363.6160761623996,1.0,928.0,10
12.854655499999353,5.0,16.0,3540.5488825238035,1.0,928.0,11
12.471685200001957,6.0,16.0,3722.5237273267007,1.0,1104.0,12
12.319727499998407,5.0,16.0,3835.2244986034684,1.0,928.0,13
12.309866299998248,6.0,16.0,4104.4948418299555,1.0,1104.0,14
12.352532599998085,6.0,16.0,4116.3389036123535,1.0,1104.0,15
12.49503840000034,5.0,16.0,4483.570352057552,1.0,928.0,16
12.444660299999668,5.0,16.0,4648.58568014591,1.0,928.0,17
12.764339400000608,6.0,16.0,5005.363482205672,1.0,1104.0,18
12.716105100000277,6.0,16.0,5216.03026218807,1.0,1104.0,19
12.814822600001207,5.0,16.0,5381.445446468768,1.0,928.0,20
12.690093400000478,6.0,16.0,5518.037795547665,1.0,1104.0,21
12.679383400001825,5.0,16.0,5600.762455661325,1.0,928.0,22
12.591978899999958,6.0,16.0,5841.720429752006,1.0,1104.0,23
12.528875599997264,6.0,16.0,5985.559824454633,1.0,1104.0,24
12.632402700000966,6.0,16.0,6229.629098798885,1.0,1104.0,25
12.61056009999811,5.0,16.0,6309.936501509437,1.0,928.0,26
12.630231200000708,5.0,16.0,6452.513479464351,1.0,928.0,27
13.019814899998892,6.0,16.0,6732.702594498915,1.0,1104.0,28
12.706640200001857,5.0,16.0,6764.678782636925,1.0,928.0,29
12.598403500000131,5.0,16.0,6911.228821714412,1.0,928.0,30
12.448955299998488,5.0,16.0,6923.071650074977,1.0,928.0,31
12.290922399999545,5.0,16.0,6913.398891000132,1.0,928.0,32
12.279319399996893,5.0,16.0,6924.156989221661,1.0,928.0,33
12.3174657999989,6.0,16.0,7009.242045175373,1.0,1104.0,34
12.28478990000076,5.0,16.0,7124.198332045792,1.0,928.0,35
12.227312300001358,6.0,16.0,7121.930155502239,1.0,1104.0,36
12.487500999999611,5.0,16.0,7227.3172824742815,1.0,928.0,37
12.50315970000156,5.0,16.0,7206.265306944839,1.0,928.0,38
12.519632700001239,6.0,16.0,7207.2819753233525,1.0,1104.0,39
