computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
12.776970900002198,0.0,1.0,80.0,0
12.798240799998894,0.0,1.0,80.0,1
12.860500599999796,0.0,1.0,80.0,2
12.963136700000177,0.0,0.0,80.0,3
13.073814699997456,0.0,1.0,80.0,4
13.311515800000052,0.0,1.0,80.0,5
13.206709400001273,0.0,1.0,80.0,6
13.2900226999991,0.0,1.0,80.0,7
13.089226200001576,0.0,1.0,80.0,8
13.172920000000886,0.0,1.0,80.0,9
13.213279600000533,0.0,1.0,80.0,10
12.779933300000266,0.0,1.0,80.0,11
12.79253880000033,0.0,1.0,80.0,12
12.716174299999693,0.0,1.0,80.0,13
12.701465400001325,0.0,1.0,80.0,14
12.762910699999338,0.0,1.0,80.0,15
12.903726900000038,0.0,1.0,80.0,16
12.824872299999697,0.0,1.0,80.0,17
13.09345790000225,0.0,1.0,80.0,18
13.092779399998108,0.0,1.0,80.0,19
12.94866170000023,0.0,1.0,80.0,20
13.109550899996975,0.0,1.0,80.0,21
13.145158299998002,0.0,1.0,80.0,22
13.279101999996783,0.0,1.0,80.0,23
13.202195599998959,0.0,1.0,80.0,24
13.32970690000002,0.0,1.0,80.0,25
13.2649222,0.0,1.0,80.0,26
13.006033800000296,0.0,1.0,80.0,27
12.92448499999955,0.0,1.0,80.0,28
12.777024600000004,0.0,1.0,80.0,29
12.704542700001184,0.0,1.0,80.0,30
12.743760100001964,0.0,1.0,80.0,31
12.82111640000221,0.0,1.0,80.0,32
12.747740399998293,0.0,1.0,80.0,33
12.918439899996883,0.0,1.0,80.0,34
13.07313399999839,0.0,1.0,80.0,35
13.017955100000108,0.0,1.0,80.0,36
13.066794799997297,0.0,1.0,80.0,37
12.797878599998512,0.0,1.0,80.0,38
13.181772100000671,0.0,1.0,80.0,39
