N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_b2_price_A,wu_b2_price_B,wu_b2_price_C,wu_b2_price_D,wu_b2_price_F,wu_b2_price_delta_sec,wu_b2_price_enabled,wu_b2_price_ref_A,wu_b2_price_ref_B,wu_b2_price_ref_C,wu_b2_price_ref_D,wu_b2_price_ref_F,wu_b2_price_refresh_count,wu_b2_price_refreshed,wu_b2_price_trust_sec,wu_faithful_active
1664.163196484785,4500.0,80.84520310000516,74.0,8.0,1.0,203.0,14,0.004998189568385186,0.016365595027284283,-0.15844535226887047,0.7210471031537342,0.023513502378715842,6.0,1.0,62.0,50.0,68.0,26.0,50.0,11.0,1.0,6.0,1.0
1696.655816855116,4500.0,63.08374749997165,74.0,8.0,0.0,177.0,15,0.017400099039210914,0.05504695746678444,-0.184881850605084,0.453663402861172,0.27642884923590333,6.0,1.0,68.0,44.0,74.0,20.0,44.0,12.0,1.0,6.0,1.0
1543.2380619871742,5000.0,85.69119609997142,74.0,9.0,1.0,167.0,16,-0.030690779638035792,0.09934982800676212,-0.17061953646604877,0.48018836862045566,0.19766310129773146,6.0,1.0,62.0,44.0,74.0,26.0,38.0,13.0,1.0,6.0,1.0
1715.2846381245045,4500.0,94.05602400004864,74.0,10.0,0.0,288.0,17,-0.09127205682253131,0.09347309977305034,-0.1441778247439771,0.418873837795843,0.14156324007649346,6.0,1.0,68.0,44.0,80.0,20.0,38.0,14.0,1.0,6.0,1.0
1689.974557578597,4800.0,98.83763180009555,74.0,10.0,1.0,249.0,18,-0.1088347415381854,0.12455592144600214,-0.14474835470565495,0.3071609685324196,0.16831389597430518,6.0,1.0,62.0,50.0,74.0,26.0,38.0,15.0,1.0,6.0,1.0
1675.8092628500776,5550.0,90.57466859999113,74.0,10.0,0.0,336.0,19,-0.12771209446872336,0.09660470682045799,-0.18715257590890622,0.2903685610745394,0.37602648002015593,6.0,1.0,68.0,56.0,80.0,26.0,32.0,16.0,1.0,6.0,1.0
1831.4045117231246,5550.0,84.25687439995818,75.0,12.0,0.0,397.0,20,-0.16117026466279563,0.09067158334941007,-0.16932777837313276,0.7373501382620447,-0.020148528403116928,6.0,1.0,62.0,62.0,74.0,26.0,26.0,17.0,1.0,6.0,1.0
1852.073062425086,4800.0,72.22192300006282,74.0,10.0,1.0,164.0,21,-0.1937795260866153,0.1284869551054643,-0.27162884634887996,0.14476486310537,0.746165948387592,6.0,1.0,62.0,62.0,68.0,20.0,32.0,18.0,1.0,6.0,1.0
1863.5493537116536,6000.0,62.08553829998709,74.0,8.0,0.0,396.0,22,-0.22231156693434664,0.11293268299990265,-0.15867275284394347,-0.03568449411071603,-0.6842927134781693,6.0,1.0,68.0,56.0,74.0,20.0,26.0,19.0,1.0,6.0,1.0
1992.8438391492182,4125.0,78.8265253000427,74.0,10.0,0.0,250.0,23,-0.27726758870516477,0.033165094583664484,-0.28117490291009045,0.14987135469339327,-0.7523738045666614,6.0,1.0,68.0,62.0,68.0,26.0,32.0,20.0,1.0,6.0,1.0
1676.280597290523,5250.0,74.02644000004511,74.0,11.0,1.0,132.0,24,-0.24950646640162452,0.0991195294743624,-0.314942869773733,0.40283798604060905,-0.4712352172421958,6.0,1.0,68.0,68.0,68.0,32.0,38.0,21.0,1.0,6.0,1.0
1665.9104518058173,4800.0,74.3661711999448,74.0,9.0,1.0,255.0,25,-0.27188154500831035,-0.03476230247775665,-0.2953301028315778,0.11558630685009537,-0.2303946566404775,6.0,1.0,74.0,62.0,74.0,32.0,44.0,22.0,1.0,6.0,1.0
1807.422286414163,4500.0,84.49280130001716,74.0,10.0,0.0,333.0,26,-0.24249097035477263,-0.009921676459039002,-0.2539329160858396,0.015246593595094282,-0.05984284504861629,6.0,1.0,80.0,56.0,80.0,38.0,50.0,23.0,1.0,6.0,1.0
2068.616453499758,4500.0,90.22250020003412,74.0,10.0,0.0,351.0,27,-0.28588446265400574,-0.003812900257443631,-0.31565597717598354,0.03506084662690038,-0.08870733543436653,6.0,1.0,80.0,56.0,80.0,38.0,56.0,24.0,1.0,6.0,1.0
1879.005621069852,5389.511201586138,71.95497469999827,74.0,10.0,1.0,115.0,28,-0.24919697549121386,-0.00972778221985493,-0.15479716248808492,0.04848737033014554,-0.03380339410418287,6.0,1.0,80.0,56.0,80.0,44.0,56.0,25.0,1.0,6.0,1.0
2091.1521432378845,5000.0,57.84612710005604,74.0,10.0,1.0,176.0,29,-0.3309123263271327,-0.015465426239645788,-0.21523003038656913,0.2409684580495082,-0.05256139941159669,6.0,1.0,86.0,50.0,86.0,50.0,62.0,26.0,1.0,6.0,1.0
1638.3922679488578,4800.0,70.11240790004376,75.0,9.0,1.0,189.0,30,-0.1790250107107738,-0.019703634168178517,-0.09729052236442234,-0.014070081614316145,0.14309088385273583,6.0,1.0,92.0,44.0,92.0,44.0,68.0,27.0,1.0,6.0,1.0
1874.320104970394,4800.0,58.23029320000205,74.0,10.0,1.0,65.0,31,-0.10451807097937642,-0.02105990273426528,-0.1451792626611545,0.02750226352293339,-0.10133235801390109,6.0,1.0,92.0,38.0,92.0,50.0,74.0,28.0,1.0,6.0,1.0
1926.7987867054421,4800.0,56.837787299999036,74.0,10.0,1.0,61.0,32,-0.0652526710579006,-0.025974554981369618,-0.09914564508173385,0.30446621812870944,-0.08650703612005373,6.0,1.0,92.0,32.0,92.0,44.0,80.0,29.0,1.0,6.0,1.0
1976.619952008467,4750.0,76.75361639994662,74.0,10.0,1.0,124.0,33,-0.10457447307907348,-0.026381978385799698,-0.13907064699172147,0.24220360379555456,-0.05563662302058485,6.0,1.0,92.0,26.0,92.0,44.0,86.0,30.0,1.0,6.0,1.0
2056.9801262675383,5100.0,67.99731740006246,74.0,10.0,1.0,139.0,34,-0.05635675960512761,-0.1338316962835222,-0.0951827406945919,0.04480967468450103,0.04663762178395814,6.0,1.0,92.0,20.0,92.0,50.0,92.0,31.0,1.0,6.0,1.0
1805.7085228527803,5100.0,57.972470599925146,74.0,10.0,1.0,142.0,35,-0.11040386730451247,-0.12988015093277264,-0.13525376334275546,-0.02723294793978918,0.13569354289228386,6.0,1.0,92.0,20.0,92.0,56.0,92.0,32.0,1.0,6.0,1.0
1656.9741439206884,4800.0,62.47961749997921,74.0,8.0,1.0,200.0,36,-0.060051947125524904,-0.13459731027327848,-0.1387479266655589,-0.0024824652026798804,-0.002262011442894618,6.0,1.0,92.0,20.0,92.0,62.0,92.0,33.0,1.0,6.0,1.0
1621.940521596039,4800.0,85.03889109997544,74.0,9.0,1.0,161.0,37,-0.10709539885669982,-0.1298824947413853,-0.11529935807208366,-0.032108082309979594,-0.08971785135252239,6.0,1.0,92.0,20.0,92.0,68.0,92.0,34.0,1.0,6.0,1.0
1573.3778007096769,5475.0,90.58884879993275,74.0,10.0,1.0,163.0,38,-0.0726519327710662,-0.13535900034820733,-0.02959427833795303,-0.00929986825724427,0.04353185861283274,6.0,1.0,92.0,20.0,92.0,74.0,92.0,35.0,1.0,6.0,1.0
1836.8080380116608,4800.0,75.65760119992774,74.0,9.0,0.0,265.0,39,-0.12192548107736913,-0.1311708566568844,-0.08234446859047279,-0.09335608522598211,0.15338472190455832,6.0,1.0,92.0,20.0,92.0,80.0,92.0,36.0,1.0,6.0,1.0
