N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_b2_price_A,wu_b2_price_B,wu_b2_price_C,wu_b2_price_D,wu_b2_price_F,wu_b2_price_delta_sec,wu_b2_price_enabled,wu_b2_price_ref_A,wu_b2_price_ref_B,wu_b2_price_ref_C,wu_b2_price_ref_D,wu_b2_price_ref_F,wu_b2_price_refresh_count,wu_b2_price_refreshed,wu_b2_price_skipped,wu_b2_price_trust_sec,wu_b3_cliff_both_FW_E,wu_b3_cliff_both_FW_W,wu_b3_meter_fd3_R_D_E_base,wu_b3_meter_fd3_R_D_E_cliffup,wu_b3_meter_fd3_R_D_E_curv,wu_b3_meter_fd3_R_D_E_hi,wu_b3_meter_fd3_R_D_E_lo,wu_b3_meter_fd3_R_D_E_nonlin,wu_b3_meter_fd3_R_D_W_base,wu_b3_meter_fd3_R_D_W_cliffup,wu_b3_meter_fd3_R_D_W_curv,wu_b3_meter_fd3_R_D_W_hi,wu_b3_meter_fd3_R_D_W_lo,wu_b3_meter_fd3_R_D_W_nonlin,wu_b3_meter_fd3_R_F_E_base,wu_b3_meter_fd3_R_F_E_cliffup,wu_b3_meter_fd3_R_F_E_curv,wu_b3_meter_fd3_R_F_E_hi,wu_b3_meter_fd3_R_F_E_lo,wu_b3_meter_fd3_R_F_E_nonlin,wu_b3_meter_fd3_R_F_W_base,wu_b3_meter_fd3_R_F_W_cliffup,wu_b3_meter_fd3_R_F_W_curv,wu_b3_meter_fd3_R_F_W_hi,wu_b3_meter_fd3_R_F_W_lo,wu_b3_meter_fd3_R_F_W_nonlin,wu_b3_meter_price_R_D_E,wu_b3_meter_price_R_D_W,wu_b3_meter_price_R_F_E,wu_b3_meter_price_R_F_W,wu_b3_meter_price_enabled,wu_b3_meter_price_ref_R_D_E,wu_b3_meter_price_ref_R_D_W,wu_b3_meter_price_ref_R_F_E,wu_b3_meter_price_ref_R_F_W,wu_b3_release_ratio_FW_E,wu_b3_release_ratio_FW_W,wu_b3_release_refresh,wu_b3_vsl_price_FW_E__seg0,wu_b3_vsl_price_FW_E__seg1,wu_b3_vsl_price_FW_E__seg2,wu_b3_vsl_price_FW_E__seg3,wu_b3_vsl_price_FW_E__seg4,wu_b3_vsl_price_FW_E__seg5,wu_b3_vsl_price_FW_E__seg6,wu_b3_vsl_price_FW_E__seg7,wu_b3_vsl_price_FW_W__seg0,wu_b3_vsl_price_FW_W__seg1,wu_b3_vsl_price_FW_W__seg2,wu_b3_vsl_price_FW_W__seg3,wu_b3_vsl_price_FW_W__seg4,wu_b3_vsl_price_FW_W__seg5,wu_b3_vsl_price_FW_W__seg6,wu_b3_vsl_price_FW_W__seg7,wu_b3_vsl_price_enabled,wu_b3_vsl_price_ref_FW_E__seg0,wu_b3_vsl_price_ref_FW_E__seg1,wu_b3_vsl_price_ref_FW_E__seg2,wu_b3_vsl_price_ref_FW_E__seg3,wu_b3_vsl_price_ref_FW_E__seg4,wu_b3_vsl_price_ref_FW_E__seg5,wu_b3_vsl_price_ref_FW_E__seg6,wu_b3_vsl_price_ref_FW_E__seg7,wu_b3_vsl_price_ref_FW_W__seg0,wu_b3_vsl_price_ref_FW_W__seg1,wu_b3_vsl_price_ref_FW_W__seg2,wu_b3_vsl_price_ref_FW_W__seg3,wu_b3_vsl_price_ref_FW_W__seg4,wu_b3_vsl_price_ref_FW_W__seg5,wu_b3_vsl_price_ref_FW_W__seg6,wu_b3_vsl_price_ref_FW_W__seg7,wu_b4_barrier_enabled,wu_f3_offset_inner_iters_A,wu_f3_offset_inner_iters_B,wu_f3_offset_inner_iters_C,wu_f3_offset_price_A,wu_f3_offset_price_B,wu_f3_offset_price_C,wu_f3_offset_price_enabled,wu_f3_offset_ref_A,wu_f3_offset_ref_B,wu_f3_offset_ref_C,wu_f3_offset_walk_from_A,wu_f3_offset_walk_from_B,wu_f3_offset_walk_from_C,wu_faithful_active,wu_faithful_np_bias_ratio,wu_faithful_np_cand_lambda,wu_faithful_np_cand_lambda_applied,wu_faithful_np_feasible_max,wu_faithful_np_feasible_max_veh,wu_faithful_np_feasible_min,wu_faithful_np_feasible_min_veh,wu_faithful_np_original_target,wu_faithful_np_original_target_veh,wu_faithful_np_pd_exit,wu_faithful_np_pd_iters,wu_faithful_np_pd_lam_entry,wu_faithful_np_pd_residual,wu_faithful_np_predictor_current_interval,wu_faithful_np_predictor_legacy,wu_faithful_np_predictor_mode_code,wu_faithful_np_predictor_phase_substep,wu_faithful_np_predictor_storage_aware,wu_faithful_np_projected_target,wu_faithful_np_projected_target_veh,wu_faithful_np_projection_residual,wu_faithful_np_realized_sum_nin_veh,wu_faithful_np_sum_nin,wu_faithful_np_target,wu_faithful_np_target_error,wu_seg13_active,wu_seg13_budget_FW_E,wu_seg13_budget_FW_W,wu_seg13_evals_FW_E,wu_seg13_evals_FW_W,wu_seg13_floor_alpha_FW_E,wu_seg13_floor_alpha_FW_W,wu_seg13_floor_cong_FW_E,wu_seg13_floor_cong_FW_W,wu_seg13_meter_box_edge_FW_E,wu_seg13_meter_box_edge_FW_W,wu_seg13_meter_box_r_FW_E,wu_seg13_meter_box_r_FW_W,wu_seg13_meter_box_total_FW_E,wu_seg13_meter_box_total_FW_W,wu_seg13_postsplit_FW_E,wu_seg13_postsplit_FW_W,wu_seg13_presplit_FW_E,wu_seg13_presplit_FW_W,wu_seg13_traj_used_FW_E,wu_seg13_traj_used_FW_W,wu_seg13_vsl_box_r_FW_E,wu_seg13_vsl_box_r_FW_W
0.0,0.0,1.7300015315413475e-05,0.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.899997005239129e-05,0.0,0.0,0.0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.6799953300505877e-05,0.0,0.0,0.0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.5400000847876072e-05,0.0,0.0,0.0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.6600009985268116e-05,0.0,0.0,0.0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459.6955537746088,6000.0,31.116636500053573,49.0,5.0,0.0,141.0,5,-0.009017291434375907,-0.03823678275788868,-0.019771792378985093,0.18906761628735927,0.13853208561173233,6.0,1.0,56.0,56.0,56.0,56.0,56.0,1.0,1.0,0.0,6.0,0.0,0.0,354.33708606969,0.0,1.9964844723966735,354.33708606969,356.33357054208665,0.0,354.33708606969,0.0,0.45756660627091605,354.33708606969,354.7946526759609,0.0,354.33708606969,0.0,1.6270280795998815,354.33708606969,355.9641141492898,0.0,354.33708606969,0.0,0.5594099121027512,354.33708606969,354.8964959817928,0.0,-0.006654948241322245,-0.0015252220209030535,-0.005423426931999415,-0.00186469970700936,1.0,1500.0,1500.0,1500.0,1500.0,,,0.0,0.04995697319913255,0.050371663413953806,0.050771823384652144,0.051003559393918256,0.05122425306599459,0.050925294680019655,0.0503984245564686,0.04913870565407868,0.05144973360635641,0.0518301901333655,0.05218740616177078,0.052442315588871136,0.052627753452803114,0.052416101800751846,0.05188416651284902,0.050662669248217274,1.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,4.0,0.0,4.0,-0.03432398416502323,-0.007045530638841389,-0.03296723141417447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,459.6955537746088,0.0,459.6955537746088,1.0,,,24.0,24.0,,,,,2.0,2.0,300.0,300.0,2.0,2.0,,,,,,,15.0,15.0
576.1114502052991,6000.0,33.109042799973395,49.0,5.0,0.0,446.0,6,-0.01196749388065958,-0.08626123714006838,-0.02284348440174836,0.4426330184755989,0.30765071272594113,6.0,1.0,56.0,56.0,56.0,50.0,50.0,2.0,1.0,0.0,6.0,0.0,0.0,431.4496388157373,0.0,0.023676880697735214,431.4496388157373,431.473315696435,0.0,431.4496388157373,0.0,0.015450882909703978,431.4496388157373,431.4650896986469,0.0,431.4496388157373,0.0,0.03130291014872455,431.4496388157373,431.480941725886,0.0,431.4496388157373,0.0,0.023355310238571292,431.4496388157373,431.4729941259758,0.0,-7.892293565911738e-05,-5.150294303215711e-05,-0.00010434303382908183,-7.78510341283815e-05,1.0,1500.0,1500.0,1500.0,1500.0,,,0.0,0.09703609513799681,0.0965938385669963,0.09594519204052787,0.09876677115862904,0.0985261032293554,0.09944317240993374,0.09899624938757405,0.09844289568490937,0.0981593252281062,0.09784067204931332,0.09712806223866152,0.09972792045425347,0.0994048807846271,0.09939818431544616,0.09898467045449895,0.09863603824109343,1.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,4.0,4.0,4.0,0.019201730205493518,-0.011346698055503649,-0.0026422807371213088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,576.1114502052991,0.0,576.1114502052991,1.0,,,24.0,24.0,,,,,2.0,2.0,300.0,300.0,2.0,2.0,,,,,1.0,1.0,15.0,15.0
803.9290084875879,6000.0,36.92532290000236,49.0,5.0,0.0,412.0,7,0.01916533922248013,-0.15230685756510115,0.02277038201668317,0.35656576841828186,0.4553503295277095,6.0,1.0,56.0,56.0,56.0,44.0,44.0,3.0,1.0,0.0,6.0,0.0,0.0,513.3309386526809,0.0,0.3632923847940219,513.3309386526809,513.6942310374749,0.0,513.3309386526809,0.0,0.17604872738297672,513.3309386526809,513.506987380064,0.0,513.3309386526809,0.0,0.3982965453067209,513.3309386526809,513.7292351979877,0.0,513.3309386526809,0.0,0.203347943702056,513.3309386526809,513.534286596383,0.0,-0.0011664500230010805,-0.0005622060396220264,-0.0012643118557674408,-0.0006421760687216723,1.0,1500.0,1500.0,1500.0,1500.0,,,0.0,0.09565030762991994,0.09514506472826696,0.09514512778983608,0.09947629347047417,0.0994429817998462,0.1,0.09999143654701896,0.09985030935683384,0.0965299614546435,0.09616230356504474,0.0959422375934313,0.09929551114376842,0.09920915050876822,0.1,0.09996886799954438,0.09978172766164058,1.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,4.0,4.0,4.0,0.058533817813530696,-0.018513412222136184,0.024685954546292403,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,,0.0,,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,803.9290084875879,0.0,803.9290084875879,1.0,,,24.0,24.0,,,,,2.0,2.0,300.0,300.0,2.0,2.0,,,,,1.0,1.0,15.0,15.0
955.6622779634527,5919.546428985365,38.9454134000116,49.0,5.0,1.0,446.0,8,0.09135202796798414,-0.023568655661449493,0.07907851119828042,0.6223045031377255,0.4982755757534165,6.0,1.0,56.0,62.0,56.0,38.0,38.0,4.0,1.0,0.0,6.0,0.0,0.0,585.8796591494296,0.0,0.9880346705685952,585.8796591494296,586.8676938199982,0.0,585.8796591494296,0.0,0.18962084501868048,585.8796591494296,586.0692799944482,0.0,585.8796591494296,0.0,1.0970246543390658,585.8796591494296,586.9766838037688,0.0,585.8796591494296,0.0,0.26646891116865845,585.8796591494296,586.1461280605981,0.0,-0.003293448901895317,-0.0006320694833952227,-0.003656748847797265,-0.0008882297038951492,1.0,1500.0,1500.0,1500.0,1500.0,1.0,1.0,0.0,0.09999423522503541,0.0998300751028193,0.09970887653393738,0.1,0.1,0.1,0.1,0.1,0.09994828296265473,0.09980827158951228,0.09969253763404176,0.1,0.1,0.1,0.1,0.1,1.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,0.0,4.0,4.0,4.0,0.09395455645756219,-0.021404747276472444,0.07306493617018431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1024.029818919417,955.6622779634527,573.9367056704597,955.6622779634527,955.6622779634527,955.6622779634527,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,955.6622779634527,955.6622779634527,0.0,955.6622779634527,955.6622779634527,955.6622779634527,0.0,1.0,2919.5464289853653,3000.0,24.0,24.0,,0.0,,0.5735994327231765,2.0,2.0,300.0,300.0,2.0,2.0,2919.5464289853653,3000.0,3000.0,3000.0,1.0,1.0,15.0,15.0
977.6280937802279,5879.285674434759,55.02992980001727,49.0,5.0,1.0,437.0,9,0.10770456098321443,0.04539227540653245,0.0975673101056419,0.14106513044164137,0.2781947815481744,6.0,1.0,56.0,62.0,56.0,32.0,32.0,5.0,1.0,0.0,6.0,0.0,0.0,659.3963135699513,0.0,0.058302601976038204,659.3905544793122,659.4603752625666,0.0,659.3963135699513,0.0,0.08682278419223621,659.3963135699513,659.4831363541437,0.0,659.3963135699513,0.0,0.971226238215877,659.3734993746257,660.3903540034928,0.0,659.3963135699513,0.0,0.11267114058091465,659.3963135699513,659.5089847105322,0.0,-0.00019196341462425227,-0.00028128035559596757,-0.0029662683359469536,-0.0003631339840561646,1.0,1459.7732144926827,1500.0,1459.7732144926827,1500.0,1.0,1.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,-0.053151977301630994,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.002040726024095285,1.0,115.0,115.0,115.0,115.0,115.0,100.0,100.0,100.0,115.0,115.0,115.0,115.0,115.0,115.0,115.0,100.0,0.0,4.0,4.0,4.0,0.08299690941615294,-0.06518161148486742,0.0585860400856275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1038.932195586627,977.6280937802279,583.9877513343783,977.6280937802279,977.6280937802279,977.6280937802279,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,977.6280937802279,977.6280937802279,0.0,977.6280937802279,977.6280937802279,977.6280937802279,0.0,1.0,2879.285674434759,3000.0,34.0,25.0,,0.16347019363209483,,0.7754477816763514,2.0,2.0,300.0,300.0,2.0,2.0,2879.285674434759,3000.0,3000.0,3000.0,1.0,1.0,15.0,15.0
