computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
12.946159900002385,0.0,1.0,80.0,0
13.150225000001228,0.0,0.0,80.0,1
13.260974400000123,0.0,1.0,80.0,2
13.335887100001855,0.0,1.0,80.0,3
13.973593599999731,0.0,1.0,80.0,4
13.009428499997739,0.0,1.0,80.0,5
12.860544800001662,0.0,1.0,80.0,6
12.7006650000003,0.0,1.0,80.0,7
13.473268899997493,0.0,0.0,80.0,8
13.775389700000233,0.0,1.0,80.0,9
13.990764500002115,0.0,1.0,80.0,10
14.07601589999831,0.0,1.0,80.0,11
13.843722399997205,0.0,1.0,80.0,12
13.555890600000566,0.0,1.0,80.0,13
13.255267199998343,0.0,1.0,80.0,14
13.437260799997603,0.0,1.0,80.0,15
13.26412210000126,0.0,1.0,80.0,16
13.408667899999273,0.0,1.0,80.0,17
13.471931600000971,0.0,1.0,80.0,18
13.260372400000051,0.0,1.0,80.0,19
13.317575100001704,0.0,1.0,80.0,20
13.382020100001682,0.0,1.0,80.0,21
13.224503099998401,0.0,1.0,80.0,22
13.329721300000529,0.0,1.0,80.0,23
13.399547599998186,0.0,1.0,80.0,24
13.328092100000504,0.0,1.0,80.0,25
13.224763600002916,0.0,1.0,80.0,26
13.140714400000434,0.0,1.0,80.0,27
13.572873799999797,0.0,1.0,80.0,28
13.770832899997913,0.0,1.0,80.0,29
14.256205199999386,0.0,1.0,80.0,30
14.17502560000139,0.0,0.0,80.0,31
13.532526599999983,0.0,1.0,80.0,32
13.068368099997315,0.0,1.0,80.0,33
12.667240499999025,0.0,1.0,80.0,34
12.949804900003073,0.0,1.0,80.0,35
13.374742199997854,0.0,0.0,80.0,36
13.29701379999824,0.0,1.0,80.0,37
13.22015140000076,0.0,1.0,80.0,38
13.326796700002888,0.0,1.0,80.0,39
