step,time_sec,step_total_ttt,step_urban_ttt,step_freeway_ttt,cumulative_total_ttt,cumulative_urban_ttt,cumulative_freeway_ttt,computation_time_sec
0,180.0,24.78662612764044,9.277464796772705,15.509161330867732,24.78662612764044,9.277464796772705,15.509161330867732,2.100000028804061e-05
1,360.0,22.48071007836949,9.13143061134805,13.349279467021441,47.26733620600993,18.408895408120756,28.858440797889173,1.9899999642802868e-05
2,540.0,20.92710905927568,8.391659419387043,12.535449639888634,68.19444526528561,26.8005548275078,41.393890437777806,1.6200000118260505e-05
3,720.0,20.833682440921464,8.098816834353347,12.734865606568116,89.02812770620707,34.899371661861146,54.12875604434592,1.560000009703799e-05
4,900.0,20.751708729809096,8.227563896396628,12.52414483341247,109.77983643601615,43.12693555825777,66.65290087775838,1.629999997021514e-05
5,1080.0,20.79869838552458,8.120466815089399,12.678231570435182,130.57853482154076,51.24740237334717,79.33113244819357,41.14368270000023
6,1260.0,28.856188564858392,12.007735890434104,16.84845267442429,159.43472338639913,63.25513826378128,96.17958512261787,39.0720182
7,1440.0,48.78352229493488,21.9360566499228,26.84746564501208,208.21824568133403,85.19119491370408,123.02705076762994,45.304583099999945
8,1620.0,68.52552218940875,34.155421653701346,34.3701005357074,276.7437678707428,119.34661656740542,157.39715130333735,38.3255307999998
9,1800.0,82.14989517876839,43.68661237848227,38.46328280028611,358.89366304951113,163.03322894588769,195.86043410362345,38.73217900000009
10,1980.0,92.38985265859012,53.02065887042049,39.369193788169625,451.2835157081013,216.0538878163082,235.2296278917931,38.17681940000011
11,2160.0,101.55818365153397,61.377986164590936,40.18019748694302,552.8416993596352,277.4318739808991,275.4098253787361,37.16567720000012
12,2340.0,110.34787711429148,70.53748021798232,39.81039689630916,663.1895764739268,347.96935419888143,315.2202222750453,37.349079099999926
13,2520.0,120.07055457416223,79.85125079115137,40.21930378301086,783.2601310480889,427.8206049900328,355.4395260580561,37.285825699999805
14,2700.0,130.14738715910755,90.22067171709487,39.92671544201269,913.4075182071964,518.0412767071276,395.3662415000688,37.66681490000019
15,2880.0,141.8804039212083,101.75366252052714,40.12674140068116,1055.2879221284047,619.7949392276548,435.49298290074995,38.85593629999994
16,3060.0,154.9332366060051,115.07782177978702,39.855414826218095,1210.22115873441,734.8727610074418,475.3483977269681,39.31054660000018
17,3240.0,168.56347572991035,128.4525644787609,40.110911251149446,1378.7846344643203,863.3253254862027,515.4593089781175,37.139960299999984
18,3420.0,182.17759997291222,142.29739745590751,39.88020251700472,1560.9622344372324,1005.6227229421102,555.3395114951222,37.32142560000011
19,3600.0,195.90083646865608,155.7800524447798,40.120784023876276,1756.8630709058884,1161.40277538689,595.4602955189985,37.73864669999966
20,3780.0,209.54226582203972,169.68004481134892,39.8622210106908,1966.4053367279282,1331.082820198239,635.3225165296892,37.49240039999995
21,3960.0,223.49386493002262,183.392291459524,40.10157347049864,2189.899201657951,1514.475111657763,675.4240900001879,37.51742229999945
22,4140.0,237.95354666838887,198.117050228974,39.83649643941488,2427.8527483263397,1712.592161886737,715.2605864396028,37.75061530000039
23,4320.0,252.70570513166112,212.5678734639866,40.13783166767453,2680.5584534580007,1925.1600353507235,755.3984181072773,36.89816019999944
24,4500.0,267.2486956283137,227.24030010223564,40.00839552607811,2947.8071490863144,2152.400335452959,795.4068136333553,36.789573799999744
25,4680.0,281.1337993822756,240.906617175157,40.22718220711859,3228.9409484685902,2393.306952628116,835.633995840474,37.20622389999971
26,4860.0,294.91906887561714,254.90302425275067,40.016044622866474,3523.8600173442073,2648.2099768808666,875.6500404633405,37.46831740000016
27,5040.0,309.6991138038787,269.40693732077176,40.292176483106935,3833.5591311480857,2917.6169142016383,915.9422169464474,37.23776050000015
28,5220.0,316.87758729132054,279.73227227410376,37.14531501721678,4150.436718439406,3197.349186475742,953.0875319636642,38.23686369999996
29,5400.0,310.23831083135804,280.9137969641299,29.32451386722811,4460.675029270765,3478.262983439872,982.4120458308923,38.31980089999979
30,5580.0,299.4653270775171,278.6406817733246,20.824645304192465,4760.140356348282,3756.9036652131967,1003.2366911350848,36.76413810000031
31,5760.0,294.197030173491,277.1186518041694,17.078378369321566,5054.337386521773,4034.0223170173663,1020.3150695044063,37.2342991000005
32,5940.0,292.8661650899259,276.3607646931271,16.50540039679881,5347.2035516116985,4310.383081710494,1036.8204699012051,37.59158750000006
33,6120.0,292.23075794002455,275.7056205368826,16.525137403141972,5639.434309551723,4586.088702247376,1053.3456073043471,36.97495739999977
34,6300.0,291.6203435404224,275.13205861648987,16.48828492393253,5931.054653092146,4861.220760863866,1069.8338922282796,37.47660629999973
35,6480.0,291.0060878906928,274.51528326435675,16.49080462633608,6222.060740982839,5135.7360441282235,1086.3246968546157,38.44490889999997
36,6660.0,290.3943948978936,273.82493914573683,16.569455752156806,6512.455135880733,5409.56098327396,1102.8941526067724,37.014332800000375
37,6840.0,289.78951801673264,273.3119924483044,16.477525568428224,6802.2446538974655,5682.8729757222645,1119.3716781752007,36.76173269999981
38,7020.0,289.46081310248405,272.9237083027536,16.53710479973047,7091.70546699995,5955.796684025018,1135.9087829749312,37.77474869999969
39,7200.0,289.1032565412201,272.65192861016095,16.451327931059176,7380.8087235411695,6228.448612635179,1152.3601109059905,36.83448980000048
40,7380.0,288.3221103591981,271.8539876063989,16.468122752799225,7669.130833900368,6500.302600241578,1168.8282336587897,37.09600659999978
41,7560.0,286.9679509571228,270.5219481397888,16.44600281733403,7956.0987848574905,6770.824548381367,1185.2742364761236,37.66678159999992
42,7740.0,284.6222427666276,268.03901545787414,16.583227308753486,8240.721027624119,7038.863563839242,1201.8574637848772,37.06149770000047
43,7920.0,280.70273927468355,264.2625710557739,16.440168218909665,8521.423766898803,7303.126134895016,1218.297632003787,36.56277810000029
44,8100.0,274.66608202802064,258.1206479048531,16.54543412316751,8796.089848926824,7561.246782799869,1234.8430661269545,37.55722640000022
45,8280.0,267.03045317265344,250.5600817709645,16.470371401688958,9063.120302099476,7811.806864570834,1251.3134375286434,37.59400160000041
46,8460.0,258.85082798155776,242.30343752748533,16.547390454072445,9321.971130081034,8054.110302098319,1267.8608279827158,36.82623119999971
47,8640.0,250.23520987371944,233.75063269220283,16.484577181516624,9572.206339954755,8287.860934790522,1284.3454051642325,37.84033830000044
48,8820.0,241.95914370989468,225.42330089681226,16.535842813082407,9814.16548366465,8513.284235687335,1300.8812479773148,38.52802640000027
49,9000.0,233.68763169918566,217.21347401379134,16.474157685394303,10047.853115363836,8730.497709701127,1317.3554056627092,36.630734200000006
50,9180.0,225.71795513524967,209.17579913754577,16.542155997703915,10273.571070499085,8939.673508838672,1333.8975616604132,37.3845123000001
51,9360.0,218.19377405931283,201.71192573128965,16.48184832802319,10491.764844558398,9141.385434569962,1350.3794099884365,37.38223190000008
52,9540.0,210.63866824154758,194.16343188447934,16.47523635706825,10702.403512799945,9335.548866454441,1366.8546463455048,37.27543799999967
53,9720.0,203.22821724054174,186.78004924288302,16.44816799765872,10905.631730040488,9522.328915697324,1383.3028143431634,37.65679969999928
54,9900.0,196.03548057807507,179.53639193687812,16.499088641196934,11101.667210618562,9701.865307634202,1399.8019029843604,38.198475099999996
55,10080.0,188.73770659848833,172.2862579956653,16.45144860282302,11290.40491721705,9874.151565629867,1416.2533515871835,37.60264449999977
56,10260.0,181.45067255925392,164.99689338724002,16.45377917201388,11471.855589776305,10039.148459017108,1432.7071307591973,36.85483060000024
