authority_group,authority_ok,authority_violations,average_delay_per_completed_vehicle_h,centralized,completed_vehicles,computation_time_sec,controller_id,free_flow_reference_freeway_ttt,free_flow_reference_total_ttt,free_flow_reference_urban_ttt,freeway_delay,freeway_ttt,leader_enabled,network_throughput_veh_h,solver_converged_rate,solver_evaluations,terminal_freeway_vehicles,terminal_onramp_vehicles,terminal_total_vehicles,terminal_urban_vehicles,total_delay,total_ttt,urban_delay,urban_ttt
wu,True,,0.559503,False,18184.2,0.01,WU-CD-F,190.286,1080.841,890.555,3380.073,3570.359,False,9092.1,1.0,1640.0,1306.3,8098.1,11148.2,9121.9,10174.125,11254.966,6794.052,7684.607
wu,True,,0.559124,False,18192.1,57.92,WU-MATCHED-STACKELBERG,190.286,1080.841,890.555,3380.073,3570.359,True,9096.0,1.0,15840.0,1306.3,8098.9,11140.3,9114.0,10171.63,11252.471,6791.557,7682.112
wu,True,,0.37251,True,20054.3,535.61,WU-CC-F,190.286,1080.841,890.555,2410.196,2600.482,False,10027.1,0.9,3200.0,1305.5,6973.7,9278.1,7252.6,7470.416,8551.257,5060.22,5950.775
proposed,True,,0.542684,False,18474.6,23.3,PROPOSED-FOLLOWERS-ONLY,190.286,1080.841,890.555,3162.244,3352.53,False,9237.3,1.0,1001.0,1306.3,7792.2,10857.8,8831.5,10025.887,11106.727,6863.643,7754.197
proposed,True,,0.244756,False,23234.4,498.86,PROPOSED-STACKELBERG,190.286,1080.841,890.555,116.169,306.455,True,11617.2,1.0,41696.0,135.5,3969.7,6098.1,5949.1,5686.758,6767.598,5570.589,6461.143
proposed,True,,0.171404,True,24715.5,514.81,PROPOSED-CENTRALIZED,190.286,1080.841,890.555,126.287,316.574,False,12357.8,0.875,3200.0,127.3,3916.1,4616.9,4479.9,4236.349,5317.19,4110.062,5000.616
