step,time_sec,step_total_ttt,step_urban_ttt,step_freeway_ttt,cumulative_total_ttt,cumulative_urban_ttt,cumulative_freeway_ttt,computation_time_sec
0,180.0,24.78662612764044,9.277464796772705,15.509161330867732,24.78662612764044,9.277464796772705,15.509161330867732,2.670002868399024e-05
1,360.0,22.48071007836949,9.13143061134805,13.349279467021441,47.26733620600993,18.408895408120756,28.858440797889173,1.999997766688466e-05
2,540.0,20.92710905927568,8.391659419387043,12.535449639888634,68.19444526528561,26.8005548275078,41.393890437777806,1.7899961676448584e-05
3,720.0,20.833682440921464,8.098816834353347,12.734865606568116,89.02812770620707,34.899371661861146,54.12875604434592,1.7600017599761486e-05
4,900.0,20.751708729809096,8.227563896396628,12.52414483341247,109.77983643601615,43.12693555825777,66.65290087775838,2.0299979951232672e-05
5,1080.0,20.81468405607888,8.22787172530956,12.586812330769323,130.59452049209503,51.35480728356733,79.2397132085277,51.49408340000082
6,1260.0,28.38087896505555,11.517605551518738,16.863273413536813,158.9753994571506,62.87241283508607,96.10298662206452,55.64042980002705
7,1440.0,47.72737060000771,18.94247793764661,28.7848926623611,206.70277005715832,81.81489077273268,124.88787928442562,49.73447520000627
8,1620.0,66.01790015795225,25.841204048772042,40.17669610918022,272.72067021511054,107.65609482150472,165.06457539360585,66.71379030001117
9,1800.0,76.46262899317958,30.122858885457475,46.33977010772211,349.1832992082901,137.7789537069622,211.40434550132795,61.89351390005322
10,1980.0,82.68030853715257,33.26349296918547,49.41681556796709,431.8636077454427,171.04244667614768,260.82116106929504,71.85619319998659
11,2160.0,87.17795904086023,35.32971200654285,51.84824703431739,519.041566786303,206.37215868269053,312.66940810361245,74.40718760003801
12,2340.0,91.0659449588243,37.8026982447681,53.26324671405621,610.1075117451273,244.17485692745862,365.93265481766866,72.9365448000026
13,2520.0,94.6898289322511,39.91623834352243,54.77359058872867,704.7973406773783,284.09109527098104,420.70624540639733,73.54588759999024
14,2700.0,98.02785346252381,41.5668493103173,56.46100415220651,802.8251941399021,325.65794458129835,477.1672495586038,71.06850200000918
15,2880.0,101.52556785977825,42.98604702346916,58.53952083630909,904.3507619996805,368.6439916047675,535.706770394913,71.2059644999681
16,3060.0,104.98835097001738,44.77545953798658,60.2128914320308,1009.3391129696979,413.4194511427541,595.9196618269438,72.86646520002978
17,3240.0,108.57904512813252,46.34646856135747,62.23257656677506,1117.9181580978304,459.7659197041116,658.1522383937188,73.68890040001133
18,3420.0,112.19960445657543,48.39593688913392,63.80366756744151,1230.1177625544058,508.1618565932455,721.9559059611603,73.92169220000505
19,3600.0,115.7686340182434,50.01802980238893,65.75060421585448,1345.8863965726491,558.1798863956344,787.7065101770147,74.61006159998942
20,3780.0,119.35833763169524,52.06407456125286,67.29426307044237,1465.2447342043442,610.2439609568872,855.0007732474571,74.41850639996119
21,3960.0,122.93800181896161,53.75465322408941,69.1833485948722,1588.182736023306,663.9986141809767,924.1841218423293,74.31247509998502
22,4140.0,126.53913771725469,55.79524945159554,70.74388826565915,1714.7218737405606,719.7938636325722,994.9280101079885,75.67512490000809
23,4320.0,130.3104280679098,57.57150544726707,72.73892262064273,1845.0323018084705,777.3653690798393,1067.6669327286313,75.10642729996471
24,4500.0,133.9417872662724,59.714042029274204,74.22774523699819,1978.974089074743,837.0794111091135,1141.8946779656294,74.71196859999327
25,4680.0,137.7156599179014,62.16983568027166,75.54582423762974,2116.689748992644,899.2492467893851,1217.4405022032593,75.00328639999498
