computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
13.933823499999562,0.0,1.0,80.0,0
13.183531200000289,0.0,1.0,80.0,1
13.121884500000306,0.0,1.0,80.0,2
13.14137380000102,0.0,1.0,80.0,3
13.128247799999372,0.0,1.0,80.0,4
13.547131599996646,0.0,1.0,80.0,5
13.345267000000604,0.0,1.0,80.0,6
13.571108099997218,0.0,1.0,80.0,7
13.537649499998224,0.0,1.0,80.0,8
13.760438500001328,0.0,1.0,80.0,9
13.820792399998027,0.0,1.0,80.0,10
13.875408199997764,0.0,1.0,80.0,11
14.36388110000189,0.0,1.0,80.0,12
14.270819199999096,0.0,1.0,80.0,13
14.348602699999901,0.0,1.0,80.0,14
14.326941300001636,0.0,1.0,80.0,15
14.194429699997272,0.0,1.0,80.0,16
14.415353099997446,0.0,1.0,80.0,17
13.75175180000224,0.0,1.0,80.0,18
13.061308699998335,0.0,1.0,80.0,19
13.3231549000011,0.0,1.0,80.0,20
13.383307700001751,0.0,1.0,80.0,21
13.51456490000055,0.0,1.0,80.0,22
13.751512699996965,0.0,1.0,80.0,23
13.705065099999047,0.0,1.0,80.0,24
13.434309700001904,0.0,1.0,80.0,25
13.691367200000968,0.0,1.0,80.0,26
13.66249919999973,0.0,1.0,80.0,27
13.905203300000721,0.0,1.0,80.0,28
13.79692090000026,0.0,1.0,80.0,29
14.175831100001233,0.0,1.0,80.0,30
13.912757900001452,0.0,1.0,80.0,31
14.406421600000613,0.0,1.0,80.0,32
14.31000850000055,0.0,1.0,80.0,33
14.020111899997573,0.0,0.0,80.0,34
13.89753120000023,0.0,1.0,80.0,35
13.17050720000043,0.0,1.0,80.0,36
13.222028799998952,0.0,0.0,80.0,37
13.117706199998793,0.0,1.0,80.0,38
13.099623099999008,0.0,0.0,80.0,39
