authority_group,authority_ok,authority_violations,average_delay_per_completed_vehicle_h,centralized,completed_vehicles,computation_time_sec,controller_id,free_flow_reference_freeway_ttt,free_flow_reference_total_ttt,free_flow_reference_urban_ttt,freeway_delay,freeway_ttt,leader_enabled,network_throughput_veh_h,solver_converged_rate,solver_evaluations,terminal_freeway_vehicles,terminal_onramp_vehicles,terminal_total_vehicles,terminal_urban_vehicles,total_delay,total_ttt,urban_delay,urban_ttt
wu,True,,0.559503,False,18184.2,0.01,WU-CD-F,190.286,1080.841,890.555,3380.073,3570.359,False,9092.1,1.0,1640.0,1306.3,8098.1,11148.2,9121.9,10174.125,11254.966,6794.052,7684.607
wu,True,,0.559124,False,18192.1,61.06,WU-MATCHED-STACKELBERG,190.286,1080.841,890.555,3380.073,3570.359,True,9096.0,1.0,15840.0,1306.3,8098.9,11140.3,9114.0,10171.63,11252.471,6791.557,7682.112
wu,True,,0.374511,True,20033.1,548.17,WU-CC-F,190.286,1080.841,890.555,2427.524,2617.81,False,10016.5,1.0,3200.0,1305.5,6988.6,9299.3,7273.8,7502.605,8583.445,5075.081,5965.635
proposed,True,,0.548122,False,18382.8,23.31,PROPOSED-FOLLOWERS-ONLY,190.286,1080.841,890.555,3193.114,3383.4,False,9191.4,1.0,1012.0,1306.3,7871.0,10949.7,8923.4,10075.999,11156.84,6882.886,7773.44
proposed,True,,0.231646,False,23312.5,503.22,PROPOSED-STACKELBERG,190.286,1080.841,890.555,112.536,302.822,True,11656.2,1.0,40816.0,114.9,4042.9,6020.0,5896.0,5400.229,6481.07,5287.693,6178.248
proposed,True,,0.172794,True,24702.5,521.32,PROPOSED-CENTRALIZED,190.286,1080.841,890.555,124.688,314.974,False,12351.2,0.95,3200.0,126.8,3911.4,4630.0,4496.0,4268.434,5349.275,4143.746,5034.301
