computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,leader_objective,solver_converged,solver_evaluations,step
0.3036879999854136,1.0,0.0,0.0,0.0,1.0,53.0,0
3.125857499981066,5.0,0.0036994400561619935,0.0,0.0,0.0,298.0,1
3.503271300025517,5.0,0.010292871787130689,0.0,0.0,0.0,310.0,2
3.5153074999980163,5.0,0.026679590074030927,0.0,0.0,0.0,310.0,3
3.579151500016451,5.0,0.006173176259625196,0.0,0.0,0.0,310.0,4
3.5322376000112854,5.0,0.003791248132809707,0.0,0.0,0.0,310.0,5
3.5195496999949683,5.0,0.001605820536284605,0.0,0.0,0.0,310.0,6
3.664996700012125,5.0,0.0013949787442863574,0.0,0.0,0.0,310.0,7
3.594111400016118,5.0,0.0009001226807468474,0.0,0.0,1.0,310.0,8
3.5453616000013426,5.0,0.0007492331618377389,0.0,0.0,1.0,310.0,9
