computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,leader_objective,solver_converged,solver_evaluations,step
0.09473079999588663,1.0,0.0,0.0,0.0,1.0,41.0,0
0.14446390000375686,1.0,0.0,0.0,0.0,1.0,41.0,1
0.1534516999963671,1.0,0.0,0.0,0.0,1.0,41.0,2
0.15162730000156444,1.0,0.0,0.0,0.0,1.0,41.0,3
0.14767180000490043,1.0,0.0,0.0,0.0,1.0,41.0,4
0.14575689999765018,1.0,0.0,0.0,0.0,1.0,41.0,5
0.14744310000241967,1.0,0.0,0.0,0.0,1.0,41.0,6
0.14695149999897694,1.0,0.0,0.0,0.0,1.0,41.0,7
0.1572394000031636,1.0,0.0,0.0,0.0,1.0,41.0,8
0.14758269999583717,1.0,0.0,0.0,0.0,1.0,41.0,9
0.15229159999580588,1.0,0.0,0.0,0.0,1.0,41.0,10
0.1481657999975141,1.0,0.0,0.0,0.0,1.0,41.0,11
0.14855990000069141,1.0,0.0,0.0,0.0,1.0,41.0,12
0.15132009999797447,1.0,0.0,0.0,0.0,1.0,41.0,13
0.14817170000605984,1.0,0.0,0.0,0.0,1.0,41.0,14
0.15924010000162525,1.0,0.0,0.0,0.0,1.0,41.0,15
0.16055120000237366,1.0,0.0,0.0,0.0,1.0,41.0,16
0.15644369999790797,1.0,0.0,0.0,0.0,1.0,41.0,17
0.15726480000012089,1.0,0.0,0.0,0.0,1.0,41.0,18
0.15572429999883752,1.0,0.0,0.0,0.0,1.0,41.0,19
