N_P_star,N_UF_star,allocation_A_E_to_N,allocation_A_E_to_S,allocation_A_E_to_W,allocation_A_N_to_E,allocation_A_N_to_S,allocation_A_N_to_W,allocation_A_S_to_E,allocation_A_S_to_N,allocation_A_S_to_W,allocation_A_W_to_E,allocation_A_W_to_N,allocation_A_W_to_S,allocation_B_E_to_N,allocation_B_E_to_S,allocation_B_E_to_W,allocation_B_N_to_E,allocation_B_N_to_S,allocation_B_N_to_W,allocation_B_S_to_E,allocation_B_S_to_N,allocation_B_S_to_W,allocation_B_W_to_E,allocation_B_W_to_N,allocation_B_W_to_S,allocation_C_E_to_N,allocation_C_E_to_S,allocation_C_E_to_W,allocation_C_N_to_E,allocation_C_N_to_S,allocation_C_N_to_W,allocation_C_S_to_E,allocation_C_S_to_N,allocation_C_S_to_W,allocation_C_W_to_E,allocation_C_W_to_N,allocation_C_W_to_S,allocation_D_E_to_N,allocation_D_E_to_W,allocation_D_E_to_onE,allocation_D_E_to_onW,allocation_D_N_to_E,allocation_D_N_to_W,allocation_D_N_to_onE,allocation_D_N_to_onW,allocation_D_W_to_E,allocation_D_W_to_N,allocation_D_W_to_onE,allocation_D_W_to_onW,allocation_D_offE_to_E,allocation_D_offE_to_N,allocation_D_offE_to_W,allocation_D_offW_to_E,allocation_D_offW_to_N,allocation_D_offW_to_W,allocation_E_E_to_N,allocation_E_E_to_W,allocation_E_N_to_E,allocation_E_N_to_W,allocation_E_W_to_E,allocation_E_W_to_N,allocation_F_E_to_N,allocation_F_E_to_W,allocation_F_E_to_onE,allocation_F_E_to_onW,allocation_F_N_to_E,allocation_F_N_to_W,allocation_F_N_to_onE,allocation_F_N_to_onW,allocation_F_W_to_E,allocation_F_W_to_N,allocation_F_W_to_onE,allocation_F_W_to_onW,allocation_F_offE_to_E,allocation_F_offE_to_N,allocation_F_offE_to_W,allocation_F_offW_to_E,allocation_F_offW_to_N,allocation_F_offW_to_W,allocation_in_A_left,allocation_in_A_top,allocation_in_B_top,allocation_in_C_right,allocation_in_C_top,allocation_in_D_left,allocation_in_F_right,allocation_out_A_left,allocation_out_A_top,allocation_out_B_top,allocation_out_C_right,allocation_out_C_top,allocation_out_D_left,allocation_out_F_right,green_A_p1,green_A_p2,green_B_p1,green_B_p2,green_C_p1,green_C_p2,green_D_p1,green_D_p2,green_F_p1,green_F_p2,offset_A,offset_B,offset_C,offset_D,offset_F,ramp_metering_R_D_E,ramp_metering_R_D_W,ramp_metering_R_F_E,ramp_metering_R_F_W,step,time_sec,vsl_FW_E,vsl_FW_W
0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,905.6515731531906,905.6515731531906,905.6515731531906,0.0,1073.3333333333335,1073.3333333333335,903.8467983747771,903.8467983747771,903.8467983747771,1073.3333333333335,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1072.7222327062982,1072.7222327062982,1072.7222327062982,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,750.0,750.0,0.0,1073.3333333333335,750.0,750.0,1033.6520218118594,1033.6520218118594,1033.6520218118594,1033.6520218118594,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,750.0,749.9662141726225,1073.3333333333335,0.0,750.0,749.9662141726225,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.331547712889076,66.66845228711092,54.123978885975326,57.876021114024674,54.11472072173106,57.88527927826894,55.14710294980494,56.85289705019506,52.7544045895516,59.2455954104484,1.0618910519273068,119.269375769144,119.0168425719168,0.22164969181069938,115.38980177785156,1500.0,1500.0,1500.0,1499.932428345245,0,180.0,100.0,100.0
0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,889.0736770379717,889.0736770379717,889.0736770379717,0.0,1073.3333333333335,1073.3333333333335,1057.8333919945785,1057.8333919945785,1057.8333919945785,1073.3333333333335,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,884.0329184603563,884.0329184603563,884.0329184603563,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,750.0,750.0,0.0,1073.3333333333335,750.0,750.0,1026.6617825978085,1026.6617825978085,1026.6617825978085,1026.6617825978085,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1066.8879448484697,1066.8879448484697,1066.8879448484697,1066.8879448484697,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.563901116816105,72.43609888318389,52.02742839427508,59.97257160572492,50.061193495661215,61.938806504338785,48.588281711066784,63.411718288933216,48.778733622760384,63.221266377239616,1.4820250906514179,116.76316853966887,4.473291534514473,117.84565398630501,111.12989871420324,1500.0,1500.0,1500.0,1500.0,1,360.0,100.0,100.0
0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,850.0393489096277,850.0393489096277,850.0393489096277,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,0.0,0.0,1073.3333333333335,0.0,973.7534856255909,973.7534856255909,973.7534856255909,636.2181506636349,636.2181506636349,636.2181506636349,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,750.0,750.0,0.0,1073.3333333333335,750.0,750.0,913.9213461797947,913.9213461797947,913.9213461797947,913.9213461797947,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1057.6562575881678,1057.6562575881678,1057.6562575881678,1057.6562575881678,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.344714633202166,60.655285366797834,59.13194276349595,52.86805723650405,57.75195583585504,54.24804416414496,34.86868037589647,77.13131962410353,46.36571145466152,65.63428854533848,116.29225120981394,117.33523118032033,116.06867798707052,117.35232111429205,114.35049800997085,1500.0,1500.0,1500.0,1500.0,2,540.0,100.0,100.0
0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,850.0393489096277,850.0393489096277,850.0393489096277,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,0.0,0.0,1073.3333333333335,0.0,973.753485625591,973.753485625591,973.753485625591,636.2181506636349,636.2181506636349,636.2181506636349,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,750.0,750.0,0.0,1073.3333333333335,750.0,750.0,913.9213461797947,913.9213461797947,913.9213461797947,913.9213461797947,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1057.6562575881678,1057.6562575881678,1057.6562575881678,1057.6562575881678,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.344714633202166,60.655285366797834,59.13194276349595,52.86805723650405,57.75195583585504,54.24804416414496,34.86868037589647,77.13131962410353,46.36571145466152,65.63428854533848,116.29225120981394,117.33523118032033,116.06867798707052,117.35232111429205,114.35049800997085,1500.0,1500.0,1500.0,1500.0,3,720.0,100.0,100.0
0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,850.0393489096277,850.0393489096277,850.0393489096277,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,0.0,0.0,1073.3333333333335,0.0,973.753485625591,973.753485625591,973.753485625591,636.2181506636349,636.2181506636349,636.2181506636349,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,750.0,750.0,0.0,1073.3333333333335,750.0,750.0,913.9213461797947,913.9213461797947,913.9213461797947,913.9213461797947,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1057.6562575881678,1057.6562575881678,1057.6562575881678,1057.6562575881678,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.344714633202166,60.655285366797834,59.13194276349595,52.86805723650405,57.75195583585504,54.24804416414496,34.86868037589647,77.13131962410353,46.36571145466152,65.63428854533848,116.29225120981394,117.33523118032033,116.06867798707052,117.35232111429205,114.35049800997085,1500.0,1500.0,1500.0,1500.0,4,900.0,100.0,100.0
0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,902.9105729322167,902.9105729322167,902.9105729322167,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,0.0,0.0,1073.3333333333335,0.0,1071.7458957127,1071.7458957127,1071.7458957127,592.9624568192701,592.9624568192701,592.9624568192701,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,750.0,747.9107901298153,0.0,1073.3333333333335,750.0,747.9107901298153,863.29628149353,863.29628149353,863.29628149353,863.29628149353,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.16410882567314,52.83589117432686,66.31499719318393,45.68500280681607,55.60333205607027,56.39666794392973,41.66520641840917,70.33479358159083,49.394633893095595,62.605366106904405,119.8791381866167,117.48718893625646,116.25235420156726,0.4781722856506292,112.03093225131711,1500.0,1495.8215802596305,1500.0,1500.0,5,1080.0,100.0,100.0
0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,902.9105729322167,902.9105729322167,902.9105729322167,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,0.0,0.0,1073.3333333333335,0.0,1071.7458957127,1071.7458957127,1071.7458957127,592.9624568192701,592.9624568192701,592.9624568192701,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,750.0,747.9107901298153,0.0,1073.3333333333335,750.0,747.9107901298153,863.29628149353,863.29628149353,863.29628149353,863.29628149353,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.16410882567314,52.83589117432686,66.31499719318393,45.68500280681607,55.60333205607027,56.39666794392973,41.66520641840917,70.33479358159083,49.394633893095595,62.605366106904405,119.8791381866167,117.48718893625646,116.25235420156726,0.4781722856506292,112.03093225131711,1500.0,1495.8215802596305,1500.0,1500.0,6,1260.0,100.0,100.0
0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,902.9105729322167,902.9105729322167,902.9105729322167,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,0.0,0.0,1073.3333333333335,0.0,1071.7458957127,1071.7458957127,1071.7458957127,592.9624568192701,592.9624568192701,592.9624568192701,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,750.0,747.9107901298153,0.0,1073.3333333333335,750.0,747.9107901298153,863.29628149353,863.29628149353,863.29628149353,863.29628149353,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.16410882567314,52.83589117432686,66.31499719318393,45.68500280681607,55.60333205607027,56.39666794392973,41.66520641840917,70.33479358159083,49.394633893095595,62.605366106904405,119.8791381866167,117.48718893625646,116.25235420156726,0.4781722856506292,112.03093225131711,1500.0,1495.8215802596305,1500.0,1500.0,7,1440.0,100.0,100.0
0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,967.794292282677,967.794292282677,967.794292282677,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,1064.2926299755663,1064.2926299755663,1064.2926299755663,0.0,1073.3333333333335,0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,680.6828252933409,680.6828252933409,680.6828252933409,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,750.0,750.0,0.0,1073.3333333333335,750.0,750.0,934.935522839145,934.935522839145,934.935522839145,934.935522839145,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.59617448724783,55.40382551275217,61.14555519098135,50.85444480901865,56.333589509284415,55.666410490715585,41.61326186559702,70.38673813440298,47.02975589303916,64.97024410696085,116.63975126085006,119.27229213791193,117.98168259623111,0.4310910005301914,113.39705949360442,1500.0,1500.0,1500.0,1500.0,8,1620.0,100.0,100.0
0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,967.794292282677,967.794292282677,967.794292282677,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,1064.2926299755663,1064.2926299755663,1064.2926299755663,0.0,1073.3333333333335,0.0,0.0,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,680.6828252933409,680.6828252933409,680.6828252933409,1073.3333333333335,1073.3333333333335,0.0,1073.3333333333335,1073.3333333333335,0.0,0.0,1073.3333333333335,750.0,750.0,0.0,1073.3333333333335,750.0,750.0,934.935522839145,934.935522839145,934.935522839145,934.935522839145,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,0.0,750.0,750.0,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,1073.3333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.59617448724783,55.40382551275217,61.14555519098135,50.85444480901865,56.333589509284415,55.666410490715585,41.61326186559702,70.38673813440298,47.02975589303916,64.97024410696085,116.63975126085006,119.27229213791193,117.98168259623111,0.4310910005301914,113.39705949360442,1500.0,1500.0,1500.0,1500.0,9,1800.0,100.0,100.0
