computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
12.75797959999909,0.0,0.0,80.0,0
12.828006899999309,0.0,1.0,80.0,1
12.991408900001261,0.0,1.0,80.0,2
12.87327130000267,0.0,1.0,80.0,3
13.318500600002153,0.0,1.0,80.0,4
13.222204199999396,0.0,1.0,80.0,5
13.367885200001183,0.0,1.0,80.0,6
13.357794300001842,0.0,1.0,80.0,7
13.155485100000078,0.0,1.0,80.0,8
13.046467399999528,0.0,1.0,80.0,9
12.988156100000197,0.0,1.0,80.0,10
12.840398500000447,0.0,1.0,80.0,11
12.750629000001936,0.0,1.0,80.0,12
12.809608200001094,0.0,1.0,80.0,13
12.796018700002605,0.0,1.0,80.0,14
12.878870100001222,0.0,1.0,80.0,15
12.95042150000154,0.0,1.0,80.0,16
12.962480999998661,0.0,1.0,80.0,17
13.096430000001419,0.0,1.0,80.0,18
12.990361399999529,0.0,1.0,80.0,19
13.149057700000412,0.0,1.0,80.0,20
13.111462199998641,0.0,1.0,80.0,21
13.364844199997606,0.0,1.0,80.0,22
13.434678800000256,0.0,1.0,80.0,23
13.1874957,0.0,1.0,80.0,24
13.367781799999648,0.0,1.0,80.0,25
13.156606900000043,0.0,1.0,80.0,26
12.968483900000138,0.0,1.0,80.0,27
13.056793699997797,0.0,1.0,80.0,28
12.741118099998857,0.0,1.0,80.0,29
12.83137689999785,0.0,1.0,80.0,30
12.832479799999419,0.0,1.0,80.0,31
12.915397799999482,0.0,0.0,80.0,32
13.055395399998815,0.0,1.0,80.0,33
12.933322799999587,0.0,1.0,80.0,34
13.031454199997825,0.0,1.0,80.0,35
13.181564000002254,0.0,1.0,80.0,36
13.101339100001496,0.0,1.0,80.0,37
13.100264600001537,0.0,1.0,80.0,38
12.815396500001953,0.0,1.0,80.0,39
