authority_group,authority_ok,authority_violations,average_delay_per_completed_vehicle_h,centralized,completed_vehicles,computation_time_sec,controller_id,free_flow_reference_freeway_ttt,free_flow_reference_total_ttt,free_flow_reference_urban_ttt,freeway_delay,freeway_ttt,leader_enabled,network_throughput_veh_h,solver_converged_rate,solver_evaluations,terminal_freeway_vehicles,terminal_onramp_vehicles,terminal_total_vehicles,terminal_urban_vehicles,total_delay,total_ttt,urban_delay,urban_ttt
wu,True,,0.559503,False,18184.2,0.02,WU-CD-F,190.286,1080.841,890.555,3380.073,3570.359,False,9092.1,1.0,1640.0,1306.3,8098.1,11148.2,9121.9,10174.125,11254.966,6794.052,7684.607
wu,True,,0.559124,False,18192.1,56.57,WU-MATCHED-STACKELBERG,190.286,1080.841,890.555,3380.073,3570.359,True,9096.0,1.0,15840.0,1306.3,8098.9,11140.3,9114.0,10171.63,11252.471,6791.557,7682.112
wu,True,,0.373378,True,20045.3,520.07,WU-CC-F,190.286,1080.841,890.555,2419.373,2609.659,False,10022.6,0.95,3200.0,1305.5,6979.6,9287.2,7261.7,7484.462,8565.303,5065.089,5955.644
proposed,True,,0.546914,False,18413.6,23.11,PROPOSED-FOLLOWERS-ONLY,190.286,1080.841,890.555,3200.582,3390.868,False,9206.8,1.0,1001.0,1306.3,7871.5,10918.8,8892.5,10070.683,11151.524,6870.102,7760.656
proposed,True,,0.244324,False,23185.6,490.92,PROPOSED-STACKELBERG,190.286,1080.841,890.555,116.67,306.956,True,11592.8,1.0,40640.0,139.6,4018.9,6146.8,5994.5,5664.811,6745.651,5548.141,6438.696
proposed,True,,0.17132,True,24722.5,503.54,PROPOSED-CENTRALIZED,190.286,1080.841,890.555,126.768,317.054,False,12361.2,0.925,3200.0,127.5,3943.7,4609.9,4472.8,4235.455,5316.296,4108.687,4999.242
