N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_faithful_active,wu_faithful_np_bias_ratio,wu_faithful_np_cand_lambda,wu_faithful_np_cand_lambda_applied,wu_faithful_np_feasible_max,wu_faithful_np_feasible_min,wu_faithful_np_original_target,wu_faithful_np_pd_exit,wu_faithful_np_pd_iters,wu_faithful_np_pd_lam_entry,wu_faithful_np_pd_residual,wu_faithful_np_predictor_current_interval,wu_faithful_np_predictor_legacy,wu_faithful_np_predictor_mode_code,wu_faithful_np_predictor_phase_substep,wu_faithful_np_predictor_storage_aware,wu_faithful_np_projected_target,wu_faithful_np_projection_residual,wu_faithful_np_sum_nin,wu_faithful_np_target,wu_faithful_np_target_error
0.0,0.0,2.1700048819184303e-05,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,3.850000211969018e-05,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,3.220001235604286e-05,0.0,0.0,0.0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,3.290001768618822e-05,0.0,0.0,0.0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.8599967006593943e-05,0.0,0.0,0.0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.8589621999999508,0.0,0.0,0.0,356.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,491.8255537746089,0.0,491.8255537746089
0.0,0.0,1.896758199960459,0.0,0.0,0.0,383.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,636.9802254696801,0.0,636.9802254696801
0.0,0.0,2.0340427000191994,0.0,0.0,0.0,415.0,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,822.2700554492437,0.0,822.2700554492437
0.0,0.0,1.849397299985867,0.0,0.0,0.0,370.0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,941.2114508415978,0.0,941.2114508415978
0.0,0.0,1.9614350000047125,0.0,0.0,0.0,349.0,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,981.5504351080758,0.0,981.5504351080758
0.0,0.0,2.058776799996849,0.0,0.0,0.0,394.0,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1001.8970642638315,0.0,1001.8970642638315
0.0,0.0,2.634134099993389,0.0,0.0,0.0,472.0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1045.4669404282442,0.0,1045.4669404282442
0.0,0.0,2.5681748000206426,0.0,0.0,0.0,463.0,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1118.1139702094545,0.0,1118.1139702094545
0.0,0.0,2.6296382999862544,0.0,0.0,0.0,429.0,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1179.3466199434954,0.0,1179.3466199434954
0.0,0.0,3.208846999972593,0.0,0.0,0.0,420.0,14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1268.6865845444304,0.0,1268.6865845444304
0.0,0.0,3.1670372000080533,0.0,0.0,0.0,403.0,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1317.8324292846514,0.0,1317.8324292846514
