computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,leader_objective,solver_converged,solver_evaluations,step
1.4450536000003922,1.0,0.0,9.0,2030.184806361936,1.0,396.0,0
1.4586156000004848,1.0,0.0,9.0,2488.674658490073,1.0,396.0,1
1.4727186999989499,1.0,0.0,9.0,3246.3675744177235,1.0,396.0,2
1.4226985999994213,1.0,0.0,9.0,4515.804922201178,1.0,396.0,3
1.4594668999998248,1.0,0.0,9.0,6039.501265827825,1.0,396.0,4
1.4712026999986847,1.0,0.0,9.0,7528.124491535717,1.0,396.0,5
1.4724240000032296,1.0,0.0,9.0,8773.275037663352,1.0,396.0,6
1.5366419999991194,1.0,0.0,9.0,9909.176695344278,1.0,396.0,7
1.4717130000026373,1.0,0.0,9.0,10960.826617940207,1.0,396.0,8
1.456530899999052,1.0,0.0,9.0,12028.988272229093,1.0,396.0,9
1.430870699998195,1.0,0.0,9.0,13045.337225992213,1.0,396.0,10
1.4457542999989528,1.0,0.0,9.0,14085.951187240178,1.0,396.0,11
1.4096499000006588,1.0,0.0,9.0,15066.995737702802,1.0,396.0,12
1.4085988999977417,1.0,0.0,9.0,16063.009731701895,1.0,396.0,13
1.418357799997466,1.0,0.0,9.0,17032.210963867154,1.0,396.0,14
1.4162524999992456,1.0,0.0,9.0,17998.68986411153,1.0,396.0,15
1.4150894000013068,1.0,0.0,9.0,18948.193198447352,1.0,396.0,16
1.419535499997437,1.0,0.0,9.0,19884.71362485405,1.0,396.0,17
1.4286098000011407,1.0,0.0,9.0,20804.881499769624,1.0,396.0,18
1.4613237000012305,1.0,0.0,9.0,21712.359460460284,1.0,396.0,19
1.4897583999991184,1.0,0.0,9.0,22601.34033227307,1.0,396.0,20
1.3859737999991921,1.0,0.0,9.0,23484.87808074159,1.0,396.0,21
1.4676026999986789,1.0,0.0,9.0,24351.59122806604,1.0,396.0,22
1.4677163999986078,1.0,0.0,9.0,25215.76895945932,1.0,396.0,23
1.4389736000011908,1.0,0.0,9.0,26041.095334788566,1.0,396.0,24
1.4035315000000992,1.0,0.0,9.0,26873.12501852435,1.0,396.0,25
1.4202549000001454,1.0,0.0,9.0,27674.108117341562,1.0,396.0,26
1.434988599998178,1.0,0.0,9.0,28502.177214971332,1.0,396.0,27
1.4692863000018406,1.0,0.0,9.0,29292.128873626414,1.0,396.0,28
1.5053502000009757,1.0,0.0,9.0,30083.035020949566,1.0,396.0,29
1.415182900000218,1.0,0.0,9.0,30893.249410765955,1.0,396.0,30
1.5068219999993744,1.0,0.0,9.0,31655.889070257024,1.0,396.0,31
1.4291470999996818,1.0,0.0,9.0,32429.534634458196,1.0,396.0,32
1.4981482999974105,1.0,0.0,9.0,33193.87015424309,1.0,396.0,33
1.4412292999986676,1.0,0.0,9.0,33955.35989975564,1.0,396.0,34
1.4383993999981612,1.0,0.0,9.0,34673.86125247386,1.0,396.0,35
1.4315200000019104,1.0,0.0,9.0,35396.8662329857,1.0,396.0,36
1.469587199997477,1.0,0.0,9.0,36073.793873772775,1.0,396.0,37
1.4418365000019548,1.0,0.0,9.0,36755.56325606229,1.0,396.0,38
1.4465803999992204,1.0,0.0,9.0,37406.48596038815,1.0,396.0,39
