N_P_star,N_UF_star,freeway_ttt,offramp_accepted_veh,offramp_blocked_veh,onramp_approach_queue_veh,onramp_transfer_veh,ramp_queue_veh,step,urban_ttt
495.21695,6000.0,5.45698287635967,39.12346065673446,0.0,75.23673191053038,129.79740606438395,8.45341668265665,0,15.427126900872791
469.1529,6000.0,6.426015849632317,42.894868693388744,0.0,131.5756491890875,160.1609645734303,7.360451266125223,1,28.705850075717603
469.1529,6000.0,7.6130542251525695,46.63030732089213,0.0,173.57617967555512,193.38539773791086,13.751293834758958,2,39.03685516208985
495.21695,6000.0,8.098734116028975,47.69626569030182,0.0,286.5591223697701,146.61931028657725,6.163716989335953,3,48.617501881970604
469.1529,4000.0,7.338094320958422,45.92433155073636,0.0,428.5779635567556,121.79429528245372,14.811412738898536,4,59.64039494241635
495.21695,5882.7404686566315,7.959535004682268,47.52231799298626,0.0,512.0611142377547,173.31133860092157,5.532203346861392,5,67.16288595048145
469.1529,4000.0,8.572820358663291,48.132941480788986,0.0,614.6377669061575,163.0682787712509,11.749460158945759,6,74.6161494167975
495.21695,6000.0,8.69908719152808,47.80639791389989,0.0,722.7486877982817,159.3750138057192,8.224630872242788,7,81.62583923104586
495.21695,2696.7286064230984,7.706486830122173,46.810886905837535,0.0,853.5830581079127,127.98068759409477,7.718938879374232,8,89.81082850252056
495.21695,5500.141780617724,7.143179458581233,45.50380342078142,0.0,939.0875187042268,164.6605444796011,7.2033519391503535,9,96.44443772161961
