computation_time_sec,coordination_iterations,leader_candidate_count,leader_objective,solver_converged,solver_evaluations,step
11.920915900002,6.0,16.0,2552.156699221292,1.0,1104.0,0
12.019256799998402,5.0,16.0,2907.0213276951336,1.0,928.0,1
12.08545310000045,6.0,16.0,3414.17539239354,1.0,1104.0,2
12.077972200000659,5.0,16.0,3907.4454421746204,1.0,928.0,3
12.446956499999942,6.0,16.0,4361.212927137237,1.0,1104.0,4
12.120318300003419,6.0,16.0,4734.717510328274,1.0,1104.0,5
12.255576399998972,6.0,16.0,5186.8145488936,1.0,1104.0,6
12.311573700000736,7.0,16.0,5442.870333570102,1.0,1280.0,7
12.10717300000033,6.0,16.0,5890.793254686749,1.0,1104.0,8
12.142256699997233,5.0,16.0,5931.444372445229,1.0,928.0,9
