authority_group,authority_ok,authority_violations,average_delay_per_completed_vehicle_h,centralized,completed_vehicles,computation_time_sec,controller_id,free_flow_reference_freeway_ttt,free_flow_reference_total_ttt,free_flow_reference_urban_ttt,freeway_delay,freeway_ttt,leader_enabled,network_throughput_veh_h,solver_converged_rate,solver_evaluations,terminal_freeway_vehicles,terminal_onramp_vehicles,terminal_total_vehicles,terminal_urban_vehicles,total_delay,total_ttt,urban_delay,urban_ttt
wu,True,,0.264313,False,9111.3,2.97,WU-CD-F,95.125,537.866,442.741,1391.861,1486.986,False,9111.3,1.0,820.0,1348.1,3549.3,5676.1,3608.1,2408.239,2946.105,1016.378,1459.119
wu,True,,0.265116,True,9093.5,262.79,WU-CC-F,95.125,537.866,442.741,1391.861,1486.986,False,9093.5,1.0,1600.0,1348.1,3547.6,5694.0,3625.9,2410.82,2948.686,1018.959,1461.7
