computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,solver_converged,solver_evaluations,step
0.5771251000005577,5.0,0.0007743990402033391,0.0,1.0,55.0,0
0.5547956000009435,5.0,0.0008039189893804799,0.0,1.0,55.0,1
0.5572737000002235,5.0,0.000746966717702083,0.0,1.0,55.0,2
0.5682035999998334,6.0,0.00020392389883346415,0.0,1.0,66.0,3
0.6039833000031649,6.0,0.0006829784065376866,0.0,1.0,66.0,4
0.596346900001663,6.0,0.00036287496198459177,0.0,1.0,66.0,5
0.5660519000011845,5.0,0.0007443694339856358,0.0,1.0,55.0,6
0.5779538999995566,6.0,0.0009947653636662886,0.0,1.0,66.0,7
0.5725411000021268,6.0,0.00030512435328875,0.0,1.0,66.0,8
0.5694514000024355,5.0,0.0007401847045233273,0.0,1.0,55.0,9
