authority_group,authority_ok,authority_violations,average_delay_per_completed_vehicle_h,centralized,completed_vehicles,computation_time_sec,controller_id,free_flow_reference_freeway_ttt,free_flow_reference_total_ttt,free_flow_reference_urban_ttt,freeway_delay,freeway_ttt,leader_enabled,network_throughput_veh_h,solver_converged_rate,solver_evaluations,terminal_freeway_vehicles,terminal_onramp_vehicles,terminal_total_vehicles,terminal_urban_vehicles,total_delay,total_ttt,urban_delay,urban_ttt
wu,True,,0.710562,False,20724.5,0.02,WU-CD-F,233.618,1334.824,1101.206,4018.251,4251.869,False,10362.2,1.0,1640.0,1578.5,10938.0,15569.7,13271.2,14726.029,16060.854,10707.778,11808.984
wu,True,,0.710303,False,20727.4,60.89,WU-MATCHED-STACKELBERG,233.618,1334.824,1101.206,4018.251,4251.869,True,10363.7,1.0,15840.0,1578.5,10938.5,15566.8,13268.3,14722.691,16057.515,10704.44,11805.646
wu,True,,0.628423,True,22001.4,548.2,WU-CC-F,233.618,1334.824,1101.206,3801.967,4035.585,False,11000.7,0.925,3200.0,1578.4,10973.0,14292.7,11994.3,13826.195,15161.02,10024.228,11125.435
proposed,True,,0.715139,False,21064.6,22.7,PROPOSED-FOLLOWERS-ONLY,233.618,1334.824,1101.206,3879.105,4112.723,False,10532.3,1.0,770.0,1578.4,10825.8,15229.5,12931.1,15064.115,16398.94,11185.01,12286.216
proposed,True,,0.491087,False,23781.2,498.02,PROPOSED-STACKELBERG,233.618,1334.824,1101.206,107.237,340.855,True,11890.6,1.0,41344.0,149.2,8052.1,12513.0,12341.1,11678.621,13013.445,11571.384,12672.59
proposed,True,,0.354332,True,26296.0,517.83,PROPOSED-CENTRALIZED,233.618,1334.824,1101.206,112.162,345.78,False,13148.0,0.875,3200.0,162.8,7783.1,9998.1,9826.3,9317.524,10652.348,9205.362,10306.568
