computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
12.96460930000103,0.0,1.0,80.0,0
13.004460899999685,0.0,1.0,80.0,1
13.136495399998239,0.0,1.0,80.0,2
13.041420800000196,0.0,1.0,80.0,3
13.351589900001272,0.0,1.0,80.0,4
13.379341800002294,0.0,1.0,80.0,5
13.483403000002,0.0,1.0,80.0,6
13.633622800000012,0.0,1.0,80.0,7
13.383878700002242,0.0,1.0,80.0,8
13.352064200000314,0.0,1.0,80.0,9
13.329761000000872,0.0,1.0,80.0,10
12.953342500000872,0.0,1.0,80.0,11
12.936768899999151,0.0,1.0,80.0,12
12.941188400000101,0.0,1.0,80.0,13
12.94629039999927,0.0,1.0,80.0,14
13.110059599999659,0.0,1.0,80.0,15
13.116914299997006,0.0,1.0,80.0,16
13.11840889999803,0.0,1.0,80.0,17
13.218988000000536,0.0,1.0,80.0,18
13.223720300000423,0.0,1.0,80.0,19
13.294719600002281,0.0,1.0,80.0,20
13.282987200000207,0.0,1.0,80.0,21
13.365450499997678,0.0,1.0,80.0,22
13.593177200000355,0.0,1.0,80.0,23
13.494485200000781,0.0,1.0,80.0,24
13.518028300000879,0.0,1.0,80.0,25
13.281880000002275,0.0,1.0,80.0,26
13.042286600000807,0.0,1.0,80.0,27
13.221305999999458,0.0,1.0,80.0,28
12.889770699999644,0.0,1.0,80.0,29
12.907505999999557,0.0,1.0,80.0,30
12.950522499999352,0.0,0.0,80.0,31
12.970086099998298,0.0,0.0,80.0,32
13.060647199999948,0.0,1.0,80.0,33
13.055862299999717,0.0,1.0,80.0,34
13.167601599998306,0.0,1.0,80.0,35
13.126071200000297,0.0,1.0,80.0,36
13.173275499997544,0.0,0.0,80.0,37
13.252842099998816,0.0,1.0,80.0,38
12.514938799999072,0.0,1.0,80.0,39
