computation_time_sec,coordination_iterations,leader_candidate_count,leader_objective,solver_converged,solver_evaluations,step
12.066912500002218,6.0,16.0,2386.200967466164,1.0,1104.0,0
12.283866199999466,5.0,16.0,2509.5930259192246,1.0,928.0,1
12.549857999998494,5.0,16.0,2829.2780001534165,1.0,928.0,2
12.735128300002543,6.0,16.0,3314.0448741454666,1.0,1104.0,3
12.986713300000702,5.0,16.0,3608.1176604288526,1.0,928.0,4
12.954245900000387,5.0,16.0,3875.1168235632686,1.0,928.0,5
12.7040276000007,5.0,16.0,4261.52431284279,1.0,928.0,6
12.792423099999723,5.0,16.0,4668.721122648631,1.0,928.0,7
12.695454900000186,5.0,16.0,4962.599828912098,1.0,928.0,8
12.315464999999676,6.0,16.0,5387.014463189125,1.0,1104.0,9
12.519698600000993,5.0,16.0,5821.932389798739,1.0,928.0,10
12.43256769999789,5.0,16.0,6259.8805640793,1.0,928.0,11
12.64105230000132,6.0,16.0,6722.353107428105,1.0,1104.0,12
12.318767199998547,5.0,16.0,7033.093483252961,1.0,928.0,13
12.481759199999942,6.0,16.0,7513.999287168119,1.0,1104.0,14
12.465530599998601,5.0,16.0,7940.902884507175,1.0,928.0,15
12.398769600000378,6.0,16.0,8566.906641241334,1.0,1104.0,16
12.284134699999413,5.0,16.0,8927.746985095437,1.0,928.0,17
12.369636100000207,5.0,16.0,9315.497352710396,1.0,928.0,18
12.309739000000263,5.0,16.0,9790.08056567119,1.0,928.0,19
12.358605999997962,5.0,16.0,10234.457613794599,1.0,928.0,20
12.76844390000042,6.0,16.0,10766.092098986259,1.0,1104.0,21
12.574144899997918,5.0,16.0,11250.534154316774,1.0,928.0,22
12.734524299998156,5.0,16.0,11505.561309095025,1.0,928.0,23
12.734798199999204,5.0,16.0,11929.676278937717,1.0,928.0,24
12.711210399997071,5.0,16.0,12138.97486751058,1.0,928.0,25
12.810898899999302,6.0,16.0,12694.578729815696,1.0,1104.0,26
12.653624400001718,5.0,16.0,13000.34021682392,1.0,928.0,27
12.162432400000398,6.0,16.0,13402.751148654675,1.0,1104.0,28
12.305087400000048,6.0,16.0,13802.968557924596,1.0,1104.0,29
12.331133799998497,7.0,16.0,14234.302858086188,1.0,1280.0,30
12.397042399999918,5.0,16.0,14543.165342016424,1.0,928.0,31
12.398205100002087,10.0,16.0,14909.387767205933,1.0,1808.0,32
12.435908499999641,6.0,16.0,15063.492305850168,1.0,1104.0,33
12.42958980000185,5.0,16.0,15442.134340691515,1.0,928.0,34
12.278926999999385,6.0,16.0,15716.923992575666,1.0,1104.0,35
12.130537500001083,5.0,16.0,15990.801732482536,1.0,928.0,36
12.132505000001402,5.0,16.0,16102.624612263979,1.0,928.0,37
12.230819099997461,5.0,16.0,16176.443921506894,1.0,928.0,38
12.633225999998103,5.0,16.0,16405.678324758443,1.0,928.0,39
