N_P_star,N_UF_star,freeway_ttt,offramp_accepted_veh,offramp_blocked_veh,onramp_approach_queue_veh,onramp_transfer_veh,ramp_queue_veh,step,urban_ttt
469.1529,4000.0,6.557864461444398,43.0137085228715,0.0,97.42218596968092,147.28440972222222,4.666666666666667,0,17.879174098401094
469.1529,5098.333333333334,7.943131339257203,47.83330273350289,0.0,218.97750961580653,171.21230362036226,6.293044984391304,1,34.77557471081661
521.281,0.0,8.405743562667864,48.4161922941355,0.0,345.6655961671639,151.36221826197163,4.666666666666667,2,47.21452127592817
495.21695,3636.2852084484507,9.087404044814978,48.964293925111065,0.0,480.7909636722856,172.58105861867102,6.3214887316201525,3,56.95724273343938
469.1529,2000.0,9.856868813546624,48.0265824453907,0.0,616.112297999692,152.03472187212995,4.666666666666666,4,67.59464067015477
469.1529,437.66625621552157,11.874985457439413,44.453304274750195,0.0,751.3916570111301,173.90370090523587,6.348877544505752,5,78.16302926208353
469.1529,437.66625621552157,16.989636841125897,33.880787447036866,0.0,885.2381257410643,152.67405240862337,4.666666666666667,6,89.58205829142332
469.1529,437.66625621552157,26.35656434685183,27.941094060215256,0.0,1030.3131053475477,175.1476626373635,14.70116758168894,7,100.66758406557939
521.281,0.0,37.83507713633063,21.385889319668603,0.0,1172.639532012075,153.26446743182706,65.85879739894588,8,112.10989360565327
495.21695,0.0,52.36494150082693,17.90058206486223,0.0,1315.5883719067538,176.28231334873666,157.79707878220174,9,123.33800660239902
469.1529,0.0,66.37384196886322,21.44858455851384,0.0,1457.971208524668,153.79142896439458,276.09142304711685,10,136.0200674293545
495.21695,0.0,79.51151318178422,23.721295926322142,0.0,1600.5483100316776,177.2797141731515,452.6936104748545,11,148.68840764231203
521.281,0.0,91.32639661286468,25.319378555975398,0.0,1786.7670745823475,119.91878842349995,572.612398898355,12,162.72543945545746
486.5289333333333,0.0,99.70989786883008,26.74527704909078,0.0,2017.8087642845926,89.0576528960637,661.6700517944188,13,179.4471604665025
521.281,0.0,106.83726621883233,27.993964813421613,0.0,2264.116338456149,58.32994820558084,720.0,14,196.98076300037857
521.281,0.0,110.63869921192844,29.070181921369283,0.0,2560.205293055229,0.0,720.0,15,218.05244303246891
469.1529,0.0,113.10568590881742,30.00803738747812,0.0,2851.811265903309,0.0,720.0,16,239.8574122026355
503.9049666666666,0.0,115.27103244033808,30.844524471628077,0.0,3136.2407841030763,0.0,720.0,17,261.0763601185389
503.9049666666666,0.0,117.16091184278632,31.585113547779763,0.0,3435.0613192450496,0.0,720.0,18,283.9998621085949
486.5289333333333,0.0,118.78868440383904,32.2572231723016,0.0,3728.9150614018645,0.0,720.0,19,306.91799098255103
503.9049666666666,0.0,120.16773953169947,32.866392328238454,0.0,4018.0225421056202,0.0,720.0,20,327.8226258520822
486.5289333333333,0.0,121.30498804998452,33.415124140774815,0.0,4318.238230817097,0.0,720.0,21,349.3185693022099
486.5289333333333,0.0,122.21319113462174,33.886399578113114,0.0,4608.006729737333,0.0,720.0,22,371.8794640182472
503.9049666666666,0.0,122.90955427164995,34.27538352138959,0.0,4892.279434688806,0.0,720.0,23,393.1050365825242
503.9049666666666,0.0,123.4119699363317,34.58292651872942,0.0,5174.212783295693,0.0,720.0,24,415.9064880410296
486.5289333333333,0.0,123.73749650037662,34.813740982697894,0.0,5455.679261194689,0.0,720.0,25,437.87694900090605
503.9049666666666,0.0,123.90114546478767,34.9749064383053,0.0,5749.089267614033,0.0,720.0,26,459.6297622897124
486.5289333333333,0.0,123.91385770668569,35.07967292952693,0.0,6031.207074746462,0.0,720.0,27,480.94537782628976
503.9049666666666,0.0,123.783321773803,35.13306903138369,0.0,6303.296494842468,0.0,720.0,28,503.1757044159435
486.5289333333333,0.0,123.51699810592332,35.13514994993835,0.0,6572.729214824147,0.0,720.0,29,523.936715185202
469.1529,0.0,123.12350735996706,35.08483352067917,0.0,6848.675743342326,0.0,720.0,30,544.8387551410999
486.5289333333333,0.0,122.61248182172247,34.98249483907846,0.0,7124.096111904234,0.0,720.0,31,565.4844600439977
486.5289333333333,0.0,121.9939523657117,34.83013366926433,0.0,7398.567944585023,0.0,720.0,32,585.5031353044642
469.1529,0.0,121.2778464499869,34.63085830171919,0.0,7661.052322457594,0.0,720.0,33,604.8272832321557
503.9049666666666,0.0,120.47371326299712,34.388340808771346,0.0,7930.118741843579,0.0,720.0,34,624.1742788434003
503.9049666666666,0.0,119.5906368510587,34.106430094028326,0.0,8198.976347280493,0.0,720.0,35,643.2843066494904
469.1529,0.0,118.63726585067141,33.78893178476745,0.0,8467.384183797258,0.0,720.0,36,662.6083540831759
503.9049666666666,0.0,117.62189887215722,33.439511568888584,0.0,8733.271823387879,0.0,720.0,37,681.4573130435228
486.5289333333333,0.0,116.55258453285073,33.06167444278303,0.0,8988.28156427195,0.0,720.0,38,699.8551816890251
521.281,0.0,115.4372128110855,32.658783194594804,0.0,9234.152341825089,0.0,720.0,39,716.6472990459513
