computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
12.795192699999461,0.0,1.0,80.0,0
12.982683899997937,0.0,0.0,80.0,1
13.032069200002297,0.0,1.0,80.0,2
12.74210800000219,0.0,1.0,80.0,3
13.16696519999823,0.0,1.0,80.0,4
12.726900200003001,0.0,1.0,80.0,5
12.535096800002066,0.0,1.0,80.0,6
12.652018299999327,0.0,1.0,80.0,7
13.019191200000932,0.0,1.0,80.0,8
13.014926200001355,0.0,0.0,80.0,9
13.822351899998466,0.0,1.0,80.0,10
13.481832000001305,0.0,1.0,80.0,11
13.578281699999934,0.0,1.0,80.0,12
13.502438200001052,0.0,1.0,80.0,13
13.034064799998305,0.0,1.0,80.0,14
12.844193499997345,0.0,1.0,80.0,15
12.735637199999474,0.0,1.0,80.0,16
12.75546690000192,0.0,1.0,80.0,17
12.906852000000072,0.0,1.0,80.0,18
13.293225800000073,0.0,1.0,80.0,19
12.597446700001456,0.0,1.0,80.0,20
12.803141900003538,0.0,1.0,80.0,21
12.939173299997492,0.0,1.0,80.0,22
12.559881599998334,0.0,1.0,80.0,23
12.876991299999645,0.0,1.0,80.0,24
12.735284299997147,0.0,1.0,80.0,25
12.934603400000924,0.0,1.0,80.0,26
13.03284849999909,0.0,1.0,80.0,27
12.800868500002252,0.0,1.0,80.0,28
13.330018999997264,0.0,1.0,80.0,29
13.738884700000199,0.0,1.0,80.0,30
13.778126400000474,0.0,1.0,80.0,31
13.846892699999444,0.0,1.0,80.0,32
13.172090899999603,0.0,1.0,80.0,33
12.62569699999949,0.0,1.0,80.0,34
12.38240329999826,0.0,1.0,80.0,35
12.664913399999932,0.0,1.0,80.0,36
12.89382409999962,0.0,1.0,80.0,37
12.999698999999964,0.0,1.0,80.0,38
12.733761200001027,0.0,1.0,80.0,39
