N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_b2_price_A,wu_b2_price_B,wu_b2_price_C,wu_b2_price_D,wu_b2_price_F,wu_b2_price_delta_sec,wu_b2_price_enabled,wu_b2_price_ref_A,wu_b2_price_ref_B,wu_b2_price_ref_C,wu_b2_price_ref_D,wu_b2_price_ref_F,wu_b2_price_refresh_count,wu_b2_price_refreshed,wu_b2_price_trust_sec,wu_faithful_active
1143.6108487905667,5700.0,92.43285209999885,75.0,9.0,1.0,234.0,0,-0.00890244962315112,-0.09983554162935973,-0.0330114618012433,-0.013881621891584407,-0.03428410393221748,6.0,1.0,56.0,56.0,56.0,56.0,56.0,1.0,1.0,6.0,1.0
1091.7458091084159,6000.0,111.29409770003986,74.0,10.0,0.0,460.0,1,-0.018697239443442443,-0.08348793960497465,-0.14390462208658863,0.15659744292100142,0.11657744784466824,6.0,1.0,56.0,56.0,56.0,50.0,56.0,2.0,1.0,6.0,1.0
1143.1088259629068,6000.0,107.30452979996335,74.0,10.0,0.0,490.0,2,-0.018697239443442443,-0.08348793960497465,-0.14390462208658863,0.15659744292100142,0.11657744784466824,6.0,1.0,56.0,56.0,56.0,50.0,56.0,2.0,0.0,6.0,1.0
1125.899246449162,5550.0,108.93442129995674,74.0,10.0,0.0,342.0,3,-0.018697239443442443,-0.08348793960497465,-0.14390462208658863,0.15659744292100142,0.11657744784466824,6.0,1.0,56.0,56.0,56.0,50.0,56.0,2.0,0.0,6.0,1.0
1135.8656856455484,5550.0,93.3182683000341,74.0,10.0,0.0,421.0,4,-0.018697239443442443,-0.08348793960497465,-0.14390462208658863,0.15659744292100142,0.11657744784466824,6.0,1.0,56.0,56.0,56.0,50.0,56.0,2.0,0.0,6.0,1.0
1163.8477978185076,5100.0,111.76843099994585,74.0,10.0,0.0,397.0,5,-0.018697239443442443,-0.08348793960497465,-0.14390462208658863,0.15659744292100142,0.11657744784466824,6.0,1.0,56.0,56.0,56.0,50.0,56.0,2.0,0.0,6.0,1.0
1275.3205013635713,4800.0,95.8753410000354,74.0,10.0,1.0,325.0,6,0.05875376188109912,-0.14677327982673072,-0.05517118402182675,-0.13458984961777767,0.1053840200862505,6.0,1.0,56.0,56.0,57.0,44.0,56.0,3.0,1.0,6.0,1.0
1228.139948919724,5100.0,97.38816990004852,74.0,10.0,0.0,382.0,7,-0.037881976716718516,-0.0020431385583727923,0.04269786390863557,0.2268344961119541,-0.07574551591711653,6.0,1.0,50.0,50.0,57.0,38.0,56.0,4.0,1.0,6.0,1.0
1491.223465899857,4800.0,92.8863863000879,74.0,10.0,0.0,320.0,8,-0.06966066637034185,-0.01272791518260874,-0.10601085834104632,0.39352972753460236,0.012121537982337088,6.0,1.0,50.0,51.0,57.0,32.0,56.0,5.0,1.0,6.0,1.0
1268.5344132576383,4800.0,98.4688940999331,74.0,10.0,0.0,395.0,9,-0.04779232989306218,0.03344579894846053,-0.00851678728031254,0.25416842399417894,-0.009936243569397846,6.0,1.0,51.0,51.0,57.0,32.0,62.0,6.0,1.0,6.0,1.0
1554.1741908815113,4800.0,109.96006219997071,75.0,10.0,0.0,436.0,10,-0.07324855456655399,0.0020010150863694065,-0.07442063201057714,0.41388550918240696,-0.013590943116543755,6.0,1.0,51.0,51.0,57.0,32.0,56.0,7.0,1.0,6.0,1.0
1547.7652726680146,4500.0,77.87723890005145,74.0,8.0,0.0,310.0,11,-0.05004165911819787,0.03639282159555786,-0.011165200848610132,0.25524541330397693,-0.039707863793159014,6.0,1.0,51.0,51.0,57.0,32.0,50.0,8.0,1.0,6.0,1.0
