computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
13.782284699998854,0.0,1.0,80.0,0
13.783788700002333,0.0,1.0,80.0,1
13.281703599997854,0.0,1.0,80.0,2
13.02144749999934,0.0,1.0,80.0,3
13.247839399999066,0.0,1.0,80.0,4
13.192250399999466,0.0,1.0,80.0,5
13.75417329999982,0.0,1.0,80.0,6
13.515133500000957,0.0,1.0,80.0,7
13.624239299999317,0.0,1.0,80.0,8
13.491526599998906,0.0,1.0,80.0,9
13.88967810000031,0.0,1.0,80.0,10
13.975497899999027,0.0,1.0,80.0,11
14.068993100001535,0.0,1.0,80.0,12
14.103260199997749,0.0,1.0,80.0,13
14.103193300001294,0.0,1.0,80.0,14
14.464807500000461,0.0,0.0,80.0,15
14.469866899999033,0.0,1.0,80.0,16
14.578815799999575,0.0,1.0,80.0,17
14.80206360000011,0.0,1.0,80.0,18
13.558009399999719,0.0,1.0,80.0,19
13.671649900003104,0.0,1.0,80.0,20
13.64362170000095,0.0,1.0,80.0,21
13.657239299998764,0.0,1.0,80.0,22
13.768782800001645,0.0,1.0,80.0,23
13.96950989999823,0.0,1.0,80.0,24
14.0662493000018,0.0,1.0,80.0,25
13.529146900000342,0.0,1.0,80.0,26
13.755566799998633,0.0,1.0,80.0,27
13.566827899998316,0.0,1.0,80.0,28
13.495384099998773,0.0,1.0,80.0,29
13.998259100000723,0.0,1.0,80.0,30
14.322653600000194,0.0,1.0,80.0,31
13.95377820000067,0.0,1.0,80.0,32
14.908978200001002,0.0,1.0,80.0,33
14.008706700002222,0.0,1.0,80.0,34
13.693380299999262,0.0,1.0,80.0,35
13.515471099999559,0.0,1.0,80.0,36
13.039041099997121,0.0,1.0,80.0,37
13.13602610000089,0.0,0.0,80.0,38
13.089067599998089,0.0,1.0,80.0,39
