N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_faithful_active,wu_faithful_np_bias_ratio,wu_faithful_np_cand_lambda,wu_faithful_np_cand_lambda_applied,wu_faithful_np_feasible_max,wu_faithful_np_feasible_min,wu_faithful_np_original_target,wu_faithful_np_pd_exit,wu_faithful_np_pd_iters,wu_faithful_np_pd_lam_entry,wu_faithful_np_pd_residual,wu_faithful_np_predictor_current_interval,wu_faithful_np_predictor_legacy,wu_faithful_np_predictor_mode_code,wu_faithful_np_predictor_phase_substep,wu_faithful_np_predictor_storage_aware,wu_faithful_np_projected_target,wu_faithful_np_projection_residual,wu_faithful_np_sum_nin,wu_faithful_np_target,wu_faithful_np_target_error
0.0,0.0,1.6300007700920105e-05,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.810002140700817e-05,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.71000137925148e-05,0.0,0.0,0.0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.6300007700920105e-05,0.0,0.0,0.0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.7600017599761486e-05,0.0,0.0,0.0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.4367471999721602,0.0,0.0,0.0,356.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,459.6955537746088,0.0,459.6955537746088
0.0,0.0,1.6701543000526726,0.0,0.0,0.0,382.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,585.4302254696803,0.0,585.4302254696803
0.0,0.0,2.6978046000003815,0.0,0.0,0.0,411.0,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,749.4667282067793,0.0,749.4667282067793
0.0,0.0,2.56409130000975,0.0,0.0,0.0,372.0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,824.4189796638054,0.0,824.4189796638054
0.0,0.0,2.4625054000061937,0.0,0.0,0.0,360.0,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,875.3044209221073,0.0,875.3044209221073
0.0,0.0,2.5151590000023134,0.0,0.0,0.0,369.0,10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,855.6802214957743,0.0,855.6802214957743
0.0,0.0,2.5411615999764763,0.0,0.0,0.0,380.0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,855.8812807664872,0.0,855.8812807664872
0.0,0.0,2.613386199984234,0.0,0.0,0.0,417.0,12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,883.2787863507352,0.0,883.2787863507352
0.0,0.0,2.223363499972038,0.0,0.0,0.0,434.0,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,891.5319983835996,0.0,891.5319983835996
0.0,0.0,2.281225299986545,0.0,0.0,0.0,446.0,14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,950.2081627786334,0.0,950.2081627786334
0.0,0.0,2.2948621999821626,0.0,0.0,0.0,438.0,15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,962.1940099983324,0.0,962.1940099983324
0.0,0.0,2.2525912999990396,0.0,0.0,0.0,436.0,16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1005.7430098503687,0.0,1005.7430098503687
0.0,0.0,2.3264122999971732,0.0,0.0,0.0,444.0,17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1032.0818385924144,0.0,1032.0818385924144
0.0,0.0,2.2018700999906287,0.0,0.0,0.0,439.0,18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1078.7218644247557,0.0,1078.7218644247557
0.0,0.0,2.1080898999935016,0.0,0.0,0.0,412.0,19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1096.8977103764898,0.0,1096.8977103764898
0.0,0.0,2.1388358000549488,0.0,0.0,0.0,417.0,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1134.582207145802,0.0,1134.582207145802
0.0,0.0,2.097553700034041,0.0,0.0,0.0,398.0,21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1157.8736664565024,0.0,1157.8736664565024
0.0,0.0,2.1186435000272468,0.0,0.0,0.0,429.0,22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1196.1991482451033,0.0,1196.1991482451033
0.0,0.0,2.0689261000370607,0.0,0.0,0.0,395.0,23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1212.3807742643776,0.0,1212.3807742643776
0.0,0.0,2.257627200044226,0.0,0.0,0.0,421.0,24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1229.5584312649535,0.0,1229.5584312649535
0.0,0.0,1.8410348999896087,0.0,0.0,0.0,378.0,25,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1258.551849874086,0.0,1258.551849874086
0.0,0.0,2.2117713999468833,0.0,0.0,0.0,424.0,26,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1188.4338287177354,0.0,1188.4338287177354
0.0,0.0,2.0676785999676213,0.0,0.0,0.0,380.0,27,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,993.6856677948441,0.0,993.6856677948441
0.0,0.0,2.0908675999962725,0.0,0.0,0.0,398.0,28,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,788.8995891247971,0.0,788.8995891247971
0.0,0.0,1.9343773999717087,0.0,0.0,0.0,363.0,29,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,590.0249335135092,0.0,590.0249335135092
0.0,0.0,1.7771704000188038,0.0,0.0,0.0,330.0,30,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,396.7739048480345,0.0,396.7739048480345
0.0,0.0,1.7297936999821104,0.0,0.0,0.0,315.0,31,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,295.5773172777831,0.0,295.5773172777831
0.0,0.0,2.0049321000115015,0.0,0.0,0.0,349.0,32,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,219.02263636490983,0.0,219.02263636490983
0.0,0.0,2.5136613000067882,0.0,0.0,0.0,338.0,33,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,216.7011302238687,0.0,216.7011302238687
0.0,0.0,2.4511784999631345,0.0,0.0,0.0,361.0,34,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,177.22369990411497,0.0,177.22369990411497
0.0,0.0,2.2691407999955118,0.0,0.0,0.0,358.0,35,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,216.2249639398479,0.0,216.2249639398479
0.0,0.0,2.191628500004299,0.0,0.0,0.0,350.0,36,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,229.41990144566046,0.0,229.41990144566046
0.0,0.0,2.513289500027895,0.0,0.0,0.0,380.0,37,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,287.65518823454977,0.0,287.65518823454977
0.0,0.0,2.3828213000088,0.0,0.0,0.0,353.0,38,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,283.55808162202356,0.0,283.55808162202356
0.0,0.0,4.049075699993409,0.0,0.0,0.0,397.0,39,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,269.9562721809716,0.0,269.9562721809716
0.0,0.0,2.3054364999989048,0.0,0.0,0.0,363.0,40,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,265.3814514546986,0.0,265.3814514546986
0.0,0.0,2.5848202999914065,0.0,0.0,0.0,396.0,41,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,269.5215399782726,0.0,269.5215399782726
0.0,0.0,2.178032699972391,0.0,0.0,0.0,365.0,42,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,265.47772933008713,0.0,265.47772933008713
