computation_time_sec,coordination_iterations,leader_candidate_count,leader_objective,solver_converged,solver_evaluations,step
12.214581299998827,6.0,16.0,1513.8845470484068,1.0,1104.0,0
12.291322799999762,5.0,16.0,1356.2256752398084,1.0,928.0,1
12.304019800001697,5.0,16.0,1316.8039478517217,1.0,928.0,2
12.533884200001921,6.0,16.0,1429.8564264289203,1.0,1104.0,3
12.623940299999958,6.0,16.0,1508.0211008763094,1.0,1104.0,4
12.431677599997784,6.0,16.0,1486.243487723531,1.0,1104.0,5
12.708041600002616,5.0,16.0,1577.7173455318375,1.0,928.0,6
12.497543299999961,6.0,16.0,1758.0233219859667,1.0,1104.0,7
12.788198199999897,5.0,16.0,1801.1501852329661,1.0,928.0,8
12.610693900001934,6.0,16.0,1710.8897055481289,1.0,1104.0,9
12.904249999999593,6.0,16.0,1917.3987197265099,1.0,1104.0,10
12.849080899999535,6.0,16.0,1877.551157559329,1.0,1104.0,11
12.606708900002559,5.0,16.0,1944.5973890370424,1.0,928.0,12
12.226763599999686,5.0,16.0,1893.1044987924604,1.0,928.0,13
12.24420470000041,5.0,16.0,2075.429966645494,1.0,928.0,14
12.22931349999999,5.0,16.0,1994.7374232763166,1.0,928.0,15
12.476344800001243,5.0,16.0,2048.697224140481,1.0,928.0,16
12.492819899998722,5.0,16.0,2002.4367711801874,1.0,928.0,17
12.673522199998843,6.0,16.0,2174.4817050796864,1.0,1104.0,18
12.670858000001317,5.0,16.0,2098.834730731881,1.0,928.0,19
12.79446640000242,5.0,16.0,2229.175415015207,1.0,928.0,20
12.67254150000008,5.0,16.0,1998.8022362004895,1.0,928.0,21
12.40126170000076,6.0,16.0,2092.9983207797304,1.0,1104.0,22
12.542838299999858,6.0,16.0,2156.1813371275566,1.0,1104.0,23
12.528098399998271,5.0,16.0,2211.1772976769025,1.0,928.0,24
12.461785799998324,5.0,16.0,2025.8994268622982,1.0,928.0,25
12.664134799997555,6.0,16.0,2063.7228804645406,1.0,1104.0,26
12.781391799999255,6.0,16.0,2039.2241868514552,1.0,1104.0,27
12.96424560000014,6.0,16.0,2087.6001684251296,1.0,1104.0,28
12.453794900000503,5.0,16.0,1892.985367696378,1.0,928.0,29
12.394111799996608,6.0,16.0,2099.0251264965805,1.0,1104.0,30
12.357318599999417,5.0,16.0,1955.3532447700973,1.0,928.0,31
12.078423599999951,5.0,16.0,2005.8645429927954,1.0,928.0,32
12.20798619999914,5.0,16.0,1924.9558664709205,1.0,928.0,33
12.132131299997127,6.0,16.0,1921.7195828105541,1.0,1104.0,34
12.176365399998758,6.0,16.0,2007.119085342049,1.0,1104.0,35
12.146395700001449,5.0,16.0,1796.4675114271968,1.0,928.0,36
12.401713699997345,6.0,16.0,1913.0664891930733,1.0,1104.0,37
12.343180500000017,5.0,16.0,1703.8570718350888,1.0,928.0,38
12.409386999999697,6.0,16.0,1768.8204437212162,1.0,1104.0,39
