computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
13.075612100001308,0.0,1.0,80.0,0
13.36238360000425,0.0,1.0,80.0,1
13.28769380000449,0.0,1.0,80.0,2
13.297641600001953,0.0,1.0,80.0,3
13.267971900000703,0.0,1.0,80.0,4
13.260687599999073,0.0,1.0,80.0,5
13.293321400000423,0.0,1.0,80.0,6
13.317552699998487,0.0,1.0,80.0,7
13.30632159999368,0.0,1.0,80.0,8
13.236743300003582,0.0,1.0,80.0,9
13.10720289999881,0.0,1.0,80.0,10
12.966403099999297,0.0,1.0,80.0,11
13.041075100001763,0.0,1.0,80.0,12
13.003212600000552,0.0,1.0,80.0,13
13.01185070000065,0.0,1.0,80.0,14
13.08540759999596,0.0,1.0,80.0,15
12.999261100005242,0.0,1.0,80.0,16
12.99287390000245,0.0,1.0,80.0,17
12.971870300003502,0.0,1.0,80.0,18
12.908854999994219,0.0,1.0,80.0,19
