computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,solver_converged,solver_evaluations,step
0.5633884000017133,5.0,0.0007601981537951048,0.0,1.0,55.0,0
0.5600543999971705,5.0,0.000637844020890343,0.0,1.0,55.0,1
0.5582527999977174,5.0,0.0003956830320656462,0.0,1.0,55.0,2
0.571022099997208,6.0,0.0004242016262171236,0.0,1.0,66.0,3
0.6150850999983959,5.0,0.0008124204748339112,0.0,1.0,55.0,4
0.5904646999988472,5.0,0.00036747106909849084,0.0,1.0,55.0,5
0.5768612000028952,5.0,0.0005487973447961414,0.0,1.0,55.0,6
0.5672837000020081,5.0,0.0004754983750131726,0.0,1.0,55.0,7
0.5655686999998579,4.0,0.0008591560785167034,0.0,1.0,44.0,8
0.5833596999982547,5.0,0.0008184360777101553,0.0,1.0,55.0,9
