N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_faithful_active
0.0,0.0,4.429998807609081e-05,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,4.020001506432891e-05,0.0,0.0,0.0,0.0,1,0.0
0.0,0.0,1.8899969290941954e-05,0.0,0.0,0.0,0.0,2,0.0
0.0,0.0,2.370000584051013e-05,0.0,0.0,0.0,0.0,3,0.0
0.0,0.0,2.1799991372972727e-05,0.0,0.0,0.0,0.0,4,0.0
0.0,0.0,2.2099993657320738e-05,0.0,0.0,0.0,0.0,5,0.0
0.0,0.0,2.069998299703002e-05,0.0,0.0,0.0,0.0,6,0.0
0.0,0.0,1.8200022168457508e-05,0.0,0.0,0.0,0.0,7,0.0
0.0,0.0,1.810002140700817e-05,0.0,0.0,0.0,0.0,8,0.0
0.0,0.0,2.4999957531690598e-05,0.0,0.0,0.0,0.0,9,0.0
0.0,0.0,1.769996015354991e-05,0.0,0.0,0.0,0.0,10,0.0
0.0,0.0,1.8199963960796595e-05,0.0,0.0,0.0,0.0,11,0.0
0.0,0.0,3.309996100142598e-05,0.0,0.0,0.0,0.0,12,0.0
0.0,0.0,1.8799968529492617e-05,0.0,0.0,0.0,0.0,13,0.0
0.0,0.0,2.1599989850074053e-05,0.0,0.0,0.0,0.0,14,0.0
0.0,0.0,2.220005262643099e-05,0.0,0.0,0.0,0.0,15,0.0
0.0,0.0,1.7700018361210823e-05,0.0,0.0,0.0,0.0,16,0.0
0.0,0.0,1.810002140700817e-05,0.0,0.0,0.0,0.0,17,0.0
0.0,0.0,1.750001683831215e-05,0.0,0.0,0.0,0.0,18,0.0
0.0,0.0,1.7900019884109497e-05,0.0,0.0,0.0,0.0,19,0.0
0.0,0.0,1.799996243789792e-05,0.0,0.0,0.0,0.0,20,0.0
0.0,0.0,2.3200002033263445e-05,0.0,0.0,0.0,0.0,21,0.0
0.0,0.0,1.8300022929906845e-05,0.0,0.0,0.0,0.0,22,0.0
0.0,0.0,1.9400031305849552e-05,0.0,0.0,0.0,0.0,23,0.0
0.0,0.0,1.7300015315413475e-05,0.0,0.0,0.0,0.0,24,0.0
0.0,0.0,5.13000413775444e-05,0.0,0.0,0.0,0.0,25,0.0
0.0,0.0,2.039998071268201e-05,0.0,0.0,0.0,0.0,26,0.0
0.0,0.0,1.7000013031065464e-05,0.0,0.0,0.0,0.0,27,0.0
0.0,0.0,2.1599989850074053e-05,0.0,0.0,0.0,0.0,28,0.0
0.0,0.0,2.0299979951232672e-05,0.0,0.0,0.0,0.0,29,0.0
0.0,0.0,1.7400016076862812e-05,0.0,0.0,0.0,0.0,30,0.0
0.0,0.0,1.8300022929906845e-05,0.0,0.0,0.0,0.0,31,0.0
0.0,0.0,1.750001683831215e-05,0.0,0.0,0.0,0.0,32,0.0
0.0,0.0,1.769996015354991e-05,0.0,0.0,0.0,0.0,33,0.0
0.0,0.0,1.6400008462369442e-05,0.0,0.0,0.0,0.0,34,0.0
0.0,0.0,1.780001912266016e-05,0.0,0.0,0.0,0.0,35,0.0
0.0,0.0,1.829996472224593e-05,0.0,0.0,0.0,0.0,36,0.0
0.0,0.0,2.1299987565726042e-05,0.0,0.0,0.0,0.0,37,0.0
0.0,0.0,1.7300015315413475e-05,0.0,0.0,0.0,0.0,38,0.0
0.0,0.0,1.680001150816679e-05,0.0,0.0,0.0,0.0,39,0.0
0.0,0.0,3.1400006264448166e-05,0.0,0.0,0.0,0.0,40,0.0
0.0,0.0,1.6600009985268116e-05,0.0,0.0,0.0,0.0,41,0.0
0.0,0.0,1.7400016076862812e-05,0.0,0.0,0.0,0.0,42,0.0
0.0,0.0,2.19999928958714e-05,0.0,0.0,0.0,0.0,43,0.0
0.0,0.0,2.4099950678646564e-05,0.0,0.0,0.0,0.0,44,0.0
0.0,0.0,1.810002140700817e-05,0.0,0.0,0.0,0.0,45,0.0
0.0,0.0,1.750001683831215e-05,0.0,0.0,0.0,0.0,46,0.0
0.0,0.0,1.839996548369527e-05,0.0,0.0,0.0,0.0,47,0.0
0.0,0.0,1.780001912266016e-05,0.0,0.0,0.0,0.0,48,0.0
0.0,0.0,3.559998003765941e-05,0.0,0.0,0.0,0.0,49,0.0
0.0,0.0,1.850002445280552e-05,0.0,0.0,0.0,0.0,50,0.0
0.0,0.0,2.0499981474131346e-05,0.0,0.0,0.0,0.0,51,0.0
0.0,0.0,2.039998071268201e-05,0.0,0.0,0.0,0.0,52,0.0
0.0,0.0,2.3500004317611456e-05,0.0,0.0,0.0,0.0,53,0.0
0.0,0.0,2.19999928958714e-05,0.0,0.0,0.0,0.0,54,0.0
0.0,0.0,1.7899961676448584e-05,0.0,0.0,0.0,0.0,55,0.0
0.0,0.0,1.8300022929906845e-05,0.0,0.0,0.0,0.0,56,0.0
0.0,0.0,2.2799998987466097e-05,0.0,0.0,0.0,0.0,57,0.0
0.0,0.0,2.1199986804276705e-05,0.0,0.0,0.0,0.0,58,0.0
0.0,0.0,2.0799983758479357e-05,0.0,0.0,0.0,0.0,59,0.0
0.0,0.0,1.8099963199347258e-05,0.0,0.0,0.0,0.0,60,0.0
0.0,0.0,2.5900022592395544e-05,0.0,0.0,0.0,0.0,61,0.0
0.0,0.0,3.060000017285347e-05,0.0,0.0,0.0,0.0,62,0.0
0.0,0.0,1.8200022168457508e-05,0.0,0.0,0.0,0.0,63,0.0
0.0,0.0,1.9700033590197563e-05,0.0,0.0,0.0,0.0,64,0.0
0.0,0.0,2.010003663599491e-05,0.0,0.0,0.0,0.0,65,0.0
0.0,0.0,2.1300045773386955e-05,0.0,0.0,0.0,0.0,66,0.0
0.0,0.0,1.8900027498602867e-05,0.0,0.0,0.0,0.0,67,0.0
0.0,0.0,1.7700018361210823e-05,0.0,0.0,0.0,0.0,68,0.0
0.0,0.0,1.7700018361210823e-05,0.0,0.0,0.0,0.0,69,0.0
0.0,0.0,1.8900027498602867e-05,0.0,0.0,0.0,0.0,70,0.0
0.0,0.0,1.9600032828748226e-05,0.0,0.0,0.0,0.0,71,0.0
0.0,0.0,1.9099970813840628e-05,0.0,0.0,0.0,0.0,72,0.0
0.0,0.0,1.9400031305849552e-05,0.0,0.0,0.0,0.0,73,0.0
0.0,0.0,1.9200029782950878e-05,0.0,0.0,0.0,0.0,74,0.0
0.0,0.0,1.7300015315413475e-05,0.0,0.0,0.0,0.0,75,0.0
0.0,0.0,4.3899985030293465e-05,0.0,0.0,0.0,0.0,76,0.0
0.0,0.0,2.7099973522126675e-05,0.0,0.0,0.0,0.0,77,0.0
0.0,0.0,1.9400031305849552e-05,0.0,0.0,0.0,0.0,78,0.0
0.0,0.0,1.8799968529492617e-05,0.0,0.0,0.0,0.0,79,0.0
