computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,solver_converged,solver_evaluations,step
0.5128159999999298,5.0,0.0007601981537951048,0.0,1.0,55.0,0
0.5202317999996922,5.0,0.000637844020890343,0.0,1.0,55.0,1
0.5218847999999525,5.0,0.0003956830320656462,0.0,1.0,55.0,2
0.5370998999997028,6.0,0.0004242016262171236,0.0,1.0,66.0,3
0.5409935000002406,5.0,0.0008124204748339112,0.0,1.0,55.0,4
0.5396643000003678,5.0,0.00036747106909849084,0.0,1.0,55.0,5
0.545403499999793,5.0,0.0005487973447961414,0.0,1.0,55.0,6
0.5410345000000234,5.0,0.0004754983750131726,0.0,1.0,55.0,7
0.5289541000001918,4.0,0.0008591560785167034,0.0,1.0,44.0,8
0.5389311999997517,5.0,0.0008184360777101553,0.0,1.0,55.0,9
