computation_time_sec,coordination_iterations,leader_candidate_count,leader_objective,solver_converged,solver_evaluations,step
12.118825500001549,6.0,16.0,2456.871996304718,1.0,1104.0,0
12.382520999999542,5.0,16.0,2633.723174943079,1.0,928.0,1
12.63264309999795,5.0,16.0,2892.9249733222746,1.0,928.0,2
12.516452500000014,6.0,16.0,3258.540068167128,1.0,1104.0,3
12.527729999997973,5.0,16.0,3572.6275936319726,1.0,928.0,4
12.355499500001315,5.0,16.0,3756.3230877702545,1.0,928.0,5
12.586636799998814,5.0,16.0,4155.44427191184,1.0,928.0,6
12.843625599998632,5.0,16.0,4461.530451244576,1.0,928.0,7
12.691717900001095,6.0,16.0,4847.169783364626,1.0,1104.0,8
12.937734899998759,6.0,16.0,5280.168680141142,1.0,1104.0,9
12.912676299998566,6.0,16.0,5792.314381312755,1.0,1104.0,10
12.840480300001218,5.0,16.0,6253.224778671947,1.0,928.0,11
12.859981800000241,5.0,16.0,6709.604837813609,1.0,928.0,12
12.392733900000167,5.0,16.0,7220.016615523899,1.0,928.0,13
12.426278599999932,6.0,16.0,7731.8101950215605,1.0,1104.0,14
12.30333370000153,5.0,16.0,8236.294477712956,1.0,928.0,15
12.503990799999883,6.0,16.0,8788.263188080684,1.0,1104.0,16
12.605888000001869,5.0,16.0,9237.110545048254,1.0,928.0,17
12.787587700000586,5.0,16.0,9813.633713829291,1.0,928.0,18
12.646385699998064,6.0,16.0,10293.175593643351,1.0,1104.0,19
12.839977400002681,6.0,16.0,10819.061546054485,1.0,1104.0,20
12.597899399999733,6.0,16.0,11329.203933875408,1.0,1104.0,21
12.586296199999197,6.0,16.0,11820.585554862011,1.0,1104.0,22
12.449804199997743,6.0,16.0,12433.324258013332,1.0,1104.0,23
12.351613700000598,5.0,16.0,12734.511197825861,1.0,928.0,24
12.725215800001024,6.0,16.0,13153.11287842866,1.0,1104.0,25
12.797013100000186,5.0,16.0,13725.941032497321,1.0,928.0,26
12.761400299998058,5.0,16.0,14055.834250703718,1.0,928.0,27
12.829519599999912,5.0,16.0,14537.816638297252,1.0,928.0,28
12.702468599996791,6.0,16.0,14951.98080587938,1.0,1104.0,29
12.735291099997994,6.0,16.0,15419.844029398168,1.0,1104.0,30
12.542844899999182,7.0,16.0,15825.905472062219,1.0,1280.0,31
12.348375300000043,6.0,16.0,16290.522483714967,1.0,1104.0,32
12.398135700001149,5.0,16.0,16614.62164477052,1.0,928.0,33
12.268325699998968,6.0,16.0,16943.600833470187,1.0,1104.0,34
12.405091500000708,6.0,16.0,17478.6800270752,1.0,1104.0,35
12.397936599998502,5.0,16.0,17742.21145622901,1.0,928.0,36
12.549840799998492,6.0,16.0,17833.241249978946,1.0,1104.0,37
12.5377765000012,5.0,16.0,18091.750560747467,1.0,928.0,38
12.518745999997918,5.0,16.0,18508.434076123136,1.0,928.0,39
