N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_faithful_active
0.0,0.0,2.1899992134422064e-05,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,2.1499989088624716e-05,0.0,0.0,0.0,0.0,1,0.0
0.0,0.0,1.750001683831215e-05,0.0,0.0,0.0,0.0,2,0.0
0.0,0.0,2.0599982235580683e-05,0.0,0.0,0.0,0.0,3,0.0
0.0,0.0,1.880002673715353e-05,0.0,0.0,0.0,0.0,4,0.0
0.0,0.0,49.98856850003358,0.0,0.0,0.0,0.0,5,0.0
0.0,0.0,49.394196500012185,0.0,0.0,0.0,0.0,6,0.0
0.0,0.0,66.3855131000164,0.0,0.0,0.0,0.0,7,0.0
0.0,0.0,76.93448400002671,0.0,0.0,0.0,0.0,8,0.0
0.0,0.0,78.54917389998445,0.0,0.0,0.0,0.0,9,0.0
0.0,0.0,79.21384189999662,0.0,0.0,0.0,0.0,10,0.0
0.0,0.0,79.64231790002668,0.0,0.0,0.0,0.0,11,0.0
0.0,0.0,79.1517272000201,0.0,0.0,0.0,0.0,12,0.0
0.0,0.0,77.3521550000296,0.0,0.0,0.0,0.0,13,0.0
0.0,0.0,78.77754280000227,0.0,0.0,0.0,0.0,14,0.0
0.0,0.0,79.21817659999942,0.0,0.0,0.0,0.0,15,0.0
0.0,0.0,78.52606519998517,0.0,0.0,0.0,0.0,16,0.0
0.0,0.0,76.92024209996453,0.0,0.0,0.0,0.0,17,0.0
0.0,0.0,76.75066329998663,0.0,0.0,0.0,0.0,18,0.0
0.0,0.0,77.00601940002525,0.0,0.0,0.0,0.0,19,0.0
0.0,0.0,77.60842170001706,0.0,0.0,0.0,0.0,20,0.0
0.0,0.0,78.35599290003302,0.0,0.0,0.0,0.0,21,0.0
0.0,0.0,76.54136169998674,0.0,0.0,0.0,0.0,22,0.0
0.0,0.0,75.78905040002428,0.0,0.0,0.0,0.0,23,0.0
0.0,0.0,75.40369710000232,0.0,0.0,0.0,0.0,24,0.0
0.0,0.0,76.07717549998779,0.0,0.0,0.0,0.0,25,0.0
