computation_time_sec,coordination_iterations,leader_candidate_count,leader_objective,solver_converged,solver_evaluations,step
11.769166400001268,5.0,16.0,2322.025206885861,1.0,928.0,0
12.197852000001149,7.0,16.0,2705.0015622769215,1.0,1280.0,1
12.298506499999348,6.0,16.0,3147.1484781243616,1.0,1104.0,2
12.5708283999993,5.0,16.0,3422.14375971116,1.0,928.0,3
12.350810199997795,6.0,16.0,3734.2261253472043,1.0,1104.0,4
12.768044199998258,5.0,16.0,4152.888635746827,1.0,928.0,5
12.667786400001205,5.0,16.0,4483.454122740746,1.0,928.0,6
12.662559599997621,5.0,16.0,4780.673600112691,1.0,928.0,7
12.577530200000183,6.0,16.0,5320.43961698937,1.0,1104.0,8
12.34387229999993,5.0,16.0,5627.693533755781,1.0,928.0,9
12.125861299999087,5.0,16.0,6082.793754293027,1.0,928.0,10
12.280561899999157,6.0,16.0,6616.896924847958,1.0,1104.0,11
12.063636900002166,6.0,16.0,7206.7806036043785,1.0,1104.0,12
12.121682100001635,5.0,16.0,7549.928463617127,1.0,928.0,13
12.20598070000051,6.0,16.0,7880.923444602704,1.0,1104.0,14
12.433290499997383,5.0,16.0,8454.377743824414,1.0,928.0,15
12.35897979999936,5.0,16.0,8912.388870698655,1.0,928.0,16
12.29101079999964,6.0,16.0,9482.740198815009,1.0,1104.0,17
12.195004100001825,6.0,16.0,10199.181047280252,1.0,1104.0,18
12.226019099998666,6.0,16.0,10695.297171430906,1.0,1104.0,19
12.16611340000236,6.0,16.0,11159.533141520797,1.0,1104.0,20
12.118524199999229,6.0,16.0,11481.332405973673,1.0,1104.0,21
12.263820100000885,6.0,16.0,12274.206512963221,1.0,1104.0,22
12.387453399998776,6.0,16.0,12831.199563846458,1.0,1104.0,23
12.453178799998568,6.0,16.0,13361.650885407975,1.0,1104.0,24
12.620342999998684,6.0,16.0,13945.586983764293,1.0,1104.0,25
12.587650900000881,5.0,16.0,14495.562344346446,1.0,928.0,26
12.502385799998592,5.0,16.0,15077.287347483269,1.0,928.0,27
12.644334499997058,5.0,16.0,15640.099500156079,1.0,928.0,28
12.008085900000879,5.0,16.0,16112.333209124457,1.0,928.0,29
11.97931150000295,5.0,16.0,16540.05884469573,1.0,928.0,30
12.036639500001911,5.0,16.0,16824.23739316919,1.0,928.0,31
12.179384499999287,5.0,16.0,17191.864788198676,1.0,928.0,32
12.155215200000384,5.0,16.0,17245.895520017242,1.0,928.0,33
12.14773719999721,6.0,16.0,17811.30979952198,1.0,1104.0,34
12.198652399998537,5.0,16.0,18208.68727150389,1.0,928.0,35
12.141625700001896,5.0,16.0,18275.308297044106,1.0,928.0,36
11.894813199996861,6.0,16.0,18278.520634272663,1.0,1104.0,37
11.982437300001038,6.0,16.0,18684.352831767326,1.0,1104.0,38
11.948284099999,5.0,16.0,18932.079601510566,1.0,928.0,39
