N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_faithful_active,wu_faithful_np_bias_ratio,wu_faithful_np_cand_lambda,wu_faithful_np_cand_lambda_applied,wu_faithful_np_feasible_max,wu_faithful_np_feasible_min,wu_faithful_np_original_target,wu_faithful_np_pd_exit,wu_faithful_np_pd_iters,wu_faithful_np_pd_lam_entry,wu_faithful_np_pd_residual,wu_faithful_np_predictor_current_interval,wu_faithful_np_predictor_legacy,wu_faithful_np_predictor_mode_code,wu_faithful_np_predictor_phase_substep,wu_faithful_np_predictor_storage_aware,wu_faithful_np_projected_target,wu_faithful_np_projection_residual,wu_faithful_np_sum_nin,wu_faithful_np_target,wu_faithful_np_target_error
0.0,0.0,2.1499989088624716e-05,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,2.6099965907633305e-05,0.0,0.0,0.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.73999578692019e-05,0.0,0.0,0.0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.7600017599761486e-05,0.0,0.0,0.0,0.0,3,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,2.7900037821382284e-05,0.0,0.0,0.0,0.0,4,0.0,,,,,,,,,,,,,,,,,,,,
0.0,0.0,1.8317259000032209,0.0,0.0,0.0,356.0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,572.1505537746089,0.0,572.1505537746089
0.0,0.0,1.8602118999697268,0.0,0.0,0.0,396.0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,760.1721068928869,0.0,760.1721068928869
0.0,0.0,1.9955407000379637,0.0,0.0,0.0,417.0,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1049.5413314780862,0.0,1049.5413314780862
0.0,0.0,1.8001300999894738,0.0,0.0,0.0,377.0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1189.98569295043,0.0,1189.98569295043
0.0,0.0,1.9107426999835297,0.0,0.0,0.0,393.0,9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1248.1908611620458,0.0,1248.1908611620458
