computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,leader_objective,solver_converged,solver_evaluations,step
1.392421699998522,1.0,0.0,9.0,1922.667927152155,1.0,396.0,0
1.4128765999994357,1.0,0.0,9.0,2242.64878401947,1.0,396.0,1
1.4347994999989169,1.0,0.0,9.0,2733.0282203901224,1.0,396.0,2
1.4801571000025433,1.0,0.0,9.0,3643.286199472731,1.0,396.0,3
1.447979900000064,1.0,0.0,9.0,4945.559258283731,1.0,396.0,4
1.5048276999987138,1.0,0.0,9.0,6412.218875900043,1.0,396.0,5
1.507647200000065,1.0,0.0,9.0,7777.817263264388,1.0,396.0,6
1.4825418000000354,1.0,0.0,9.0,8989.000661864933,1.0,396.0,7
1.4323366000025999,1.0,0.0,9.0,10059.25610163932,1.0,396.0,8
1.5132085000004736,1.0,0.0,9.0,11116.074713628677,1.0,396.0,9
1.42024599999786,1.0,0.0,9.0,12119.371046929535,1.0,396.0,10
1.4544228999984625,1.0,0.0,9.0,13142.742498789084,1.0,396.0,11
1.4520118000000366,1.0,0.0,9.0,14117.35559672778,1.0,396.0,12
1.4666909999978088,1.0,0.0,9.0,15098.722448753153,1.0,396.0,13
1.4340124000009382,1.0,0.0,9.0,16048.396147649215,1.0,396.0,14
1.4204847000000882,1.0,0.0,9.0,16998.98394977077,1.0,396.0,15
1.4336684999980207,1.0,0.0,9.0,17935.948391359143,1.0,396.0,16
1.4063777000010305,1.0,0.0,9.0,18856.35574320774,1.0,396.0,17
1.4887128000009398,1.0,0.0,9.0,19765.140584534136,1.0,396.0,18
1.4335731999999552,1.0,0.0,9.0,20657.34201602853,1.0,396.0,19
1.4627543000024161,1.0,0.0,9.0,21536.72313999795,1.0,396.0,20
1.5007468000003428,1.0,0.0,9.0,22398.79928962751,1.0,396.0,21
1.4675409000010404,1.0,0.0,9.0,23251.389796119405,1.0,396.0,22
1.434211800002231,1.0,0.0,9.0,24101.419911462188,1.0,396.0,23
1.4913429000007454,1.0,0.0,9.0,24909.477105727863,1.0,396.0,24
1.4098290000001725,1.0,0.0,9.0,25739.19699603546,1.0,396.0,25
1.4595246000026236,1.0,0.0,9.0,26515.105659655263,1.0,396.0,26
1.409196200002043,1.0,0.0,9.0,27306.522078749207,1.0,396.0,27
1.4267179000016768,1.0,0.0,9.0,28078.431347556412,1.0,396.0,28
1.4538207999976294,1.0,0.0,9.0,28830.959587502854,1.0,396.0,29
1.4878663000017696,1.0,0.0,9.0,29590.175306414778,1.0,396.0,30
1.443161000002874,1.0,0.0,9.0,30352.08486695437,1.0,396.0,31
1.4588325999975496,1.0,0.0,9.0,31107.090609706338,1.0,396.0,32
1.4673149999980524,1.0,0.0,9.0,31822.69761519067,1.0,396.0,33
1.4438550999984727,1.0,0.0,9.0,32563.851476638356,1.0,396.0,34
1.4634772000026715,1.0,0.0,9.0,33262.058436570784,1.0,396.0,35
1.4645189000002574,1.0,0.0,9.0,33967.01195204475,1.0,396.0,36
1.3929731999996875,1.0,0.0,9.0,34628.05195643847,1.0,396.0,37
1.461629699999321,1.0,0.0,9.0,35294.29961756239,1.0,396.0,38
1.42961060000016,1.0,0.0,9.0,35929.88721348051,1.0,396.0,39
