scenario,no_control_total_ttt,no_control_urban_ttt,no_control_freeway_ttt,wu_cd_total_ttt,wu_cd_urban_ttt,wu_cd_freeway_ttt,wu_cd_improvement_pct
low_demand,878.8339222575909,687.0578606717801,191.7760615858108,878.8339222575909,687.0578606717801,191.7760615858108,0.0
medium_demand,4992.467688503697,2807.514699753703,2184.9529887499943,4989.134593047574,2804.1816042975793,2184.9529887499943,0.06676248428805241
peak_demand,11153.730811934383,7583.3720325526865,3570.358779381696,11254.965805662247,7684.607026280551,3570.358779381696,-0.9076334675348514
oversaturated_demand,15619.27712359758,11367.407832363027,4251.869291234552,16060.853693702978,11808.984402468426,4251.869291234552,-2.8271255232309414
incident_or_capacity_drop,10629.851832430904,7207.908677111939,3421.9431553189643,10701.737958334656,7279.794803015692,3421.9431553189643,-0.6762664902292608
