computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,solver_converged,solver_evaluations,step
0.5878580999997212,5.0,0.0007743990402033391,0.0,1.0,55.0,0
0.5736452999990433,5.0,0.0008039189893804799,0.0,1.0,55.0,1
0.5850929999978689,5.0,0.0007625188344966732,0.0,1.0,55.0,2
0.5751678999986325,6.0,0.0003677118003210278,0.0,1.0,66.0,3
0.5687145999982022,6.0,0.0002721778723457182,0.0,1.0,66.0,4
0.5677699000007124,5.0,0.00032265199582675306,0.0,1.0,55.0,5
0.5849756000025081,6.0,0.00028711470284933954,0.0,1.0,66.0,6
0.5755267999993521,6.0,0.0004673298036488292,0.0,1.0,66.0,7
0.6068165999968187,7.0,0.00021955291507142697,0.0,1.0,77.0,8
0.6037553999994998,6.0,0.00021207446161823003,0.0,1.0,66.0,9
0.5706076000024041,5.0,0.0007660965968459768,0.0,1.0,55.0,10
0.5749939999986964,5.0,0.0008208114443185779,0.0,1.0,55.0,11
0.5734604999997828,5.0,0.0006568532189979776,0.0,1.0,55.0,12
0.6067098999992595,6.0,0.00031165116956794744,0.0,1.0,66.0,13
0.5929630999999063,5.0,0.0006899628176665585,0.0,1.0,55.0,14
0.5883417000004556,5.0,0.0004917143679054155,0.0,1.0,55.0,15
0.6101331999998365,6.0,0.0002180963015866117,0.0,1.0,66.0,16
0.5925612000028195,6.0,0.00026062364173497595,0.0,1.0,66.0,17
0.5915687999986403,6.0,0.0002534238028048156,0.0,1.0,66.0,18
0.60109310000189,5.0,0.0007972601164015863,0.0,1.0,55.0,19
0.597825599998032,6.0,0.00042993503698234004,0.0,1.0,66.0,20
0.5742782999986957,5.0,0.0008042581057888216,0.0,1.0,55.0,21
0.5812306999978318,6.0,0.00043148201738476785,0.0,1.0,66.0,22
0.5691170999998576,5.0,0.0006006292312460174,0.0,1.0,55.0,23
0.5932472999993479,5.0,0.0005254116654428627,0.0,1.0,55.0,24
0.6107728000024508,7.0,0.0002111974529475424,0.0,1.0,77.0,25
0.5925729000009596,6.0,0.0008307001229694785,0.0,1.0,66.0,26
0.5743399999992107,5.0,0.0009223111656598117,0.0,1.0,55.0,27
0.5827648000013141,6.0,0.0008272483540888798,0.0,1.0,66.0,28
0.5693554999998014,5.0,0.000531559778350945,0.0,1.0,55.0,29
0.5650156000010611,5.0,0.0006149997503526672,0.0,1.0,55.0,30
0.563294900002802,5.0,0.0007143315278791358,0.0,1.0,55.0,31
0.6019554000013159,6.0,0.00025845638983279165,0.0,1.0,66.0,32
0.5908143000015116,4.0,0.0007313800325486091,0.0,1.0,44.0,33
0.611916800000472,6.0,0.00032033741587079,0.0,1.0,66.0,34
0.5840086000025622,5.0,0.0008937638441561435,0.0,1.0,55.0,35
0.5838393000012729,5.0,0.0007732789728254525,0.0,1.0,55.0,36
0.5914570999993884,5.0,0.00038653398766829615,0.0,1.0,55.0,37
0.583060299999488,5.0,0.0007025753878954504,0.0,1.0,55.0,38
0.5874831000000995,6.0,0.00048714392476292265,0.0,1.0,66.0,39
