N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_b2_price_A,wu_b2_price_B,wu_b2_price_C,wu_b2_price_D,wu_b2_price_F,wu_b2_price_delta_sec,wu_b2_price_enabled,wu_b2_price_ref_A,wu_b2_price_ref_B,wu_b2_price_ref_C,wu_b2_price_ref_D,wu_b2_price_ref_F,wu_b2_price_refresh_count,wu_b2_price_refreshed,wu_b2_price_trust_sec,wu_faithful_active
1143.6108487905667,6000.0,85.43150780000724,75.0,9.0,0.0,466.0,0,-0.00890244962315112,-0.09983554162935973,-0.0330114618012433,-0.013881621891584407,-0.03428410393221748,6.0,1.0,56.0,56.0,56.0,56.0,56.0,1.0,1.0,6.0,1.0
1074.5317897315833,5750.0,101.24330710002687,74.0,10.0,1.0,216.0,1,0.03198075462673755,-0.061324222687294615,-0.11360000311680038,0.02905748415437574,-0.02283723260912544,6.0,1.0,56.0,56.0,56.0,50.0,56.0,2.0,1.0,6.0,1.0
1158.3569744503914,6000.0,98.1441755000269,74.0,10.0,0.0,471.0,2,0.03198075462673755,-0.061324222687294615,-0.11360000311680038,0.02905748415437574,-0.02283723260912544,6.0,1.0,56.0,56.0,56.0,50.0,56.0,2.0,0.0,6.0,1.0
1069.7720041888178,6000.0,103.10390969994478,74.0,10.0,0.0,457.0,3,0.07716244362673581,-0.07449301954661647,-0.1046004768814767,0.19731434842385864,0.169984169028868,6.0,1.0,56.0,56.0,57.0,56.0,62.0,3.0,1.0,6.0,1.0
1059.7451553879753,5550.0,85.18037600000389,74.0,10.0,0.0,372.0,4,0.07716244362673581,-0.07449301954661647,-0.1046004768814767,0.19731434842385864,0.169984169028868,6.0,1.0,56.0,56.0,57.0,56.0,62.0,3.0,0.0,6.0,1.0
1145.1673889560082,4800.0,83.17304239992518,74.0,10.0,0.0,222.0,5,0.0790039499282349,-0.07023334196127277,-0.08366150589454453,0.09961289804296462,0.05896499619718003,6.0,1.0,56.0,56.0,62.0,56.0,62.0,4.0,1.0,6.0,1.0
1248.516245980396,5100.0,94.5111691999482,74.0,10.0,0.0,430.0,6,0.0790039499282349,-0.07023334196127277,-0.08366150589454453,0.09961289804296462,0.05896499619718003,6.0,1.0,56.0,56.0,62.0,56.0,62.0,4.0,0.0,6.0,1.0
1341.8496715625781,4800.0,76.00473849999253,74.0,10.0,0.0,254.0,7,0.07112893287190036,-0.06606919985015221,-0.03189441276074071,-0.02556060368612674,-0.06481377568238736,6.0,1.0,56.0,56.0,62.0,50.0,60.0,5.0,1.0,6.0,1.0
1330.3164841339994,4800.0,96.55096250004135,74.0,10.0,0.0,405.0,8,0.015052814178906951,-0.13289967469729294,-0.08181142180667085,0.24649369337605737,-0.023434093825850752,6.0,1.0,56.0,56.0,62.0,56.0,60.0,6.0,1.0,6.0,1.0
1459.9554119110626,4800.0,98.20993070001714,74.0,10.0,0.0,372.0,9,0.04302365647710774,-0.039282909938872734,0.025037993182547662,-0.05134270588954001,0.08130971733912298,6.0,1.0,56.0,56.0,62.0,50.0,60.0,7.0,1.0,6.0,1.0
