authority_group,authority_ok,authority_violations,average_delay_per_completed_vehicle_h,centralized,completed_vehicles,computation_time_sec,controller_id,free_flow_reference_freeway_ttt,free_flow_reference_total_ttt,free_flow_reference_urban_ttt,freeway_delay,freeway_ttt,leader_enabled,network_throughput_veh_h,solver_converged_rate,solver_evaluations,terminal_freeway_vehicles,terminal_onramp_vehicles,terminal_total_vehicles,terminal_urban_vehicles,total_delay,total_ttt,urban_delay,urban_ttt
wu,True,,0.264313,False,9111.3,3.01,WU-CD-F,95.125,537.866,442.741,1391.861,1486.986,False,9111.3,1.0,820.0,1348.1,3549.3,5676.1,3608.1,2408.239,2946.105,1016.378,1459.119
wu,True,,0.189302,True,9766.8,265.71,WU-CC-F,95.125,537.866,442.741,952.137,1047.262,False,9766.8,0.9,1600.0,1306.9,3095.0,5020.6,2993.7,1848.887,2386.753,896.75,1339.491
