computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
12.815873499999725,0.0,0.0,80.0,0
12.987745399997948,0.0,1.0,80.0,1
12.984283199999481,0.0,1.0,80.0,2
13.291098199999396,0.0,1.0,80.0,3
13.217785799999547,0.0,1.0,80.0,4
13.144267799998488,0.0,1.0,80.0,5
13.058104200001253,0.0,1.0,80.0,6
12.681466700003512,0.0,1.0,80.0,7
12.700087500001246,0.0,1.0,80.0,8
12.704588100001274,0.0,1.0,80.0,9
12.699221300001227,0.0,1.0,80.0,10
12.737243299998227,0.0,1.0,80.0,11
12.722457200001372,0.0,1.0,80.0,12
12.83813630000077,0.0,1.0,80.0,13
12.826719900000171,0.0,1.0,80.0,14
12.864333299999998,0.0,1.0,80.0,15
12.79930289999902,0.0,1.0,80.0,16
12.797270399998524,0.0,0.0,80.0,17
12.907317500001227,0.0,1.0,80.0,18
12.984287300001597,0.0,1.0,80.0,19
12.821666800002276,0.0,0.0,80.0,20
13.199117600001046,0.0,1.0,80.0,21
13.185589799999434,0.0,1.0,80.0,22
13.11654279999857,0.0,1.0,80.0,23
13.066138300000603,0.0,1.0,80.0,24
12.843657500001427,0.0,1.0,80.0,25
12.745685799996863,0.0,1.0,80.0,26
12.664695799998299,0.0,1.0,80.0,27
12.74333580000166,0.0,1.0,80.0,28
12.787359499998274,0.0,1.0,80.0,29
12.934278700002324,0.0,1.0,80.0,30
12.78569570000036,0.0,1.0,80.0,31
12.912014700003056,0.0,1.0,80.0,32
12.881645900000876,0.0,1.0,80.0,33
12.887297799999942,0.0,1.0,80.0,34
12.86261469999954,0.0,1.0,80.0,35
12.92776700000104,0.0,1.0,80.0,36
12.778950100000657,0.0,1.0,80.0,37
12.673029499997938,0.0,1.0,80.0,38
13.186004499999399,0.0,1.0,80.0,39
