B_in,B_out,CV_boundary,MaxMin_boundary,OverflowRatio_boundary,boundary_balance_controllable,boundary_balance_degenerate,boundary_empty_ratio,boundary_in_empty_ratio,boundary_in_load_veh,boundary_in_saturation_ratio,boundary_out_empty_ratio,boundary_out_load_veh,boundary_out_saturation_ratio,boundary_out_sink_veh,boundary_saturation_ratio,capacity_drop_active,capacity_drop_lane_loss_FW_E_last,capacity_drop_lane_loss_FW_W_last,coupling_aggregate_urban_model,coupling_freeway_substeps,coupling_movement_urban_model,coupling_nested_order_active,coupling_offramp_arrivals_accepted_veh,coupling_offramp_arrivals_rejected_veh,coupling_offramp_storage_active,coupling_onramp_sync_active,coupling_onramp_two_reservoir_active,coupling_urban_substeps,density_exceedance_count,density_projection_count,freeway_ttt,inbound_service_veh,lambda_eff_FW_E_last,lambda_eff_FW_W_last,mainline_exit_flow_total,mean_ramp_receiving_factor,mean_segment_flow,metering_over_release_flow,metering_shortfall_flow,metering_target_infeasible,movement_queue_model_active,movement_queue_projection_protected_veh,movement_queue_projection_veh,net_inflow,net_inflow_target,net_inflow_tracking_error,nuf_target_flow,offramp_blocked_flow_FW_E,offramp_blocked_flow_FW_W,offramp_blocked_flow_total,offramp_departures_OR_D_E_veh,offramp_departures_OR_D_W_veh,offramp_departures_OR_F_E_veh,offramp_departures_OR_F_W_veh,offramp_departures_veh,offramp_flow_FW_E,offramp_flow_FW_W,offramp_flow_total,offramp_occupancy_ratio_OR_D_E,offramp_occupancy_ratio_OR_D_W,offramp_occupancy_ratio_OR_F_E,offramp_occupancy_ratio_OR_F_W,offramp_storage_binding,onramp_approach_queue_veh,onramp_arrivals_veh,onramp_green_release_request_veh,onramp_green_release_shortfall_veh,onramp_green_releases_veh,onramp_two_reservoir_active,outbound_service_veh,queue_overflow_count,ramp_metering_release_actual_R_D_E_veh,ramp_metering_release_actual_R_D_W_veh,ramp_metering_release_actual_R_F_E_veh,ramp_metering_release_actual_R_F_W_veh,ramp_metering_release_request_R_D_E_veh,ramp_metering_release_request_R_D_W_veh,ramp_metering_release_request_R_F_E_veh,ramp_metering_release_request_R_F_W_veh,ramp_metering_release_request_veh,ramp_metering_release_shortfall_R_D_E_veh,ramp_metering_release_shortfall_R_D_W_veh,ramp_metering_release_shortfall_R_F_E_veh,ramp_metering_release_shortfall_R_F_W_veh,ramp_metering_release_shortfall_veh,ramp_metering_releases_veh,ramp_queue_overflow_count,ramp_queue_veh,speed_projection_count,step,time_sec,total_metering_error,total_metering_flow,total_no_meter_flow,total_ramp_queue_end_veh,total_ramp_queue_start_veh,urban_accumulation_abs_error_veh,urban_accumulation_error_veh,urban_accumulation_initial_error_veh,urban_accumulation_initial_veh,urban_accumulation_mean_veh,urban_accumulation_target_veh,urban_accumulation_veh,urban_demand_arrivals_veh,urban_gate_inflow_veh,urban_link_occupancy_veh,urban_net_inflow_target_veh_h,urban_net_inflow_tracking_error_veh_h,urban_storage_active,urban_storage_occupancy,urban_substep_active,urban_total_departures_veh,urban_total_vehicles_veh,urban_ttt
0.09140298836884439,0.0034024378240271602,1.2247945867145715,22.879948507497126,0.0,1.0,0.0,0.0,0.0,70.81981736299221,0.0,0.0,56.23852315756402,0.0,32.06004212222204,0.0,1.0,0.00029135458911878757,0.0002783036418862646,0.0,18.0,1.0,1.0,39.64595436270085,0.0,1.0,1.0,1.0,36.0,0.0,0.0,5.596034122685184,366.3092666572825,1.9997086454108812,1.9997216963581137,5814.7399731961295,1.0,2917.471659694457,2742.1271663886346,0.0,0.0,1.0,0.0,0.0,3645.723180734226,-191.85976695854083,3837.5829476927665,0.0,0.0,0.0,0.0,6.2496836570448675,6.144687104759792,5.919854905377536,5.81485835309246,24.129084020274654,401.19307474964626,391.7260125043714,792.9190872540177,0.01914144274159867,0.018732978873857352,0.01914144274159867,0.018732978873857352,0.0,56.23852315756402,150.5,147.57535977802132,0.0,147.57535977802132,1.0,184.02310762057118,0.0,34.423611111111114,33.47960124478103,35.25694444444444,33.946201519095155,34.423611111111114,33.47960124478103,35.25694444444444,33.946201519095155,137.10635831943173,0.0,0.0,0.0,0.0,0.0,137.10635831943173,0.0,10.469001458589567,0.0,0,180.0,2742.1271663886346,2742.1271663886346,2742.1309203694545,10.469001458589567,0.0,294.13003660856566,294.13003660856566,287.78965043781125,287.78965043781125,179.69324259882444,0.0,294.13003660856566,273.0,312.31768813242036,268.7478226123941,-191.85976695854083,3837.5829476927665,1.0,268.7478226123941,1.0,583.8765617236293,421.18837712912193,14.906000499148341
0.09016895736710742,0.0041700505567340285,0.7383803170343098,15.248207128810286,0.0,1.0,0.0,0.2857142857142857,0.2857142857142857,53.772611873870915,0.0,0.0,114.66220514154172,0.0,145.3787608609261,0.0,1.0,0.00043608327327098676,0.0004111837079535416,0.0,18.0,1.0,1.0,42.872198636954494,0.0,1.0,1.0,1.0,36.0,0.0,0.0,6.306018474492701,334.2473155242049,1.999563916726729,1.9995888162920465,6287.9224667533235,1.0,3052.7602467357847,3399.9597513306417,0.0,0.0,1.0,0.0,0.0,557.1953002111841,-275.87020560736136,833.0655058185455,0.0,0.0,0.0,0.0,8.708536278602166,8.487015879780667,11.314097068084388,10.978207519201979,39.4878567456692,434.6935859815812,422.75038675750847,857.4439727390895,0.02496471199242186,0.02424000318103127,0.02496471199242186,0.02424000318103127,0.0,114.66220514154172,153.09778065954896,166.04275570652246,0.0,166.04275570652246,1.0,306.3875505136457,0.0,42.27919906813192,42.27919906813192,42.719831578257406,42.71975785201085,42.27919906813192,42.27919906813192,42.719831578257406,42.71975785201085,169.99798756653212,0.0,0.0,0.0,0.0,0.0,169.99798756653212,0.0,6.513769598579936,0.0,1,360.0,3399.9597513306417,3399.9597513306417,3399.9597513306417,6.513769598579936,10.469001458589567,414.9257159360437,414.9257159360437,413.805308411042,413.805308411042,376.97108011997057,0.0,414.9257159360437,277.71225328941443,268.7167030720133,374.9104906491334,-275.87020560736136,833.0655058185455,1.0,374.9104906491334,1.0,864.4720649116799,583.3605329514562,25.678148582370653
0.0743717705090425,0.004120799552580379,0.6035463311380146,11.879667672643901,0.0,1.0,0.0,0.0,0.0,37.68633912618006,0.0,0.0,187.46001052353063,0.0,238.84166381569761,0.0,1.0,0.0004555920345331588,0.0004320227063000257,0.0,18.0,1.0,1.0,43.42293187974063,0.0,1.0,1.0,1.0,36.0,0.0,0.0,6.39407063654534,341.477333211674,1.999544407965467,1.9995679772937,6368.69667569529,1.0,3077.129821614347,3197.389196796621,0.0,0.0,1.0,0.0,0.0,-602.8347261626077,-288.6305375080262,314.2041886545815,0.0,0.0,0.0,0.0,12.043849217802705,11.672501491815206,9.768117179987813,9.511138604061227,42.99560649366695,440.1455853341529,428.3130522606593,868.4586375948122,0.025518753558247377,0.02484929133496303,0.025518753558247377,0.02484929133496303,0.0,187.46001052353063,155.67954513748205,164.73882071381828,0.0,164.73882071381828,1.0,371.61906951980444,0.0,39.66705632051979,39.66705632051979,40.41222932221505,40.12311787657643,39.66705632051979,39.66705632051979,40.41222932221505,40.12311787657643,159.86945983983108,0.0,0.0,0.0,0.0,0.0,159.86945983983108,0.0,11.383130472567139,0.0,2,540.0,3197.389196796621,3197.389196796621,3197.389196796621,11.383130472567139,6.513769598579936,436.14264968084973,436.14264968084973,432.9458062620393,432.9458062620393,433.31045719982046,0.0,436.14264968084973,282.3954539703162,273.43549636578825,384.97117749997363,-288.6305375080262,314.2041886545815,1.0,384.97117749997363,1.0,950.9307228633635,661.2889993305604,31.491454004981982
0.18243457696670878,0.003899234396796236,1.0321786484182647,22.56770311004135,0.0,1.0,0.0,0.14285714285714285,0.14285714285714285,50.5273064973059,0.0,0.0,258.3904134409903,0.0,250.020429943892,0.0,1.0,0.0004622149435504023,0.0004369801605516403,0.0,18.0,1.0,1.0,44.04386679946333,0.0,1.0,1.0,1.0,36.0,0.0,0.0,6.5721495857350964,318.70154590050714,1.9995377850564497,1.9995630198394483,6459.767130587955,1.0,3137.1907638211114,3356.700801838809,0.0,0.0,1.0,0.0,0.0,-858.3377508556423,-287.50127633231466,570.8364745233276,0.0,0.0,0.0,0.0,10.216383009979687,10.015549325729465,12.313251005335896,11.976601377402186,44.521784718447236,446.53068659880796,434.34664939045854,880.8773359892665,0.025703715942878683,0.024991537354850483,0.025703715942878683,0.024991537354850483,0.0,258.3904134409903,158.22937599726907,163.10720870892513,0.0,163.10720870892513,1.0,361.61843344328923,0.0,42.05476466180537,42.05476466180537,42.01716952342402,41.7083412449057,42.05476466180537,42.05476466180537,42.01716952342402,41.7083412449057,167.83504009194047,0.0,0.0,0.0,0.0,0.0,167.83504009194047,0.0,6.655299089551793,0.0,3,720.0,3356.700801838809,3356.700801838809,3356.700801838809,6.655299089551793,11.38313047256714,428.46524217812544,428.46524217812544,431.251914498472,431.251914498472,441.1793496505628,0.0,428.46524217812544,287.02072855318573,250.76514283473423,392.60491664271206,-287.50127633231466,570.8364745233276,1.0,392.60491664271206,1.0,933.630914694533,737.3829621164216,35.224020696176034
0.1115148918290444,0.003967396235014964,0.7039849931693868,14.90109091759609,0.0,1.0,0.0,0.0,0.0,37.99278464477137,0.0,0.0,339.7883969775293,0.0,253.72324198192476,0.0,1.0,0.0004746189858373384,0.000449632421611791,0.0,18.0,1.0,1.0,44.3225256960052,0.0,1.0,1.0,1.0,36.0,0.0,0.0,6.6379955715641294,347.52542350695694,1.9995253810141627,1.999550367578388,6500.637102080761,1.0,3148.656014180944,3224.29659687106,0.0,0.0,1.0,0.0,0.0,-499.59339081258076,-288.7298317907102,210.86355902187057,0.0,0.0,0.0,0.0,12.076376664229317,11.668253845416698,9.979508668873107,9.707201793743977,43.431340972263094,449.282160930893,437.1683529892108,886.4505139201038,0.026046598096728445,0.02535095240195507,0.026046598096728445,0.02535095240195507,0.0,339.7883969775293,160.73155268375453,165.86007661502515,0.0,165.86007661502515,1.0,372.505093047586,0.0,40.16887964760748,40.16887964760748,40.446975050491105,40.43009549784695,40.16887964760748,40.16887964760748,40.446975050491105,40.43009549784695,161.21482984355302,0.0,0.0,0.0,0.0,0.0,161.21482984355302,0.0,11.300545861023926,0.0,4,900.0,3224.29659687106,3224.29659687106,3224.29659687106,11.300545861023926,6.655299089551793,436.6435493129112,436.6435493129112,433.0947476860653,433.0947476860653,438.13159966593,0.0,436.6435493129112,291.5595606821594,278.23400591966873,389.69155280858695,-288.7298317907102,210.86355902187057,1.0,389.69155280858695,1.0,952.8586887485504,814.4247309352118,39.09268513637758
0.2072012524243919,0.003951778458381683,0.95529535352514,20.868016786065013,0.0,1.0,0.0,0.2857142857142857,0.2857142857142857,43.08623276500585,0.0,0.0,417.6831779248041,0.0,252.5747772172669,0.0,1.0,0.00048056484541162775,0.0004551943839610341,0.0,18.0,1.0,1.0,44.900903733050185,0.0,1.0,1.0,1.0,36.0,0.0,0.0,6.82323732167161,329.8288236716425,1.9995194351545882,1.999544805616039,6585.4658808473605,1.0,3206.286450858456,3400.2708926276528,0.0,0.0,1.0,0.0,0.0,-713.8879935214636,-295.55358966838594,418.3344038530777,0.0,0.0,0.0,0.0,8.251804060640191,8.036981582914635,11.457253366920966,11.1922658335539,38.938304844029695,455.01628919771827,443.0017854632854,898.0180746610035,0.026209427489760267,0.02550751178246867,0.026209427489760267,0.02550751178246867,0.0,417.6831779248041,163.17064844560815,164.7485325108987,1.1102230246251565e-16,164.7485325108987,1.0,365.52322334771566,0.0,41.926839513273315,41.832825069115,43.126940024497166,43.126940024497166,41.926839513273315,41.832825069115,43.126940024497166,43.126940024497166,170.01354463138264,0.0,0.0,0.0,0.0,0.0,170.01354463138264,0.0,6.035533740539999,0.0,5,1080.0,3400.2708926276528,3400.2708926276528,3400.2708926276528,6.035533740539999,11.300545861023926,440.3505668271043,440.3505668271043,443.3303845025789,443.3303845025789,446.93464797518595,0.0,440.3505668271043,295.9839669478473,266.04448985610554,393.01836465727536,-295.55358966838594,418.3344038530777,1.0,393.01836465727536,1.0,946.6597206480642,901.1199775169141,43.22884074336987
0.08269965912732008,0.0037713909699835235,0.559981602551305,15.007976192811192,0.0,1.0,0.0,0.2857142857142857,0.2857142857142857,49.48778159105007,0.0,0.0,505.59178639751167,0.0,257.3643102226241,0.0,1.0,0.0004923943544075104,0.00046688517157047717,0.0,18.0,1.0,1.0,45.16809985898046,0.0,1.0,1.0,1.0,36.0,0.0,0.0,6.8743422756705375,345.9037704360983,1.9995076056455925,1.9995331148284297,6624.6546459838,1.0,3217.6074220729465,3153.8296291228517,0.0,0.0,1.0,0.0,0.0,-443.0093955511029,-289.1116038954171,153.8977916556858,0.0,0.0,0.0,0.0,15.116351315758635,14.711862315749356,11.274076781656094,10.936359434621272,52.03864984778536,457.78557377626214,445.5764234033469,903.361997179609,0.02653035092021934,0.025833272598904475,0.02653035092021934,0.025833272598904475,0.0,505.59178639751167,165.5316254463764,165.82976906807983,0.0,165.82976906807983,1.0,368.05424021365343,0.0,39.19724617705348,39.10049098334747,39.69687214787081,39.69687214787081,39.19724617705348,39.10049098334747,39.69687214787081,39.69687214787081,157.69148145614258,0.0,0.0,0.0,0.0,0.0,157.69148145614258,0.0,14.173821352477244,0.0,6,1260.0,3153.8296291228517,3153.8296291228517,3153.8296291228517,14.173821352477244,6.035533740539999,433.8032159243464,433.8032159243464,433.66740584312566,433.66740584312566,449.3322809536957,0.0,433.8032159243464,300.2666694143572,267.9378550596245,369.65254571522166,-289.1116038954171,153.8977916556858,1.0,369.65254571522166,1.0,947.4048999077744,988.882783912908,47.73338460743319
0.2166413621329153,0.0037204161213151843,1.0334485815206307,23.08709626714102,0.0,1.0,0.0,0.2857142857142857,0.2857142857142857,46.05699335138316,0.0,0.0,587.6687402865872,0.0,254.0988689847106,0.0,1.0,0.0004977427017172693,0.00047124210767586955,0.0,18.0,1.0,1.0,45.67211762875561,0.0,1.0,1.0,1.0,36.0,0.0,0.0,7.071413269262298,346.12461992975176,1.9995022572982828,1.9995287578923242,6698.577252217491,1.0,3268.2230183107085,3471.3707277444064,0.0,0.0,1.0,0.0,0.0,-646.8777213301773,-303.876268935858,343.00145239431936,0.0,0.0,0.0,0.0,7.760741920106844,7.556303797483683,11.633735800400846,11.361786375253574,38.312567893244946,462.88144065080684,450.5609119243056,913.4423525751123,0.026674118132736208,0.02595357897682062,0.026674118132736208,0.02595357897682062,0.0,587.6687402865872,167.79992747774506,165.45972646568708,1.1102230246251565e-16,165.45972646568708,1.0,378.4685059962606,0.0,43.25154674986108,43.153309022349845,43.58184030750471,43.58184030750471,43.25154674986108,43.153309022349845,43.58184030750471,43.58184030750471,173.56853638722035,0.0,0.0,0.0,0.0,0.0,173.56853638722035,0.0,6.065011430943971,0.0,7,1440.0,3471.3707277444064,3471.3707277444064,3471.3707277444064,6.065011430943971,14.173821352477244,453.4211552348059,453.4211552348059,455.81440340378697,455.81440340378697,456.4344692971677,0.0,453.4211552348059,304.3812637968399,282.2548291102111,407.89009032570857,-303.876268935858,343.00145239431936,1.0,407.89009032570857,1.0,985.2582356058568,1087.146888872776,52.222477728741914
0.07789307281867663,0.003614855100185832,0.5489217143331112,15.420064030674205,0.0,1.0,0.0,0.2857142857142857,0.2857142857142857,53.66047076381468,0.0,0.0,681.2179845477964,0.0,266.89165507479714,0.0,1.0,0.0005090605203432248,0.0004827178821129103,0.0,18.0,1.0,1.0,45.92832951690967,0.0,1.0,1.0,1.0,36.0,0.0,0.0,7.124414372441177,353.6794756023643,1.999490939479657,1.999517282117887,6736.154995813417,1.0,3279.272231910968,3163.552814945411,0.0,0.0,1.0,0.0,0.0,-365.2141403400983,-295.44535119884216,69.76878914125615,0.0,0.0,0.0,0.0,15.376111614082749,14.963989086469038,11.49239289846839,11.148077163089667,52.98057076210984,465.48229967663974,453.0842906615536,918.5665903381934,0.026976049900398688,0.02626806578231352,0.026976049900398688,0.02626806578231352,0.0,681.2179845477964,169.96156970340377,166.41400166623762,0.0,166.41400166623762,1.0,371.9401826193692,0.0,39.31723913825876,39.220483944552754,39.81995883222951,39.81995883222951,39.31723913825876,39.220483944552754,39.81995883222951,39.81995883222951,158.17764074727054,0.0,0.0,0.0,0.0,0.0,158.17764074727054,0.0,14.301372349911032,0.0,8,1620.0,3163.552814945411,3163.552814945411,3163.552814945411,14.301372349911032,6.065011430943971,443.142569210684,443.142569210684,443.16802679826327,443.16802679826327,459.3344059725558,0.0,443.142569210684,308.3023822526859,274.1874067134082,375.39857331403323,-295.44535119884216,69.76878914125615,1.0,375.39857331403323,1.0,965.8175547003832,1178.0210245222952,57.072660461262956
0.18227708755264538,0.0036194114237568797,0.96797712645072,21.130551660673596,0.0,1.0,0.0,0.2857142857142857,0.2857142857142857,45.319577083937624,0.0,0.0,768.9193311211416,0.0,260.2441217379259,0.0,1.0,0.0005135031188254757,0.0004862732653661365,0.0,18.0,1.0,1.0,46.39384579222791,0.0,1.0,1.0,1.0,36.0,0.0,0.0,7.323403651727754,359.72273948778775,1.9994864968811745,1.9995137267346337,6804.430716193426,1.0,3325.9339460410415,3490.275085935234,0.0,0.0,1.0,0.0,0.0,-562.6186078492037,-313.3655241495621,249.25308369964165,0.0,0.0,0.0,0.0,7.7933648343784885,7.5861138529978644,12.135802358547338,11.860714979276205,39.375996025199896,470.1539708832967,457.7229449612613,927.876915844558,0.027093513412605852,0.02636458818006451,0.027093513412605852,0.02636458818006451,0.0,768.9193311211416,172.00322488021237,166.74085355862613,0.0,166.74085355862613,1.0,387.85366988024793,0.0,43.455109294263295,43.45088601091038,43.80387949579402,43.80387949579402,43.455109294263295,43.45088601091038,43.80387949579402,43.80387949579402,174.51375429676173,0.0,0.0,0.0,0.0,0.0,174.51375429676173,0.0,6.528471611775435,0.0,9,1800.0,3490.275085935234,3490.275085935234,3490.2750859352345,6.528471611775435,14.30137234991103,467.18360839015145,467.18360839015145,470.04828622434314,470.04828622434314,468.3056517130826,0.0,467.18360839015145,312.0058497827108,294.2721649126876,423.3984218464184,-313.3655241495621,249.25308369964165,1.0,423.3984218464184,1.0,1016.8271083520954,1281.422516595231,61.91010785370584
