N_P_star,N_UF_star,freeway_ttt,offramp_accepted_veh,offramp_blocked_veh,onramp_approach_queue_veh,onramp_transfer_veh,ramp_queue_veh,step,urban_ttt
469.1529,4000.0,7.033233938876308,32.87142339160858,0.0,124.46200494568028,109.22713626474932,109.20900293141595,0,18.713594974169776
495.21695,4000.0,9.553523023895323,43.91066431083934,0.0,287.031639187309,99.75408037983742,17.26893206292432,1,37.68679662803905
469.1529,2782.872493986772,9.340972003530085,46.455655592265124,0.0,429.66429843250285,155.7238489580265,53.98396428863607,2,51.479540098223744
469.1529,4428.96200749714,8.694067239844838,47.40680968883566,0.0,600.0517138754104,95.98120865280666,4.0620204865650456,3,64.70132063993812
469.1529,6000.0,9.447337562847183,43.621272588149786,0.0,702.3334936478288,180.00101352519232,115.25042022760114,4,77.86970940781984
503.9049666666666,4000.0,12.54466394295098,47.84229876824929,0.0,862.2944488527627,155.62910977084172,73.9728298064683,5,87.52625127269141
547.34505,2000.0,11.668432523004288,47.8885463560802,0.0,1077.7716685371254,92.2335147920307,68.6352570092336,6,100.28805689149506
469.1529,4000.0,10.119755195095815,48.97600486078253,0.0,1275.0891085130606,106.22898493250602,23.43997323578477,7,114.01934398344932
469.1529,2000.0,9.364585823169303,45.620224113539315,0.0,1479.2462673813134,102.81697272705159,56.658616551505595,8,127.61264521729082
469.1529,4000.0,9.893263087269638,48.166808582490326,0.0,1655.250765289443,134.97417701439952,37.466844387868484,9,141.68646147835685
495.21695,2804.305998987637,9.419358912068327,48.008889939675754,0.0,1890.873011016404,86.62093876715998,21.25183327073942,10,157.5008396375921
503.9049666666666,1923.1888088783794,8.8943209524276,44.85905289367717,0.0,2122.0258344453537,96.92247232378801,57.84551109400455,11,172.47716230191674
486.5289333333333,2000.0,8.400784992427106,44.759745155049416,0.0,2376.0690204339835,56.23571117137793,25.56532460888982,12,188.9416675295389
495.21695,2000.0,7.753252841256644,44.67042597447874,0.0,2595.9601895725536,81.39693149344774,27.952978086235937,13,206.74236951263367
495.21695,4000.0,9.24920859161688,45.36048932746459,0.0,2778.5400246825407,143.19711982119415,64.86053329345101,14,223.521913331548
486.5289333333333,2884.944270449709,10.104847747753379,47.608224361555216,0.0,3013.7392099321396,80.2210565428093,32.35779011493792,15,240.1209765154481
469.1529,2875.097898292641,9.436472638874747,48.55788268633094,0.0,3234.0391250101775,104.0940813998464,36.535419716757694,16,257.1262944061418
469.1529,3251.989433409861,10.269023678189122,48.999357675090444,0.0,3417.848571802206,144.572976983799,54.39684284914546,17,272.91292246085686
469.1529,3150.8879163177826,11.31732038346182,49.111447184481165,0.0,3623.1290283022554,123.98083668473981,60.91091878404102,18,287.73773971839614
486.5289333333333,1913.9921373426823,11.231469852586677,47.74653627021111,0.0,3858.5654545653238,83.14782821588753,53.91323626484326,19,306.23930980546595
503.9049666666666,2000.0,10.682001079722081,48.30330179230049,0.0,4089.725074533694,95.63947893887533,53.1190121271609,20,323.9996636571249
469.1529,2000.0,10.22111914074684,48.068960667269316,0.0,4327.858466999293,92.39378753030418,48.433573038983724,21,340.13696537894214
469.1529,2000.0,9.448252660425766,47.21679559489134,0.0,4580.786470999992,74.02462275710707,33.90403948479586,22,355.60633357431874
469.1529,2755.5031330734705,10.570182382827294,47.64453493413021,0.0,4793.083150858519,149.58606636372127,62.44944581784726,23,370.0714282587173
503.9049666666666,2000.0,10.706364094086805,46.95635853619944,0.0,5046.578797900722,67.85271063404883,38.54905498021713,24,385.3776666029932
486.5289333333333,2000.0,10.267962946548217,46.29400456747493,0.0,5289.599124627716,95.63941522443572,37.64108235769678,25,401.1283530725385
486.5289333333333,1613.0145120870297,9.781230083795613,45.158498440931034,0.0,5546.478013840985,63.02375146529185,32.92873193133462,26,418.3227575640213
469.1529,2000.0,9.97239747840233,44.86053341078323,0.0,5795.377490393086,98.99330664680483,56.38289988184819,27,435.67718190481264
486.5289333333333,2768.5621287198614,10.912902415725274,47.49555245386448,0.0,6009.8124888557895,127.32407979885768,59.025446273271136,28,453.7062163042525
469.1529,2137.5,10.673900342601332,47.52026114408485,0.0,6214.855020871366,89.4376467860345,44.149109286777,29,470.5618323832116
469.1529,3482.857693968291,10.139686447228257,48.79760112152039,0.0,6429.111984789216,114.70426274624288,22.949905493298484,30,485.9764453311354
486.5289333333333,6000.0,9.981484263494103,48.55656061368573,0.0,6609.309576407642,134.90463647542586,40.932372889238145,31,499.22117993249736
469.1529,2833.7953363746137,9.93339153115467,47.685801939636626,0.0,6820.095923443605,108.2864267840208,34.40716077716763,32,513.7298024697407
469.1529,4000.0,9.734940849755738,45.07391152568416,0.0,7009.515876575424,106.43249039586917,24.85739197853259,33,527.49185305065
503.9049666666666,2000.0,9.445749552613435,43.596170304873816,0.0,7242.8317882647,74.54669120252196,11.506119944608333,34,541.6736920836502
486.5289333333333,863.4260715814543,8.855072257347405,40.555674606048505,0.0,7483.929120618701,71.30499620337002,41.41748250944385,35,556.4648686307465
503.9049666666666,2000.0,9.41593084592495,43.480633138704725,0.0,7657.61838319051,112.57432770939327,59.55168698377201,36,569.7458596751441
469.1529,3780.0885087404286,8.884275526112965,47.58627233126145,0.0,7831.288839113488,108.10173816014456,10.559432920630558,37,582.3771406159872
469.1529,6000.0,8.381533975684587,46.773440518856404,0.0,7959.011145702462,149.36766087597135,38.64518122791327,38,594.1098480203808
469.1529,4000.0,8.815161496064505,46.76366714234448,0.0,8096.8995565647665,144.16560804728755,38.61662356345542,39,604.2810714054838
