computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,solver_converged,solver_evaluations,step
0.5754315999984101,5.0,0.0007743990402033391,0.0,1.0,55.0,0
0.5737059999992198,5.0,0.0008039189893804799,0.0,1.0,55.0,1
0.5656975999991118,5.0,0.000746966717702083,0.0,1.0,55.0,2
0.5801406999999017,6.0,0.00020378833676539448,0.0,1.0,66.0,3
0.6064972999993188,6.0,0.0006830121157579194,0.0,1.0,66.0,4
0.5845086999979685,6.0,0.00036234094092444215,0.0,1.0,66.0,5
0.5855942000016512,5.0,0.0007443694339856358,0.0,1.0,55.0,6
0.5586806999999681,6.0,0.000994765363638708,0.0,1.0,66.0,7
0.5753738999992493,6.0,0.00030499404459735896,0.0,1.0,66.0,8
0.5849666999965848,5.0,0.0007401846944590709,0.0,1.0,55.0,9
