computation_time_sec,coordination_iterations,coupling_residual,leader_candidate_count,solver_converged,solver_evaluations,step
0.5797421999996004,5.0,0.0005935959796882278,0.0,1.0,55.0,0
0.5888271999974677,5.0,0.0008039189893804799,0.0,1.0,55.0,1
0.6010648000010406,6.0,0.00036736810769747493,0.0,1.0,66.0,2
0.58388449999984,5.0,0.0006837765923107059,0.0,1.0,55.0,3
0.6039417000029061,6.0,0.0004746393083918668,0.0,1.0,66.0,4
0.5981666000006953,5.0,0.0007160630553387524,0.0,1.0,55.0,5
0.5844416999971145,5.0,0.0003411030007101918,0.0,1.0,55.0,6
0.5874817000003532,5.0,0.0006168535592087117,0.0,1.0,55.0,7
0.575664300002245,5.0,0.0009827931171612538,0.0,1.0,55.0,8
0.5909577999991598,6.0,0.00023328648381294116,0.0,1.0,66.0,9
0.5829613999994763,5.0,0.000645565448556204,0.0,1.0,55.0,10
0.588323500000115,5.0,0.0003579491213333112,0.0,1.0,55.0,11
0.5873700000011013,6.0,0.0002689930413768794,0.0,1.0,66.0,12
0.5958912999994936,6.0,0.00022275971579731872,0.0,1.0,66.0,13
0.5873191999999108,6.0,0.00020384076701187903,0.0,1.0,66.0,14
0.5982571999993525,6.0,0.0002773469023407691,0.0,1.0,66.0,15
0.5886834999982966,5.0,0.000653602981022364,0.0,1.0,55.0,16
0.5981511999998474,6.0,0.00023138944032213187,0.0,1.0,66.0,17
0.5792197999980999,5.0,0.00047187171334447047,0.0,1.0,55.0,18
0.6053656999974919,6.0,0.0003198014519389728,0.0,1.0,66.0,19
0.60726269999941,5.0,0.0003717114376703275,0.0,1.0,55.0,20
0.5995844999997644,5.0,0.0008032049071035017,0.0,1.0,55.0,21
0.6036201999995683,4.0,0.0008538827846324336,0.0,1.0,44.0,22
0.578637599999638,5.0,0.00040035079135288524,0.0,1.0,55.0,23
0.603956200000539,5.0,0.0004850019010186061,0.0,1.0,55.0,24
0.6098249000024225,5.0,0.000980432832410621,0.0,1.0,55.0,25
0.5998288999981014,5.0,0.0007632389996873803,0.0,1.0,55.0,26
0.5644335999968462,1.0,0.0,0.0,1.0,11.0,27
0.5626379000023007,1.0,0.0,0.0,1.0,11.0,28
0.5944152000010945,1.0,0.0,0.0,1.0,11.0,29
0.5622164000014891,1.0,0.0,0.0,1.0,11.0,30
0.5927168999987771,1.0,0.0,0.0,1.0,11.0,31
0.580320600001869,1.0,0.0,0.0,1.0,11.0,32
0.5571793999988586,1.0,0.0,0.0,1.0,11.0,33
0.5736750999967626,1.0,0.0,0.0,1.0,11.0,34
0.5511669999978039,1.0,0.0,0.0,1.0,11.0,35
0.5733383000006143,1.0,0.0,0.0,1.0,11.0,36
0.5785924000010709,1.0,0.0,0.0,1.0,11.0,37
0.5732166999987385,1.0,0.0,0.0,1.0,11.0,38
0.5905639000011433,1.0,0.0,0.0,1.0,11.0,39
