computation_time_sec,leader_candidate_count,solver_converged,solver_evaluations,step
11.403020599999763,0.0,0.0,80.0,0
11.518409699999665,0.0,1.0,80.0,1
11.540326000000277,0.0,1.0,80.0,2
11.555272199999763,0.0,0.0,80.0,3
11.59556429999975,0.0,1.0,80.0,4
11.483180899999752,0.0,1.0,80.0,5
11.548612199999752,0.0,1.0,80.0,6
11.523503599999913,0.0,1.0,80.0,7
11.474507699999776,0.0,1.0,80.0,8
11.518983699999808,0.0,1.0,80.0,9
