control,directional_accuracy,event_id,mediator_change,outcome_actual_ttt,outcome_counterfactual_ttt,outcome_gain,response_delay_intervals,shifted_subsystem_delta,status,t0_step,threshold,trigger_value
metering,False,metering_2,"{""delta_receiving"": -0.0006237383841054545, ""delta_ramp_queue"": -5.626783960182371}",378.10599550090956,377.7739777015748,-0.3320177993347784,0,-0.3541187105962891,WRONG_DIRECTION,2,0.15,0.15327574984568393
metering,False,metering_5,"{""delta_receiving"": -0.0008523966190580046, ""delta_ramp_queue"": 2.203186473271881}",405.4909861147052,405.0748247816541,-0.41616133305109315,0,-0.4465619042271385,WRONG_DIRECTION,5,0.15,0.20315986458166546
