control,directional_accuracy,event_id,mediator_change,outcome_actual_ttt,outcome_counterfactual_ttt,outcome_gain,response_delay_intervals,shifted_subsystem_delta,status,t0_step,threshold,trigger_value
allocation_green,True,allocation_green_0,"{""delta_B_in"": -0.06102084407754524, ""delta_departures"": 457.93818147202524}",278.7451362303625,289.5618508969387,10.816714666576217,0,1.3092176648019205,MECHANISM_REPRODUCED,0,0.03,0.12936762602515506
allocation_green,True,allocation_green_4,"{""delta_B_in"": -0.04880304033298897, ""delta_departures"": -16.96740502126636}",465.18079276048326,486.05886666228855,20.878073901805294,0,3.6734226399338468,MECHANISM_REPRODUCED,4,0.03,0.10619680287942276
offset,True,offset_2,"{""delta_urban_ttt_rate"": 0.0}",378.10599550090956,378.3747086366979,0.2687131357883459,0,-0.08528646390988115,MECHANISM_REPRODUCED,2,0.25,0.2918980186663363
vsl,False,vsl_3,"{""delta_density_exceedance"": 9.25}",422.3923029625418,421.5271941031329,-0.865108859408906,0,-0.9204057913517047,WRONG_DIRECTION,3,0.85,1.0
vsl,False,vsl_6,"{""delta_density_exceedance"": 1.0}",338.44997929859977,337.55684288967916,-0.8931364089206113,0,-0.9686192390961423,WRONG_DIRECTION,6,0.85,1.0
metering,False,metering_2,"{""delta_receiving"": -0.0006237383841054545, ""delta_ramp_queue"": -5.626783960182371}",378.10599550090956,377.7739777015748,-0.3320177993347784,0,-0.3541187105962891,WRONG_DIRECTION,2,0.15,0.15327574984568393
metering,False,metering_5,"{""delta_receiving"": -0.0008523966190580046, ""delta_ramp_queue"": 2.203186473271881}",405.4909861147052,405.0748247816541,-0.41616133305109315,0,-0.4465619042271385,WRONG_DIRECTION,5,0.15,0.20315986458166546
