authority_group,authority_ok,authority_violations,average_delay_per_completed_vehicle_h,centralized,completed_vehicles,computation_time_sec,controller_id,free_flow_reference_freeway_ttt,free_flow_reference_total_ttt,free_flow_reference_urban_ttt,freeway_delay,freeway_ttt,leader_enabled,network_throughput_veh_h,solver_converged_rate,solver_evaluations,terminal_freeway_vehicles,terminal_onramp_vehicles,terminal_total_vehicles,terminal_urban_vehicles,total_delay,total_ttt,urban_delay,urban_ttt
wu,True,,0.232422,False,17711.7,0.01,WU-CD-F,156.856,872.543,715.687,2028.097,2184.953,False,8855.8,1.0,1640.0,1090.3,4252.2,6112.3,4302.0,4116.591,4989.135,2088.494,2804.182
wu,True,,0.232422,False,17711.7,60.78,WU-MATCHED-STACKELBERG,156.856,872.543,715.687,2028.097,2184.953,True,8855.8,1.0,15840.0,1090.3,4252.2,6112.3,4302.0,4116.591,4989.135,2088.494,2804.182
wu,True,,0.04291,True,22655.4,551.5,WU-CC-F,156.856,872.543,715.687,158.964,315.82,False,11327.7,0.95,3200.0,149.1,621.2,1168.6,1014.9,972.148,1844.692,813.184,1528.871
proposed,True,,0.265288,False,17382.7,23.46,PROPOSED-FOLLOWERS-ONLY,156.856,872.543,715.687,1979.76,2136.617,False,8691.4,1.0,1716.0,1088.4,4392.3,6441.3,4632.9,4611.423,5483.966,2631.662,3347.349
proposed,True,,0.105597,False,21433.5,500.81,PROPOSED-STACKELBERG,156.856,872.543,715.687,109.652,266.508,True,10716.7,1.0,39760.0,109.2,1609.4,2390.5,2265.8,2263.312,3135.855,2153.66,2869.347
proposed,True,,0.101386,True,21369.4,519.48,PROPOSED-CENTRALIZED,156.856,872.543,715.687,90.313,247.169,False,10684.7,0.975,3200.0,105.0,1965.1,2454.6,2343.2,2166.56,3039.103,2076.247,2791.934
